ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	DashboardTest	dashboardtest	1590851890831	 	3.3.1
USER	VerDashboardPositivo	12	START	1590851892831	1590851892831
REQUEST	12		Home	1590851892831	1590851892835	OK	 
USER	VerDashboardNegativo	34	START	1590851892907	1590851892907
REQUEST	34		Home	1590851892907	1590851892910	OK	 
USER	VerDashboardPositivo	13	START	1590851892929	1590851892929
REQUEST	13		Home	1590851892929	1590851892932	OK	 
USER	VerDashboardNegativo	35	START	1590851893007	1590851893007
REQUEST	35		Home	1590851893007	1590851893010	OK	 
USER	VerDashboardPositivo	14	START	1590851893028	1590851893028
REQUEST	14		Home	1590851893029	1590851893032	OK	 
USER	VerDashboardNegativo	36	START	1590851893112	1590851893112
REQUEST	36		Home	1590851893112	1590851893115	OK	 
USER	VerDashboardPositivo	15	START	1590851893128	1590851893128
REQUEST	15		Home	1590851893128	1590851893131	OK	 
USER	VerDashboardNegativo	37	START	1590851893211	1590851893211
REQUEST	37		Home	1590851893211	1590851893214	OK	 
USER	VerDashboardPositivo	16	START	1590851893232	1590851893232
REQUEST	16		Home	1590851893232	1590851893236	OK	 
USER	VerDashboardNegativo	38	START	1590851893308	1590851893308
REQUEST	38		Home	1590851893309	1590851893312	OK	 
USER	VerDashboardPositivo	17	START	1590851893330	1590851893330
REQUEST	17		Home	1590851893330	1590851893333	OK	 
USER	VerDashboardNegativo	39	START	1590851893407	1590851893407
REQUEST	39		Home	1590851893407	1590851893411	OK	 
USER	VerDashboardPositivo	18	START	1590851893429	1590851893429
REQUEST	18		Home	1590851893429	1590851893432	OK	 
USER	VerDashboardNegativo	40	START	1590851893507	1590851893507
REQUEST	40		Home	1590851893507	1590851893510	OK	 
USER	VerDashboardPositivo	19	START	1590851893527	1590851893527
REQUEST	19		Home	1590851893527	1590851893530	OK	 
USER	VerDashboardNegativo	41	START	1590851893610	1590851893610
REQUEST	41		Home	1590851893610	1590851893614	OK	 
USER	VerDashboardPositivo	20	START	1590851893631	1590851893631
REQUEST	20		Home	1590851893632	1590851893635	OK	 
USER	VerDashboardNegativo	42	START	1590851893707	1590851893707
REQUEST	42		Home	1590851893708	1590851893711	OK	 
USER	VerDashboardPositivo	21	START	1590851893728	1590851893728
REQUEST	21		Home	1590851893729	1590851893732	OK	 
USER	VerDashboardPositivo	43	START	1590851893821	1590851893821
USER	VerDashboardNegativo	53	START	1590851893821	1590851893821
REQUEST	53		Home	1590851893822	1590851893827	OK	 
REQUEST	43		Home	1590851893822	1590851893827	OK	 
USER	VerDashboardNegativo	54	START	1590851893918	1590851893918
USER	VerDashboardPositivo	44	START	1590851893918	1590851893918
REQUEST	44		Home	1590851893919	1590851893922	OK	 
REQUEST	54		Home	1590851893919	1590851893922	OK	 
USER	VerDashboardPositivo	45	START	1590851894021	1590851894021
USER	VerDashboardNegativo	55	START	1590851894021	1590851894021
REQUEST	45		Home	1590851894022	1590851894025	OK	 
REQUEST	55		Home	1590851894022	1590851894025	OK	 
USER	VerDashboardNegativo	56	START	1590851894119	1590851894119
USER	VerDashboardPositivo	46	START	1590851894119	1590851894119
REQUEST	46		Home	1590851894120	1590851894123	OK	 
REQUEST	56		Home	1590851894119	1590851894123	OK	 
USER	VerDashboardNegativo	57	START	1590851894217	1590851894217
USER	VerDashboardPositivo	47	START	1590851894217	1590851894217
REQUEST	47		Home	1590851894217	1590851894220	OK	 
REQUEST	57		Home	1590851894217	1590851894220	OK	 
USER	VerDashboardNegativo	58	START	1590851894321	1590851894321
USER	VerDashboardPositivo	48	START	1590851894321	1590851894321
REQUEST	58		Home	1590851894322	1590851894325	OK	 
REQUEST	48		Home	1590851894322	1590851894326	OK	 
USER	VerDashboardPositivo	49	START	1590851894420	1590851894420
USER	VerDashboardNegativo	59	START	1590851894420	1590851894420
REQUEST	59		Home	1590851894420	1590851894423	OK	 
REQUEST	49		Home	1590851894420	1590851894423	OK	 
USER	VerDashboardPositivo	50	START	1590851894517	1590851894517
USER	VerDashboardNegativo	60	START	1590851894517	1590851894517
REQUEST	50		Home	1590851894517	1590851894520	OK	 
REQUEST	60		Home	1590851894517	1590851894520	OK	 
USER	VerDashboardPositivo	51	START	1590851894617	1590851894617
USER	VerDashboardNegativo	61	START	1590851894617	1590851894617
REQUEST	61		Home	1590851894618	1590851894621	OK	 
REQUEST	51		Home	1590851894618	1590851894621	OK	 
USER	VerDashboardNegativo	62	START	1590851894722	1590851894722
USER	VerDashboardPositivo	52	START	1590851894722	1590851894722
REQUEST	62		Home	1590851894723	1590851894727	OK	 
REQUEST	52		Home	1590851894723	1590851894727	OK	 
USER	VerDashboardPositivo	63	START	1590851894800	1590851894800
USER	VerDashboardNegativo	73	START	1590851894800	1590851894800
REQUEST	73		Home	1590851894801	1590851894805	OK	 
REQUEST	63		Home	1590851894801	1590851894805	OK	 
USER	VerDashboardNegativo	74	START	1590851894899	1590851894899
USER	VerDashboardPositivo	64	START	1590851894899	1590851894899
REQUEST	74		Home	1590851894900	1590851894904	OK	 
REQUEST	64		Home	1590851894900	1590851894904	OK	 
USER	VerDashboardNegativo	75	START	1590851894998	1590851894998
USER	VerDashboardPositivo	65	START	1590851894998	1590851894998
REQUEST	65		Home	1590851894998	1590851895001	OK	 
REQUEST	75		Home	1590851894998	1590851895002	OK	 
USER	VerDashboardPositivo	66	START	1590851895101	1590851895101
USER	VerDashboardNegativo	76	START	1590851895101	1590851895101
REQUEST	66		Home	1590851895101	1590851895104	OK	 
REQUEST	76		Home	1590851895101	1590851895104	OK	 
USER	VerDashboardNegativo	77	START	1590851895199	1590851895199
USER	VerDashboardPositivo	67	START	1590851895199	1590851895199
REQUEST	67		Home	1590851895200	1590851895203	OK	 
REQUEST	77		Home	1590851895200	1590851895203	OK	 
USER	VerDashboardPositivo	68	START	1590851895297	1590851895297
USER	VerDashboardNegativo	78	START	1590851895297	1590851895297
REQUEST	68		Home	1590851895297	1590851895300	OK	 
REQUEST	78		Home	1590851895297	1590851895300	OK	 
USER	VerDashboardPositivo	69	START	1590851895400	1590851895400
USER	VerDashboardNegativo	79	START	1590851895400	1590851895400
REQUEST	79		Home	1590851895400	1590851895403	OK	 
REQUEST	69		Home	1590851895400	1590851895403	OK	 
USER	VerDashboardPositivo	70	START	1590851895498	1590851895498
USER	VerDashboardNegativo	80	START	1590851895498	1590851895498
REQUEST	80		Home	1590851895498	1590851895502	OK	 
REQUEST	70		Home	1590851895498	1590851895502	OK	 
USER	VerDashboardPositivo	71	START	1590851895599	1590851895599
USER	VerDashboardNegativo	81	START	1590851895599	1590851895599
REQUEST	81		Home	1590851895599	1590851895602	OK	 
REQUEST	71		Home	1590851895599	1590851895602	OK	 
USER	VerDashboardNegativo	82	START	1590851895698	1590851895698
USER	VerDashboardPositivo	72	START	1590851895698	1590851895698
REQUEST	72		Home	1590851895699	1590851895702	OK	 
REQUEST	82		Home	1590851895699	1590851895702	OK	 
USER	VerDashboardPositivo	83	START	1590851895818	1590851895818
USER	VerDashboardNegativo	93	START	1590851895818	1590851895818
REQUEST	93		Home	1590851895819	1590851895823	OK	 
REQUEST	83		Home	1590851895819	1590851895823	OK	 
USER	VerDashboardPositivo	84	START	1590851895917	1590851895917
USER	VerDashboardNegativo	94	START	1590851895917	1590851895917
REQUEST	84		Home	1590851895917	1590851895921	OK	 
REQUEST	94		Home	1590851895917	1590851895921	OK	 
USER	VerDashboardPositivo	85	START	1590851896020	1590851896020
USER	VerDashboardNegativo	95	START	1590851896021	1590851896021
REQUEST	85		Home	1590851896021	1590851896024	OK	 
REQUEST	95		Home	1590851896021	1590851896025	OK	 
USER	VerDashboardNegativo	96	START	1590851896119	1590851896119
USER	VerDashboardPositivo	86	START	1590851896119	1590851896119
REQUEST	96		Home	1590851896119	1590851896122	OK	 
REQUEST	86		Home	1590851896119	1590851896122	OK	 
USER	VerDashboardPositivo	87	START	1590851896221	1590851896221
USER	VerDashboardNegativo	97	START	1590851896221	1590851896221
REQUEST	87		Home	1590851896222	1590851896225	OK	 
REQUEST	97		Home	1590851896222	1590851896225	OK	 
USER	VerDashboardNegativo	98	START	1590851896317	1590851896317
USER	VerDashboardPositivo	88	START	1590851896317	1590851896317
REQUEST	98		Home	1590851896318	1590851896321	OK	 
REQUEST	88		Home	1590851896318	1590851896321	OK	 
USER	VerDashboardPositivo	89	START	1590851896417	1590851896417
USER	VerDashboardNegativo	99	START	1590851896417	1590851896417
REQUEST	89		Home	1590851896417	1590851896420	OK	 
REQUEST	99		Home	1590851896417	1590851896420	OK	 
USER	VerDashboardNegativo	100	START	1590851896517	1590851896517
USER	VerDashboardPositivo	90	START	1590851896517	1590851896517
REQUEST	90		Home	1590851896517	1590851896520	OK	 
REQUEST	100		Home	1590851896517	1590851896520	OK	 
USER	VerDashboardNegativo	101	START	1590851896621	1590851896621
USER	VerDashboardPositivo	91	START	1590851896621	1590851896621
REQUEST	101		Home	1590851896622	1590851896625	OK	 
REQUEST	91		Home	1590851896622	1590851896625	OK	 
USER	VerDashboardNegativo	102	START	1590851896719	1590851896719
USER	VerDashboardPositivo	92	START	1590851896719	1590851896719
REQUEST	102		Home	1590851896720	1590851896723	OK	 
REQUEST	92		Home	1590851896720	1590851896723	OK	 
USER	VerDashboardNegativo	113	START	1590851896817	1590851896817
USER	VerDashboardPositivo	103	START	1590851896817	1590851896817
REQUEST	103		Home	1590851896817	1590851896820	OK	 
REQUEST	113		Home	1590851896817	1590851896820	OK	 
USER	VerDashboardPositivo	104	START	1590851896922	1590851896922
USER	VerDashboardNegativo	114	START	1590851896922	1590851896922
REQUEST	104		Home	1590851896923	1590851896927	OK	 
REQUEST	114		Home	1590851896923	1590851896927	OK	 
USER	VerDashboardNegativo	115	START	1590851897020	1590851897020
USER	VerDashboardPositivo	105	START	1590851897020	1590851897020
REQUEST	105		Home	1590851897021	1590851897024	OK	 
REQUEST	115		Home	1590851897021	1590851897024	OK	 
USER	VerDashboardNegativo	116	START	1590851897117	1590851897117
USER	VerDashboardPositivo	106	START	1590851897117	1590851897117
REQUEST	106		Home	1590851897117	1590851897120	OK	 
REQUEST	116		Home	1590851897117	1590851897120	OK	 
USER	VerDashboardNegativo	117	START	1590851897218	1590851897218
USER	VerDashboardPositivo	107	START	1590851897218	1590851897218
REQUEST	107		Home	1590851897218	1590851897221	OK	 
REQUEST	117		Home	1590851897218	1590851897221	OK	 
USER	VerDashboardNegativo	118	START	1590851897317	1590851897317
USER	VerDashboardPositivo	108	START	1590851897317	1590851897317
REQUEST	108		Home	1590851897318	1590851897321	OK	 
REQUEST	118		Home	1590851897318	1590851897321	OK	 
USER	VerDashboardNegativo	119	START	1590851897421	1590851897421
USER	VerDashboardPositivo	109	START	1590851897421	1590851897421
REQUEST	119		Home	1590851897422	1590851897425	OK	 
REQUEST	109		Home	1590851897422	1590851897425	OK	 
USER	VerDashboardPositivo	110	START	1590851897520	1590851897520
USER	VerDashboardNegativo	120	START	1590851897520	1590851897520
REQUEST	110		Home	1590851897520	1590851897523	OK	 
REQUEST	120		Home	1590851897520	1590851897523	OK	 
USER	VerDashboardPositivo	111	START	1590851897617	1590851897617
USER	VerDashboardNegativo	121	START	1590851897617	1590851897617
REQUEST	121		Home	1590851897617	1590851897620	OK	 
REQUEST	111		Home	1590851897617	1590851897620	OK	 
USER	VerDashboardPositivo	112	START	1590851897717	1590851897717
USER	VerDashboardNegativo	122	START	1590851897717	1590851897717
REQUEST	112		Home	1590851897718	1590851897721	OK	 
REQUEST	122		Home	1590851897718	1590851897721	OK	 
USER	VerDashboardPositivo	123	START	1590851897820	1590851897820
USER	VerDashboardNegativo	133	START	1590851897820	1590851897820
REQUEST	123		Home	1590851897820	1590851897823	OK	 
REQUEST	133		Home	1590851897820	1590851897823	OK	 
USER	VerDashboardNegativo	134	START	1590851897918	1590851897918
USER	VerDashboardPositivo	124	START	1590851897918	1590851897918
REQUEST	124		Home	1590851897918	1590851897921	OK	 
REQUEST	134		Home	1590851897918	1590851897921	OK	 
USER	VerDashboardPositivo	125	START	1590851898021	1590851898021
USER	VerDashboardNegativo	135	START	1590851898021	1590851898021
REQUEST	135		Home	1590851898022	1590851898026	OK	 
REQUEST	125		Home	1590851898022	1590851898026	OK	 
USER	VerDashboardNegativo	136	START	1590851898118	1590851898118
USER	VerDashboardPositivo	126	START	1590851898118	1590851898118
REQUEST	136		Home	1590851898118	1590851898121	OK	 
REQUEST	126		Home	1590851898119	1590851898121	OK	 
USER	VerDashboardNegativo	137	START	1590851898217	1590851898217
USER	VerDashboardPositivo	127	START	1590851898217	1590851898217
REQUEST	127		Home	1590851898217	1590851898220	OK	 
REQUEST	137		Home	1590851898217	1590851898220	OK	 
USER	VerDashboardNegativo	138	START	1590851898319	1590851898319
USER	VerDashboardPositivo	128	START	1590851898319	1590851898319
REQUEST	138		Home	1590851898319	1590851898322	OK	 
REQUEST	128		Home	1590851898320	1590851898322	OK	 
USER	VerDashboardPositivo	129	START	1590851898420	1590851898420
REQUEST	129		Home	1590851898421	1590851898424	OK	 
USER	VerDashboardNegativo	139	START	1590851898420	1590851898420
REQUEST	139		Home	1590851898433	1590851898436	OK	 
USER	VerDashboardNegativo	140	START	1590851898518	1590851898518
USER	VerDashboardPositivo	130	START	1590851898518	1590851898518
REQUEST	140		Home	1590851898519	1590851898522	OK	 
REQUEST	130		Home	1590851898519	1590851898522	OK	 
USER	VerDashboardNegativo	141	START	1590851898617	1590851898617
USER	VerDashboardPositivo	131	START	1590851898617	1590851898617
REQUEST	141		Home	1590851898617	1590851898620	OK	 
REQUEST	131		Home	1590851898617	1590851898620	OK	 
USER	VerDashboardNegativo	142	START	1590851898720	1590851898720
USER	VerDashboardPositivo	132	START	1590851898720	1590851898720
REQUEST	132		Home	1590851898720	1590851898723	OK	 
REQUEST	142		Home	1590851898720	1590851898723	OK	 
USER	VerDashboardNegativo	153	START	1590851898817	1590851898817
USER	VerDashboardPositivo	143	START	1590851898817	1590851898817
REQUEST	143		Home	1590851898817	1590851898820	OK	 
REQUEST	153		Home	1590851898817	1590851898820	OK	 
USER	VerDashboardNegativo	154	START	1590851898921	1590851898921
USER	VerDashboardPositivo	144	START	1590851898920	1590851898920
REQUEST	144		Home	1590851898921	1590851898924	OK	 
REQUEST	154		Home	1590851898921	1590851898924	OK	 
USER	VerDashboardPositivo	145	START	1590851899018	1590851899018
USER	VerDashboardNegativo	155	START	1590851899018	1590851899018
REQUEST	145		Home	1590851899018	1590851899021	OK	 
REQUEST	155		Home	1590851899018	1590851899021	OK	 
USER	VerDashboardPositivo	146	START	1590851899117	1590851899117
USER	VerDashboardNegativo	156	START	1590851899117	1590851899117
REQUEST	156		Home	1590851899117	1590851899122	OK	 
REQUEST	146		Home	1590851899117	1590851899122	OK	 
USER	VerDashboardPositivo	147	START	1590851899221	1590851899221
USER	VerDashboardNegativo	157	START	1590851899221	1590851899221
REQUEST	157		Home	1590851899222	1590851899225	OK	 
REQUEST	147		Home	1590851899222	1590851899225	OK	 
USER	VerDashboardPositivo	148	START	1590851899319	1590851899319
USER	VerDashboardNegativo	158	START	1590851899319	1590851899319
REQUEST	158		Home	1590851899320	1590851899322	OK	 
REQUEST	148		Home	1590851899319	1590851899322	OK	 
USER	VerDashboardNegativo	159	START	1590851899419	1590851899419
USER	VerDashboardPositivo	149	START	1590851899419	1590851899419
REQUEST	149		Home	1590851899419	1590851899422	OK	 
REQUEST	159		Home	1590851899419	1590851899422	OK	 
USER	VerDashboardPositivo	150	START	1590851899522	1590851899522
USER	VerDashboardNegativo	160	START	1590851899522	1590851899522
REQUEST	150		Home	1590851899522	1590851899525	OK	 
REQUEST	160		Home	1590851899523	1590851899525	OK	 
USER	VerDashboardPositivo	151	START	1590851899620	1590851899620
USER	VerDashboardNegativo	161	START	1590851899620	1590851899620
REQUEST	161		Home	1590851899621	1590851899624	OK	 
REQUEST	151		Home	1590851899621	1590851899624	OK	 
USER	VerDashboardPositivo	152	START	1590851899720	1590851899720
USER	VerDashboardNegativo	162	START	1590851899720	1590851899720
REQUEST	162		Home	1590851899720	1590851899723	OK	 
REQUEST	152		Home	1590851899720	1590851899723	OK	 
USER	VerDashboardNegativo	173	START	1590851899817	1590851899817
USER	VerDashboardPositivo	163	START	1590851899817	1590851899817
REQUEST	173		Home	1590851899817	1590851899820	OK	 
REQUEST	163		Home	1590851899817	1590851899820	OK	 
USER	VerDashboardPositivo	164	START	1590851899921	1590851899921
USER	VerDashboardNegativo	174	START	1590851899921	1590851899921
REQUEST	174		Home	1590851899922	1590851899928	OK	 
REQUEST	164		Home	1590851899922	1590851899928	OK	 
USER	VerDashboardNegativo	175	START	1590851900018	1590851900018
USER	VerDashboardPositivo	165	START	1590851900018	1590851900018
REQUEST	165		Home	1590851900018	1590851900021	OK	 
REQUEST	175		Home	1590851900018	1590851900023	OK	 
USER	VerDashboardNegativo	176	START	1590851900122	1590851900122
USER	VerDashboardPositivo	166	START	1590851900122	1590851900122
REQUEST	166		Home	1590851900122	1590851900126	OK	 
REQUEST	176		Home	1590851900122	1590851900126	OK	 
USER	VerDashboardNegativo	177	START	1590851900220	1590851900220
USER	VerDashboardPositivo	167	START	1590851900220	1590851900220
REQUEST	167		Home	1590851900220	1590851900223	OK	 
REQUEST	177		Home	1590851900220	1590851900223	OK	 
USER	VerDashboardNegativo	178	START	1590851900319	1590851900319
USER	VerDashboardPositivo	168	START	1590851900319	1590851900319
REQUEST	178		Home	1590851900319	1590851900322	OK	 
REQUEST	168		Home	1590851900319	1590851900322	OK	 
USER	VerDashboardPositivo	169	START	1590851900422	1590851900422
USER	VerDashboardNegativo	179	START	1590851900422	1590851900422
REQUEST	179		Home	1590851900422	1590851900425	OK	 
REQUEST	169		Home	1590851900422	1590851900425	OK	 
USER	VerDashboardPositivo	170	START	1590851900518	1590851900518
USER	VerDashboardNegativo	180	START	1590851900518	1590851900518
REQUEST	170		Home	1590851900518	1590851900522	OK	 
REQUEST	180		Home	1590851900518	1590851900522	OK	 
USER	VerDashboardPositivo	171	START	1590851900621	1590851900621
USER	VerDashboardNegativo	181	START	1590851900621	1590851900621
REQUEST	181		Home	1590851900621	1590851900624	OK	 
REQUEST	171		Home	1590851900621	1590851900624	OK	 
USER	VerDashboardNegativo	182	START	1590851900717	1590851900717
USER	VerDashboardPositivo	172	START	1590851900717	1590851900717
REQUEST	172		Home	1590851900717	1590851900720	OK	 
REQUEST	182		Home	1590851900717	1590851900720	OK	 
REQUEST	1		Login	1590851900779	1590851900780	OK	 
REQUEST	22		dashboard2	1590851900779	1590851900780	OK	 
REQUEST	22		dashboard2 Redirect 1	1590851900789	1590851900789	OK	 
USER	VerDashboardNegativo	22	END	1590851891711	1590851900793
USER	VerDashboardNegativo	193	START	1590851900821	1590851900821
USER	VerDashboardPositivo	183	START	1590851900821	1590851900821
REQUEST	183		Home	1590851900821	1590851900824	OK	 
REQUEST	193		Home	1590851900821	1590851900824	OK	 
REQUEST	23		dashboard2	1590851900832	1590851900833	OK	 
REQUEST	23		dashboard2 Redirect 1	1590851900833	1590851900834	OK	 
USER	VerDashboardNegativo	23	END	1590851891811	1590851900835
REQUEST	2		Login	1590851900843	1590851900843	OK	 
USER	VerDashboardPositivo	184	START	1590851900919	1590851900919
USER	VerDashboardNegativo	194	START	1590851900919	1590851900919
REQUEST	184		Home	1590851900919	1590851900922	OK	 
REQUEST	194		Home	1590851900919	1590851900922	OK	 
REQUEST	24		dashboard2	1590851900929	1590851900930	OK	 
REQUEST	24		dashboard2 Redirect 1	1590851900931	1590851900931	OK	 
USER	VerDashboardNegativo	24	END	1590851891907	1590851900932
REQUEST	3		Login	1590851900939	1590851900940	OK	 
USER	VerDashboardPositivo	185	START	1590851901017	1590851901017
USER	VerDashboardNegativo	195	START	1590851901017	1590851901017
REQUEST	195		Home	1590851901017	1590851901020	OK	 
REQUEST	185		Home	1590851901017	1590851901023	OK	 
REQUEST	25		dashboard2	1590851901029	1590851901031	OK	 
REQUEST	25		dashboard2 Redirect 1	1590851901031	1590851901032	OK	 
USER	VerDashboardNegativo	25	END	1590851892007	1590851901032
REQUEST	4		Login	1590851901038	1590851901039	OK	 
USER	VerDashboardPositivo	186	START	1590851901121	1590851901121
USER	VerDashboardNegativo	196	START	1590851901121	1590851901121
REQUEST	186		Home	1590851901121	1590851901124	OK	 
REQUEST	196		Home	1590851901121	1590851901124	OK	 
REQUEST	26		dashboard2	1590851901131	1590851901133	OK	 
REQUEST	26		dashboard2 Redirect 1	1590851901133	1590851901134	OK	 
USER	VerDashboardNegativo	26	END	1590851892111	1590851901134
REQUEST	5		Login	1590851901147	1590851901148	OK	 
USER	VerDashboardNegativo	197	START	1590851901217	1590851901217
USER	VerDashboardPositivo	187	START	1590851901217	1590851901217
REQUEST	187		Home	1590851901218	1590851901222	OK	 
REQUEST	197		Home	1590851901218	1590851901222	OK	 
REQUEST	27		dashboard2	1590851901228	1590851901229	OK	 
REQUEST	27		dashboard2 Redirect 1	1590851901230	1590851901230	OK	 
USER	VerDashboardNegativo	27	END	1590851892207	1590851901231
REQUEST	6		Login	1590851901248	1590851901249	OK	 
USER	VerDashboardPositivo	188	START	1590851901320	1590851901320
USER	VerDashboardNegativo	198	START	1590851901320	1590851901320
REQUEST	188		Home	1590851901321	1590851901324	OK	 
REQUEST	198		Home	1590851901321	1590851901324	OK	 
REQUEST	28		dashboard2	1590851901331	1590851901332	OK	 
REQUEST	28		dashboard2 Redirect 1	1590851901332	1590851901333	OK	 
USER	VerDashboardNegativo	28	END	1590851892310	1590851901334
REQUEST	7		Login	1590851901347	1590851901348	OK	 
USER	VerDashboardPositivo	189	START	1590851901419	1590851901419
USER	VerDashboardNegativo	199	START	1590851901419	1590851901419
REQUEST	189		Home	1590851901419	1590851901422	OK	 
REQUEST	199		Home	1590851901419	1590851901422	OK	 
REQUEST	29		dashboard2	1590851901429	1590851901430	OK	 
REQUEST	29		dashboard2 Redirect 1	1590851901431	1590851901431	OK	 
USER	VerDashboardNegativo	29	END	1590851892407	1590851901432
REQUEST	8		Login	1590851901450	1590851901451	OK	 
USER	VerDashboardNegativo	200	START	1590851901521	1590851901521
USER	VerDashboardPositivo	190	START	1590851901521	1590851901521
REQUEST	190		Home	1590851901521	1590851901524	OK	 
REQUEST	200		Home	1590851901521	1590851901532	OK	 
REQUEST	30		dashboard2	1590851901532	1590851901533	OK	 
REQUEST	30		dashboard2 Redirect 1	1590851901534	1590851901534	OK	 
USER	VerDashboardNegativo	30	END	1590851892511	1590851901535
REQUEST	9		Login	1590851901547	1590851901548	OK	 
USER	VerDashboardNegativo	201	START	1590851901619	1590851901619
USER	VerDashboardPositivo	191	START	1590851901619	1590851901619
REQUEST	191		Home	1590851901619	1590851901623	OK	 
REQUEST	201		Home	1590851901619	1590851901623	OK	 
REQUEST	31		dashboard2	1590851901629	1590851901630	OK	 
REQUEST	31		dashboard2 Redirect 1	1590851901630	1590851901631	OK	 
USER	VerDashboardNegativo	31	END	1590851892607	1590851901631
REQUEST	10		Login	1590851901650	1590851901651	OK	 
USER	VerDashboardNegativo	202	START	1590851901717	1590851901717
REQUEST	202		Home	1590851901717	1590851901720	OK	 
USER	VerDashboardPositivo	192	START	1590851901717	1590851901717
REQUEST	32		dashboard2	1590851901727	1590851901730	OK	 
REQUEST	32		dashboard2 Redirect 1	1590851901730	1590851901731	OK	 
USER	VerDashboardNegativo	32	END	1590851892707	1590851901731
REQUEST	192		Home	1590851901729	1590851901733	OK	 
REQUEST	11		Login	1590851901748	1590851901749	OK	 
USER	VerDashboardPositivo	203	START	1590851901820	1590851901820
USER	VerDashboardNegativo	213	START	1590851901820	1590851901820
REQUEST	213		Home	1590851901820	1590851901823	OK	 
REQUEST	203		Home	1590851901820	1590851901823	OK	 
REQUEST	33		dashboard2	1590851901830	1590851901831	OK	 
REQUEST	33		dashboard2 Redirect 1	1590851901832	1590851901833	OK	 
USER	VerDashboardNegativo	33	END	1590851892810	1590851901833
REQUEST	12		Login	1590851901851	1590851901852	OK	 
USER	VerDashboardNegativo	214	START	1590851901918	1590851901918
USER	VerDashboardPositivo	204	START	1590851901918	1590851901918
REQUEST	214		Home	1590851901918	1590851901921	OK	 
REQUEST	204		Home	1590851901918	1590851901921	OK	 
REQUEST	34		dashboard2	1590851901928	1590851901929	OK	 
REQUEST	34		dashboard2 Redirect 1	1590851901929	1590851901930	OK	 
USER	VerDashboardNegativo	34	END	1590851892907	1590851901931
REQUEST	13		Login	1590851901949	1590851901950	OK	 
USER	VerDashboardNegativo	215	START	1590851902017	1590851902017
USER	VerDashboardPositivo	205	START	1590851902017	1590851902017
REQUEST	205		Home	1590851902017	1590851902021	OK	 
REQUEST	215		Home	1590851902017	1590851902020	OK	 
REQUEST	35		dashboard2	1590851902027	1590851902028	OK	 
