ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.CrearLocalTest	crearlocaltest	1590260012381	 	3.3.1
REQUEST	1563		Welcome	1590260052689	1590260052691	OK	 
REQUEST	303		Logged	1590260052720	1590260052721	OK	 
REQUEST	283		Logged	1590260052720	1590260052722	OK	 
REQUEST	303		Logged Redirect 1	1590260052721	1590260052723	OK	 
REQUEST	283		Logged Redirect 1	1590260052722	1590260052724	OK	 
REQUEST	1183		Login	1590260052736	1590260052736	OK	 
REQUEST	1163		Login	1590260052736	1590260052736	OK	 
USER	CrearLocalTestNegativo	1584	START	1590260052739	1590260052739
USER	CrearLocalTestPositivo	1564	START	1590260052739	1590260052739
REQUEST	1564		Welcome	1590260052739	1590260052741	OK	 
REQUEST	1584		Welcome	1590260052739	1590260052741	OK	 
USER	CrearLocalTestPositivo	1565	START	1590260052798	1590260052798
USER	CrearLocalTestNegativo	1585	START	1590260052798	1590260052798
REQUEST	284		Logged	1590260052798	1590260052799	OK	 
REQUEST	304		Logged	1590260052798	1590260052799	OK	 
REQUEST	1184		Login	1590260052799	1590260052799	OK	 
REQUEST	1164		Login	1590260052799	1590260052799	OK	 
REQUEST	284		Logged Redirect 1	1590260052799	1590260052800	OK	 
REQUEST	1565		Welcome	1590260052798	1590260052800	OK	 
REQUEST	304		Logged Redirect 1	1590260052799	1590260052800	OK	 
REQUEST	1585		Welcome	1590260052798	1590260052800	OK	 
REQUEST	285		Logged	1590260052813	1590260052814	OK	 
REQUEST	305		Logged	1590260052813	1590260052814	OK	 
REQUEST	305		Logged Redirect 1	1590260052815	1590260052816	OK	 
REQUEST	285		Logged Redirect 1	1590260052814	1590260052816	OK	 
REQUEST	1165		Login	1590260052829	1590260052830	OK	 
REQUEST	1185		Login	1590260052829	1590260052830	OK	 
USER	CrearLocalTestPositivo	1566	START	1590260052845	1590260052845
USER	CrearLocalTestNegativo	1586	START	1590260052845	1590260052845
REQUEST	1586		Welcome	1590260052845	1590260052848	OK	 
REQUEST	1566		Welcome	1590260052845	1590260052848	OK	 
REQUEST	286		Logged	1590260052876	1590260052877	OK	 
REQUEST	306		Logged	1590260052876	1590260052877	OK	 
REQUEST	286		Logged Redirect 1	1590260052877	1590260052879	OK	 
REQUEST	306		Logged Redirect 1	1590260052878	1590260052879	OK	 
REQUEST	1166		Login	1590260052879	1590260052879	OK	 
REQUEST	1186		Login	1590260052879	1590260052879	OK	 
USER	CrearLocalTestNegativo	1587	START	1590260052908	1590260052908
USER	CrearLocalTestPositivo	1567	START	1590260052908	1590260052908
REQUEST	1587		Welcome	1590260052908	1590260052910	OK	 
REQUEST	1567		Welcome	1590260052908	1590260052911	OK	 
USER	CrearLocalTestPositivo	1568	START	1590260052939	1590260052939
USER	CrearLocalTestNegativo	1588	START	1590260052939	1590260052939
REQUEST	1568		Welcome	1590260052939	1590260052941	OK	 
REQUEST	1588		Welcome	1590260052939	1590260052941	OK	 
REQUEST	307		Logged	1590260052957	1590260052958	OK	 
REQUEST	1187		Login	1590260052957	1590260052958	OK	 
REQUEST	1167		Login	1590260052957	1590260052958	OK	 
REQUEST	287		Logged	1590260052957	1590260052958	OK	 
REQUEST	287		Logged Redirect 1	1590260052958	1590260052959	OK	 
REQUEST	307		Logged Redirect 1	1590260052958	1590260052959	OK	 
REQUEST	1188		Login	1590260052988	1590260052988	OK	 
REQUEST	1168		Login	1590260052988	1590260052989	OK	 
REQUEST	308		Logged	1590260052988	1590260052989	OK	 
REQUEST	288		Logged	1590260052988	1590260052989	OK	 
USER	CrearLocalTestNegativo	1589	START	1590260052989	1590260052989
USER	CrearLocalTestPositivo	1569	START	1590260052989	1590260052989
REQUEST	288		Logged Redirect 1	1590260052989	1590260052990	OK	 
REQUEST	308		Logged Redirect 1	1590260052989	1590260052990	OK	 
REQUEST	1569		Welcome	1590260052989	1590260052991	OK	 
REQUEST	1589		Welcome	1590260052989	1590260052991	OK	 
REQUEST	309		Logged	1590260053019	1590260053020	OK	 
REQUEST	289		Logged	1590260053019	1590260053020	OK	 
REQUEST	289		Logged Redirect 1	1590260053020	1590260053022	OK	 
REQUEST	309		Logged Redirect 1	1590260053020	1590260053022	OK	 
USER	CrearLocalTestPositivo	1570	START	1590260053039	1590260053039
USER	CrearLocalTestNegativo	1590	START	1590260053039	1590260053039
REQUEST	1189		Login	1590260053039	1590260053039	OK	 
REQUEST	1169		Login	1590260053039	1590260053040	OK	 
REQUEST	1590		Welcome	1590260053039	1590260053042	OK	 
REQUEST	1570		Welcome	1590260053039	1590260053042	OK	 
REQUEST	1190		Login	1590260053069	1590260053070	OK	 
REQUEST	290		Logged	1590260053069	1590260053070	OK	 
REQUEST	1170		Login	1590260053069	1590260053070	OK	 
REQUEST	310		Logged	1590260053069	1590260053071	OK	 
REQUEST	290		Logged Redirect 1	1590260053070	1590260053073	OK	 
REQUEST	310		Logged Redirect 1	1590260053071	1590260053073	OK	 
USER	CrearLocalTestNegativo	1591	START	1590260053112	1590260053112
USER	CrearLocalTestPositivo	1571	START	1590260053112	1590260053112
REQUEST	1591		Welcome	1590260053112	1590260053114	OK	 
REQUEST	1571		Welcome	1590260053112	1590260053114	OK	 
REQUEST	291		Logged	1590260053128	1590260053128	OK	 
REQUEST	311		Logged	1590260053128	1590260053129	OK	 
REQUEST	1191		Login	1590260053129	1590260053129	OK	 
REQUEST	1171		Login	1590260053129	1590260053129	OK	 
REQUEST	291		Logged Redirect 1	1590260053129	1590260053130	OK	 
REQUEST	311		Logged Redirect 1	1590260053129	1590260053130	OK	 
USER	CrearLocalTestNegativo	1592	START	1590260053144	1590260053144
USER	CrearLocalTestPositivo	1572	START	1590260053144	1590260053144
REQUEST	1592		Welcome	1590260053144	1590260053147	OK	 
REQUEST	1572		Welcome	1590260053144	1590260053147	OK	 
REQUEST	312		Logged	1590260053175	1590260053176	OK	 
REQUEST	292		Logged	1590260053175	1590260053176	OK	 
REQUEST	292		Logged Redirect 1	1590260053176	1590260053178	OK	 
REQUEST	312		Logged Redirect 1	1590260053176	1590260053178	OK	 
REQUEST	1192		Login	1590260053179	1590260053179	OK	 
REQUEST	1172		Login	1590260053179	1590260053179	OK	 
USER	CrearLocalTestPositivo	1573	START	1590260053191	1590260053191
USER	CrearLocalTestNegativo	1593	START	1590260053191	1590260053191
REQUEST	1593		Welcome	1590260053191	1590260053193	OK	 
REQUEST	1573		Welcome	1590260053191	1590260053193	OK	 
REQUEST	1193		Login	1590260053238	1590260053238	OK	 
REQUEST	313		Logged	1590260053238	1590260053238	OK	 
REQUEST	1173		Login	1590260053238	1590260053239	OK	 
USER	CrearLocalTestNegativo	1594	START	1590260053239	1590260053239
USER	CrearLocalTestPositivo	1574	START	1590260053239	1590260053239
REQUEST	293		Logged	1590260053238	1590260053239	OK	 
REQUEST	313		Logged Redirect 1	1590260053238	1590260053241	OK	 
REQUEST	293		Logged Redirect 1	1590260053239	1590260053241	OK	 
REQUEST	1594		Welcome	1590260053239	1590260053241	OK	 
REQUEST	1574		Welcome	1590260053239	1590260053241	OK	 
REQUEST	314		Logged	1590260053269	1590260053270	OK	 
REQUEST	294		Logged	1590260053269	1590260053270	OK	 
REQUEST	294		Logged Redirect 1	1590260053270	1590260053272	OK	 
REQUEST	314		Logged Redirect 1	1590260053270	1590260053272	OK	 
USER	CrearLocalTestPositivo	1575	START	1590260053300	1590260053300
USER	CrearLocalTestNegativo	1595	START	1590260053300	1590260053300
REQUEST	1174		Login	1590260053300	1590260053301	OK	 
REQUEST	1194		Login	1590260053300	1590260053301	OK	 
REQUEST	1575		Welcome	1590260053300	1590260053303	OK	 
REQUEST	1595		Welcome	1590260053300	1590260053303	OK	 
REQUEST	315		Logged	1590260053332	1590260053332	OK	 
REQUEST	295		Logged	1590260053332	1590260053333	OK	 
REQUEST	295		Logged Redirect 1	1590260053333	1590260053334	OK	 
REQUEST	315		Logged Redirect 1	1590260053333	1590260053334	OK	 
USER	CrearLocalTestNegativo	1596	START	1590260053362	1590260053362
USER	CrearLocalTestPositivo	1576	START	1590260053362	1590260053362
REQUEST	1195		Login	1590260053362	1590260053363	OK	 
REQUEST	1175		Login	1590260053362	1590260053364	OK	 
REQUEST	1596		Welcome	1590260053363	1590260053365	OK	 
REQUEST	1576		Welcome	1590260053363	1590260053365	OK	 
REQUEST	296		Logged	1590260053379	1590260053380	OK	 
REQUEST	316		Logged	1590260053379	1590260053380	OK	 
REQUEST	316		Logged Redirect 1	1590260053380	1590260053381	OK	 
REQUEST	296		Logged Redirect 1	1590260053380	1590260053381	OK	 
USER	CrearLocalTestNegativo	1597	START	1590260053394	1590260053394
USER	CrearLocalTestPositivo	1577	START	1590260053394	1590260053394
REQUEST	1577		Welcome	1590260053394	1590260053396	OK	 
REQUEST	1597		Welcome	1590260053394	1590260053396	OK	 
REQUEST	1176		Login	1590260053399	1590260053399	OK	 
REQUEST	1196		Login	1590260053399	1590260053399	OK	 
REQUEST	317		Logged	1590260053425	1590260053426	OK	 
REQUEST	297		Logged	1590260053425	1590260053426	OK	 
REQUEST	317		Logged Redirect 1	1590260053426	1590260053428	OK	 
REQUEST	297		Logged Redirect 1	1590260053426	1590260053428	OK	 
USER	CrearLocalTestNegativo	1598	START	1590260053440	1590260053440
USER	CrearLocalTestPositivo	1578	START	1590260053440	1590260053440
REQUEST	1197		Login	1590260053440	1590260053441	OK	 
REQUEST	1177		Login	1590260053440	1590260053442	OK	 
REQUEST	1598		Welcome	1590260053441	1590260053443	OK	 
REQUEST	1578		Welcome	1590260053441	1590260053443	OK	 
REQUEST	318		Logged	1590260053487	1590260053488	OK	 
REQUEST	298		Logged	1590260053487	1590260053489	OK	 
USER	CrearLocalTestNegativo	1599	START	1590260053489	1590260053489
USER	CrearLocalTestPositivo	1579	START	1590260053489	1590260053489
REQUEST	318		Logged Redirect 1	1590260053489	1590260053491	OK	 
REQUEST	298		Logged Redirect 1	1590260053489	1590260053491	OK	 
REQUEST	1599		Welcome	1590260053489	1590260053492	OK	 
REQUEST	1579		Welcome	1590260053489	1590260053492	OK	 
REQUEST	1178		Login	1590260053503	1590260053504	OK	 
REQUEST	1198		Login	1590260053503	1590260053504	OK	 
REQUEST	319		Logged	1590260053519	1590260053520	OK	 
REQUEST	299		Logged	1590260053519	1590260053520	OK	 
REQUEST	319		Logged Redirect 1	1590260053520	1590260053522	OK	 
REQUEST	299		Logged Redirect 1	1590260053520	1590260053522	OK	 
USER	CrearLocalTestNegativo	1600	START	1590260053550	1590260053550
USER	CrearLocalTestPositivo	1580	START	1590260053550	1590260053550
REQUEST	1179		Login	1590260053550	1590260053551	OK	 
REQUEST	1199		Login	1590260053550	1590260053552	OK	 
REQUEST	1600		Welcome	1590260053550	1590260053556	OK	 
REQUEST	1580		Welcome	1590260053550	1590260053556	OK	 
REQUEST	1180		Login	1590260053581	1590260053582	OK	 
REQUEST	320		Logged	1590260053581	1590260053582	OK	 
REQUEST	300		Logged	1590260053581	1590260053583	OK	 
REQUEST	1200		Login	1590260053581	1590260053583	OK	 
REQUEST	320		Logged Redirect 1	1590260053583	1590260053587	OK	 
REQUEST	300		Logged Redirect 1	1590260053583	1590260053588	OK	 
USER	CrearLocalTestPositivo	1581	START	1590260053602	1590260053602
USER	CrearLocalTestNegativo	1601	START	1590260053602	1590260053602
REQUEST	321		Logged	1590260053603	1590260053604	OK	 
REQUEST	301		Logged	1590260053603	1590260053605	OK	 
REQUEST	321		Logged Redirect 1	1590260053604	1590260053607	OK	 
REQUEST	1581		Welcome	1590260053603	1590260053607	OK	 
REQUEST	1601		Welcome	1590260053603	1590260053607	OK	 
REQUEST	301		Logged Redirect 1	1590260053605	1590260053607	OK	 
REQUEST	1181		Login	1590260053633	1590260053634	OK	 
REQUEST	1201		Login	1590260053633	1590260053634	OK	 
USER	CrearLocalTestPositivo	1582	START	1590260053649	1590260053649
USER	CrearLocalTestNegativo	1602	START	1590260053649	1590260053649
REQUEST	1602		Welcome	1590260053649	1590260053651	OK	 
REQUEST	1582		Welcome	1590260053649	1590260053652	OK	 
REQUEST	322		Logged	1590260053669	1590260053670	OK	 
REQUEST	302		Logged	1590260053669	1590260053670	OK	 
REQUEST	302		Logged Redirect 1	1590260053670	1590260053671	OK	 
REQUEST	322		Logged Redirect 1	1590260053670	1590260053671	OK	 
USER	CrearLocalTestNegativo	1623	START	1590260053696	1590260053696
USER	CrearLocalTestPositivo	1603	START	1590260053696	1590260053696
REQUEST	1182		Login	1590260053696	1590260053697	OK	 
REQUEST	1224		Login	1590260053696	1590260053697	OK	 
REQUEST	1203		Login	1590260053696	1590260053697	OK	 
REQUEST	1202		Login	1590260053696	1590260053697	OK	 
REQUEST	1603		Welcome	1590260053697	1590260053699	OK	 
REQUEST	1623		Welcome	1590260053697	1590260053699	OK	 
REQUEST	343		Logged	1590260053729	1590260053730	OK	 
REQUEST	323		Logged	1590260053729	1590260053730	OK	 
REQUEST	343		Logged Redirect 1	1590260053730	1590260053731	OK	 
REQUEST	323		Logged Redirect 1	1590260053730	1590260053731	OK	 
USER	CrearLocalTestNegativo	1624	START	1590260053759	1590260053759
USER	CrearLocalTestPositivo	1604	START	1590260053759	1590260053759
REQUEST	1225		Login	1590260053759	1590260053759	OK	 
REQUEST	1204		Login	1590260053759	1590260053760	OK	 
REQUEST	1624		Welcome	1590260053759	1590260053761	OK	 
REQUEST	1604		Welcome	1590260053759	1590260053761	OK	 
USER	CrearLocalTestNegativo	1625	START	1590260053790	1590260053790
USER	CrearLocalTestPositivo	1605	START	1590260053790	1590260053790
REQUEST	324		Logged	1590260053790	1590260053791	OK	 
REQUEST	344		Logged	1590260053790	1590260053791	OK	 
REQUEST	324		Logged Redirect 1	1590260053791	1590260053793	OK	 
REQUEST	344		Logged Redirect 1	1590260053791	1590260053793	OK	 
REQUEST	1625		Welcome	1590260053790	1590260053793	OK	 
REQUEST	1605		Welcome	1590260053790	1590260053793	OK	 
REQUEST	345		Logged	1590260053821	1590260053822	OK	 
REQUEST	325		Logged	1590260053821	1590260053822	OK	 
REQUEST	345		Logged Redirect 1	1590260053822	1590260053824	OK	 
REQUEST	325		Logged Redirect 1	1590260053822	1590260053824	OK	 
REQUEST	1205		Login	1590260053837	1590260053838	OK	 
REQUEST	1226		Login	1590260053837	1590260053838	OK	 
REQUEST	1227		Login	1590260053837	1590260053838	OK	 
REQUEST	1206		Login	1590260053837	1590260053838	OK	 
USER	CrearLocalTestNegativo	1626	START	1590260053839	1590260053839
USER	CrearLocalTestPositivo	1606	START	1590260053839	1590260053839
REQUEST	1626		Welcome	1590260053839	1590260053841	OK	 
REQUEST	1606		Welcome	1590260053839	1590260053841	OK	 
REQUEST	326		Logged	1590260053884	1590260053885	OK	 
REQUEST	346		Logged	1590260053884	1590260053885	OK	 
REQUEST	326		Logged Redirect 1	1590260053885	1590260053887	OK	 
REQUEST	346		Logged Redirect 1	1590260053885	1590260053887	OK	 
USER	CrearLocalTestNegativo	1627	START	1590260053899	1590260053899
USER	CrearLocalTestPositivo	1607	START	1590260053899	1590260053899
REQUEST	1228		Login	1590260053899	1590260053899	OK	 
REQUEST	1207		Login	1590260053899	1590260053900	OK	 
REQUEST	1607		Welcome	1590260053899	1590260053901	OK	 
REQUEST	1627		Welcome	1590260053899	1590260053901	OK	 
USER	CrearLocalTestPositivo	1608	START	1590260053946	1590260053946
USER	CrearLocalTestNegativo	1628	START	1590260053946	1590260053946
REQUEST	347		Logged	1590260053946	1590260053947	OK	 
REQUEST	327		Logged	1590260053946	1590260053948	OK	 
REQUEST	1628		Welcome	1590260053946	1590260053952	OK	 
REQUEST	1608		Welcome	1590260053946	1590260053952	OK	 
REQUEST	327		Logged Redirect 1	1590260053948	1590260053952	OK	 
REQUEST	347		Logged Redirect 1	1590260053947	1590260053952	OK	 
REQUEST	1229		Login	1590260053961	1590260053962	OK	 
REQUEST	1208		Login	1590260053961	1590260053962	OK	 
REQUEST	348		Logged	1590260053979	1590260053979	OK	 
REQUEST	328		Logged	1590260053979	1590260053980	OK	 
REQUEST	328		Logged Redirect 1	1590260053980	1590260053981	OK	 
REQUEST	348		Logged Redirect 1	1590260053980	1590260053981	OK	 
USER	CrearLocalTestNegativo	1629	START	1590260054009	1590260054009
USER	CrearLocalTestPositivo	1609	START	1590260054009	1590260054009
REQUEST	1230		Login	1590260054009	1590260054010	OK	 
REQUEST	1209		Login	1590260054009	1590260054010	OK	 
REQUEST	1609		Welcome	1590260054009	1590260054011	OK	 
REQUEST	1629		Welcome	1590260054009	1590260054011	OK	 
REQUEST	349		Logged	1590260054024	1590260054025	OK	 
REQUEST	329		Logged	1590260054024	1590260054025	OK	 
REQUEST	349		Logged Redirect 1	1590260054025	1590260054026	OK	 
REQUEST	329		Logged Redirect 1	1590260054025	1590260054026	OK	 
USER	CrearLocalTestPositivo	1610	START	1590260054043	1590260054043
USER	CrearLocalTestNegativo	1630	START	1590260054043	1590260054043
REQUEST	1610		Welcome	1590260054043	1590260054045	OK	 
REQUEST	1630		Welcome	1590260054043	1590260054045	OK	 
REQUEST	1231		Login	1590260054059	1590260054059	OK	 
REQUEST	1210		Login	1590260054059	1590260054060	OK	 
REQUEST	350		Logged	1590260054074	1590260054075	OK	 
REQUEST	330		Logged	1590260054074	1590260054075	OK	 
REQUEST	350		Logged Redirect 1	1590260054075	1590260054077	OK	 
REQUEST	330		Logged Redirect 1	1590260054075	1590260054077	OK	 
REQUEST	1232		Login	1590260054079	1590260054079	OK	 
REQUEST	1211		Login	1590260054079	1590260054080	OK	 
USER	CrearLocalTestNegativo	1631	START	1590260054089	1590260054089
USER	CrearLocalTestPositivo	1611	START	1590260054089	1590260054089
REQUEST	1631		Welcome	1590260054090	1590260054092	OK	 
REQUEST	1611		Welcome	1590260054090	1590260054092	OK	 
REQUEST	331		Logged	1590260054121	1590260054122	OK	 
REQUEST	351		Logged	1590260054121	1590260054122	OK	 
REQUEST	331		Logged Redirect 1	1590260054122	1590260054123	OK	 
REQUEST	351		Logged Redirect 1	1590260054122	1590260054124	OK	 
USER	CrearLocalTestNegativo	1632	START	1590260054139	1590260054139
USER	CrearLocalTestPositivo	1612	START	1590260054139	1590260054139
REQUEST	1612		Welcome	1590260054139	1590260054141	OK	 
REQUEST	1632		Welcome	1590260054139	1590260054141	OK	 
REQUEST	1233		Login	1590260054168	1590260054169	OK	 
REQUEST	1212		Login	1590260054168	1590260054169	OK	 
REQUEST	332		Logged	1590260054169	1590260054170	OK	 
REQUEST	352		Logged	1590260054169	1590260054170	OK	 
REQUEST	352		Logged Redirect 1	1590260054170	1590260054171	OK	 
REQUEST	332		Logged Redirect 1	1590260054170	1590260054171	OK	 
USER	CrearLocalTestNegativo	1633	START	1590260054199	1590260054199
USER	CrearLocalTestPositivo	1613	START	1590260054199	1590260054199
REQUEST	1633		Welcome	1590260054199	1590260054202	OK	 
REQUEST	1613		Welcome	1590260054199	1590260054202	OK	 
REQUEST	1234		Login	1590260054215	1590260054215	OK	 
REQUEST	1213		Login	1590260054215	1590260054216	OK	 
REQUEST	333		Logged	1590260054219	1590260054219	OK	 
REQUEST	353		Logged	1590260054219	1590260054220	OK	 
REQUEST	353		Logged Redirect 1	1590260054220	1590260054221	OK	 
REQUEST	333		Logged Redirect 1	1590260054219	1590260054221	OK	 
USER	CrearLocalTestPositivo	1614	START	1590260054248	1590260054248
USER	CrearLocalTestNegativo	1634	START	1590260054248	1590260054248
REQUEST	1235		Login	1590260054248	1590260054249	OK	 
REQUEST	1214		Login	1590260054248	1590260054249	OK	 
REQUEST	1634		Welcome	1590260054248	1590260054250	OK	 
REQUEST	1614		Welcome	1590260054248	1590260054250	OK	 
REQUEST	354		Logged	1590260054279	1590260054280	OK	 
REQUEST	334		Logged	1590260054279	1590260054280	OK	 
REQUEST	354		Logged Redirect 1	1590260054280	1590260054282	OK	 
REQUEST	334		Logged Redirect 1	1590260054280	1590260054282	OK	 
USER	CrearLocalTestPositivo	1615	START	1590260054294	1590260054294
USER	CrearLocalTestNegativo	1635	START	1590260054294	1590260054294
REQUEST	1635		Welcome	1590260054295	1590260054297	OK	 
REQUEST	1615		Welcome	1590260054295	1590260054297	OK	 
REQUEST	1215		Login	1590260054299	1590260054299	OK	 
REQUEST	1236		Login	1590260054299	1590260054300	OK	 
REQUEST	335		Logged	1590260054326	1590260054326	OK	 
REQUEST	355		Logged	1590260054326	1590260054327	OK	 
REQUEST	335		Logged Redirect 1	1590260054327	1590260054328	OK	 
REQUEST	355		Logged Redirect 1	1590260054327	1590260054328	OK	 
USER	CrearLocalTestPositivo	1616	START	1590260054341	1590260054341
USER	CrearLocalTestNegativo	1636	START	1590260054341	1590260054341
REQUEST	1636		Welcome	1590260054341	1590260054344	OK	 
REQUEST	1616		Welcome	1590260054341	1590260054344	OK	 
REQUEST	1216		Login	1590260054357	1590260054358	OK	 
REQUEST	1237		Login	1590260054357	1590260054358	OK	 
REQUEST	356		Logged	1590260054373	1590260054374	OK	 
REQUEST	336		Logged	1590260054373	1590260054374	OK	 
REQUEST	356		Logged Redirect 1	1590260054374	1590260054375	OK	 
REQUEST	336		Logged Redirect 1	1590260054374	1590260054375	OK	 
USER	CrearLocalTestNegativo	1637	START	1590260054389	1590260054389
USER	CrearLocalTestPositivo	1617	START	1590260054389	1590260054389
REQUEST	1238		Login	1590260054389	1590260054389	OK	 
REQUEST	1217		Login	1590260054389	1590260054390	OK	 
REQUEST	1617		Welcome	1590260054389	1590260054391	OK	 
REQUEST	1637		Welcome	1590260054389	1590260054391	OK	 
REQUEST	337		Logged	1590260054435	1590260054436	OK	 
REQUEST	357		Logged	1590260054435	1590260054436	OK	 
REQUEST	337		Logged Redirect 1	1590260054436	1590260054438	OK	 
REQUEST	357		Logged Redirect 1	1590260054437	1590260054438	OK	 
USER	CrearLocalTestNegativo	1638	START	1590260054439	1590260054439
USER	CrearLocalTestPositivo	1618	START	1590260054439	1590260054439
REQUEST	1239		Login	1590260054439	1590260054439	OK	 
REQUEST	1218		Login	1590260054439	1590260054440	OK	 
REQUEST	1638		Welcome	1590260054439	1590260054441	OK	 
REQUEST	1618		Welcome	1590260054439	1590260054441	OK	 
REQUEST	358		Logged	1590260054469	1590260054470	OK	 
REQUEST	338		Logged	1590260054469	1590260054470	OK	 
REQUEST	338		Logged Redirect 1	1590260054470	1590260054471	OK	 
REQUEST	358		Logged Redirect 1	1590260054470	1590260054472	OK	 
USER	CrearLocalTestPositivo	1619	START	1590260054498	1590260054498
USER	CrearLocalTestNegativo	1639	START	1590260054498	1590260054498
REQUEST	1219		Login	1590260054498	1590260054498	OK	 
REQUEST	1240		Login	1590260054498	1590260054499	OK	 
REQUEST	1639		Welcome	1590260054498	1590260054501	OK	 
REQUEST	1619		Welcome	1590260054498	1590260054501	OK	 
REQUEST	339		Logged	1590260054529	1590260054530	OK	 
REQUEST	359		Logged	1590260054529	1590260054530	OK	 
REQUEST	339		Logged Redirect 1	1590260054530	1590260054531	OK	 
REQUEST	359		Logged Redirect 1	1590260054530	1590260054531	OK	 
USER	CrearLocalTestPositivo	1620	START	1590260054545	1590260054545
USER	CrearLocalTestNegativo	1640	START	1590260054545	1590260054545
REQUEST	1220		Login	1590260054545	1590260054545	OK	 
REQUEST	1241		Login	1590260054545	1590260054546	OK	 
REQUEST	1640		Welcome	1590260054545	1590260054548	OK	 
REQUEST	1620		Welcome	1590260054545	1590260054548	OK	 
REQUEST	340		Logged	1590260054579	1590260054580	OK	 
REQUEST	360		Logged	1590260054579	1590260054580	OK	 
REQUEST	340		Logged Redirect 1	1590260054580	1590260054581	OK	 
REQUEST	360		Logged Redirect 1	1590260054580	1590260054581	OK	 
USER	CrearLocalTestNegativo	1641	START	1590260054607	1590260054607
USER	CrearLocalTestPositivo	1621	START	1590260054607	1590260054607
REQUEST	1221		Login	1590260054607	1590260054608	OK	 
REQUEST	1242		Login	1590260054607	1590260054608	OK	 
REQUEST	1621		Welcome	1590260054607	1590260054611	OK	 
REQUEST	1641		Welcome	1590260054607	1590260054611	OK	 
REQUEST	361		Logged	1590260054626	1590260054627	OK	 
REQUEST	341		Logged	1590260054626	1590260054628	OK	 
REQUEST	361		Logged Redirect 1	1590260054627	1590260054629	OK	 
REQUEST	341		Logged Redirect 1	1590260054628	1590260054629	OK	 
USER	CrearLocalTestPositivo	1622	START	1590260054642	1590260054642
USER	CrearLocalTestNegativo	1642	START	1590260054642	1590260054642
REQUEST	1243		Login	1590260054642	1590260054643	OK	 
REQUEST	1222		Login	1590260054642	1590260054643	OK	 
REQUEST	1642		Welcome	1590260054642	1590260054645	OK	 
REQUEST	1622		Welcome	1590260054642	1590260054645	OK	 
USER	CrearLocalTestNegativo	1663	START	1590260054689	1590260054689
USER	CrearLocalTestPositivo	1643	START	1590260054689	1590260054689
REQUEST	362		Logged	1590260054689	1590260054690	OK	 
REQUEST	342		Logged	1590260054689	1590260054690	OK	 
REQUEST	362		Logged Redirect 1	1590260054690	1590260054692	OK	 
REQUEST	1643		Welcome	1590260054689	1590260054692	OK	 
REQUEST	342		Logged Redirect 1	1590260054691	1590260054692	OK	 
REQUEST	1663		Welcome	1590260054689	1590260054693	OK	 
REQUEST	1223		Login	1590260054720	1590260054721	OK	 
REQUEST	1244		Login	1590260054720	1590260054721	OK	 
REQUEST	363		Logged	1590260054720	1590260054722	OK	 
REQUEST	383		Logged	1590260054720	1590260054722	OK	 
REQUEST	383		Logged Redirect 1	1590260054722	1590260054723	OK	 
REQUEST	363		Logged Redirect 1	1590260054722	1590260054723	OK	 
USER	CrearLocalTestNegativo	1664	START	1590260054751	1590260054751
USER	CrearLocalTestPositivo	1644	START	1590260054751	1590260054751
REQUEST	1664		Welcome	1590260054751	1590260054754	OK	 
REQUEST	1644		Welcome	1590260054751	1590260054754	OK	 
REQUEST	1245		Login	1590260054783	1590260054784	OK	 
REQUEST	364		Logged	1590260054783	1590260054784	OK	 
REQUEST	1264		Login	1590260054783	1590260054784	OK	 
REQUEST	384		Logged	1590260054783	1590260054784	OK	 
REQUEST	384		Logged Redirect 1	1590260054784	1590260054786	OK	 
REQUEST	364		Logged Redirect 1	1590260054784	1590260054786	OK	 
USER	CrearLocalTestNegativo	1665	START	1590260054814	1590260054814
USER	CrearLocalTestPositivo	1645	START	1590260054814	1590260054814
REQUEST	1265		Login	1590260054814	1590260054815	OK	 
REQUEST	1246		Login	1590260054814	1590260054815	OK	 
REQUEST	1665		Welcome	1590260054814	1590260054817	OK	 
REQUEST	1645		Welcome	1590260054814	1590260054817	OK	 
REQUEST	365		Logged	1590260054819	1590260054820	OK	 
REQUEST	385		Logged	1590260054819	1590260054820	OK	 
REQUEST	385		Logged Redirect 1	1590260054820	1590260054821	OK	 
REQUEST	365		Logged Redirect 1	1590260054820	1590260054821	OK	 
USER	CrearLocalTestNegativo	1666	START	1590260054845	1590260054845
USER	CrearLocalTestPositivo	1646	START	1590260054845	1590260054845
REQUEST	1646		Welcome	1590260054845	1590260054848	OK	 
REQUEST	1666		Welcome	1590260054845	1590260054848	OK	 
REQUEST	366		Logged	1590260054860	1590260054861	OK	 
REQUEST	1247		Login	1590260054860	1590260054861	OK	 
REQUEST	1266		Login	1590260054860	1590260054862	OK	 
REQUEST	386		Logged	1590260054860	1590260054862	OK	 
REQUEST	366		Logged Redirect 1	1590260054861	1590260054863	OK	 
REQUEST	386		Logged Redirect 1	1590260054862	1590260054863	OK	 
USER	CrearLocalTestPositivo	1647	START	1590260054891	1590260054891
USER	CrearLocalTestNegativo	1667	START	1590260054891	1590260054891
REQUEST	1667		Welcome	1590260054892	1590260054894	OK	 
REQUEST	1647		Welcome	1590260054892	1590260054894	OK	 
