ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.CrearLocalTest	crearlocaltest	1590260012381	 	3.3.1
REQUEST	387		Logged	1590260054923	1590260054926	OK	 
REQUEST	367		Logged	1590260054923	1590260054927	OK	 
REQUEST	367		Logged Redirect 1	1590260054927	1590260054928	OK	 
REQUEST	387		Logged Redirect 1	1590260054927	1590260054928	OK	 
USER	CrearLocalTestNegativo	1668	START	1590260054939	1590260054939
USER	CrearLocalTestPositivo	1648	START	1590260054939	1590260054939
REQUEST	1248		Login	1590260054938	1590260054939	OK	 
REQUEST	1267		Login	1590260054938	1590260054940	OK	 
REQUEST	1668		Welcome	1590260054939	1590260054941	OK	 
REQUEST	1648		Welcome	1590260054939	1590260054941	OK	 
REQUEST	1268		Login	1590260054971	1590260054971	OK	 
REQUEST	1249		Login	1590260054971	1590260054971	OK	 
REQUEST	388		Logged	1590260054985	1590260054986	OK	 
REQUEST	368		Logged	1590260054985	1590260054987	OK	 
USER	CrearLocalTestPositivo	1649	START	1590260054989	1590260054989
USER	CrearLocalTestNegativo	1669	START	1590260054989	1590260054989
REQUEST	368		Logged Redirect 1	1590260054987	1590260054992	OK	 
REQUEST	388		Logged Redirect 1	1590260054986	1590260054992	OK	 
REQUEST	1669		Welcome	1590260054990	1590260054993	OK	 
REQUEST	1649		Welcome	1590260054989	1590260054993	OK	 
REQUEST	1269		Login	1590260055017	1590260055018	OK	 
REQUEST	1250		Login	1590260055017	1590260055018	OK	 
USER	CrearLocalTestNegativo	1670	START	1590260055048	1590260055048
USER	CrearLocalTestPositivo	1650	START	1590260055048	1590260055048
REQUEST	369		Logged	1590260055049	1590260055050	OK	 
REQUEST	389		Logged	1590260055049	1590260055050	OK	 
REQUEST	1670		Welcome	1590260055048	1590260055051	OK	 
REQUEST	1650		Welcome	1590260055048	1590260055051	OK	 
REQUEST	389		Logged Redirect 1	1590260055050	1590260055051	OK	 
REQUEST	369		Logged Redirect 1	1590260055050	1590260055051	OK	 
REQUEST	1251		Login	1590260055063	1590260055064	OK	 
REQUEST	1270		Login	1590260055063	1590260055064	OK	 
USER	CrearLocalTestPositivo	1651	START	1590260055095	1590260055095
USER	CrearLocalTestNegativo	1671	START	1590260055095	1590260055095
REQUEST	390		Logged	1590260055095	1590260055096	OK	 
REQUEST	370		Logged	1590260055095	1590260055096	OK	 
REQUEST	370		Logged Redirect 1	1590260055096	1590260055097	OK	 
REQUEST	390		Logged Redirect 1	1590260055096	1590260055097	OK	 
REQUEST	1651		Welcome	1590260055095	1590260055098	OK	 
REQUEST	1671		Welcome	1590260055095	1590260055098	OK	 
REQUEST	1252		Login	1590260055111	1590260055111	OK	 
REQUEST	1271		Login	1590260055111	1590260055112	OK	 
REQUEST	391		Logged	1590260055126	1590260055127	OK	 
REQUEST	371		Logged	1590260055126	1590260055127	OK	 
REQUEST	391		Logged Redirect 1	1590260055127	1590260055128	OK	 
REQUEST	371		Logged Redirect 1	1590260055127	1590260055129	OK	 
USER	CrearLocalTestNegativo	1672	START	1590260055141	1590260055141
USER	CrearLocalTestPositivo	1652	START	1590260055141	1590260055141
REQUEST	1672		Welcome	1590260055142	1590260055144	OK	 
REQUEST	1652		Welcome	1590260055142	1590260055144	OK	 
REQUEST	1253		Login	1590260055173	1590260055174	OK	 
REQUEST	1272		Login	1590260055173	1590260055174	OK	 
USER	CrearLocalTestNegativo	1673	START	1590260055189	1590260055189
USER	CrearLocalTestPositivo	1653	START	1590260055189	1590260055189
REQUEST	392		Logged	1590260055189	1590260055190	OK	 
REQUEST	372		Logged	1590260055189	1590260055190	OK	 
REQUEST	1673		Welcome	1590260055189	1590260055191	OK	 
REQUEST	392		Logged Redirect 1	1590260055190	1590260055191	OK	 
REQUEST	1653		Welcome	1590260055189	1590260055191	OK	 
REQUEST	372		Logged Redirect 1	1590260055190	1590260055192	OK	 
REQUEST	393		Logged	1590260055220	1590260055221	OK	 
REQUEST	1254		Login	1590260055220	1590260055221	OK	 
REQUEST	1273		Login	1590260055220	1590260055221	OK	 
REQUEST	373		Logged	1590260055220	1590260055222	OK	 
REQUEST	393		Logged Redirect 1	1590260055221	1590260055223	OK	 
REQUEST	373		Logged Redirect 1	1590260055222	1590260055223	OK	 
USER	CrearLocalTestNegativo	1674	START	1590260055239	1590260055239
USER	CrearLocalTestPositivo	1654	START	1590260055239	1590260055239
REQUEST	1654		Welcome	1590260055239	1590260055241	OK	 
REQUEST	1674		Welcome	1590260055239	1590260055241	OK	 
REQUEST	1255		Login	1590260055266	1590260055267	OK	 
REQUEST	1274		Login	1590260055266	1590260055267	OK	 
REQUEST	374		Logged	1590260055283	1590260055284	OK	 
REQUEST	394		Logged	1590260055283	1590260055284	OK	 
REQUEST	374		Logged Redirect 1	1590260055284	1590260055285	OK	 
REQUEST	394		Logged Redirect 1	1590260055284	1590260055285	OK	 
USER	CrearLocalTestNegativo	1675	START	1590260055298	1590260055298
USER	CrearLocalTestPositivo	1655	START	1590260055298	1590260055298
REQUEST	1675		Welcome	1590260055298	1590260055301	OK	 
REQUEST	1655		Welcome	1590260055298	1590260055301	OK	 
REQUEST	1275		Login	1590260055314	1590260055314	OK	 
REQUEST	1256		Login	1590260055314	1590260055315	OK	 
USER	CrearLocalTestNegativo	1676	START	1590260055345	1590260055345
USER	CrearLocalTestPositivo	1656	START	1590260055345	1590260055345
REQUEST	375		Logged	1590260055345	1590260055346	OK	 
REQUEST	1676		Welcome	1590260055345	1590260055349	OK	 
REQUEST	375		Logged Redirect 1	1590260055347	1590260055349	OK	 
REQUEST	1656		Welcome	1590260055345	1590260055349	OK	 
REQUEST	1276		Login	1590260055360	1590260055361	OK	 
REQUEST	395		Logged	1590260055360	1590260055361	OK	 
REQUEST	1257		Login	1590260055360	1590260055362	OK	 
REQUEST	395		Logged Redirect 1	1590260055362	1590260055363	OK	 
REQUEST	376		Logged	1590260055379	1590260055379	OK	 
REQUEST	376		Logged Redirect 1	1590260055380	1590260055381	OK	 
USER	CrearLocalTestNegativo	1677	START	1590260055392	1590260055392
USER	CrearLocalTestPositivo	1657	START	1590260055392	1590260055392
REQUEST	396		Logged	1590260055392	1590260055393	OK	 
REQUEST	1677		Welcome	1590260055392	1590260055394	OK	 
REQUEST	396		Logged Redirect 1	1590260055393	1590260055394	OK	 
REQUEST	1657		Welcome	1590260055392	1590260055394	OK	 
REQUEST	377		Logged	1590260055426	1590260055427	OK	 
REQUEST	1277		Login	1590260055426	1590260055427	OK	 
REQUEST	1258		Login	1590260055426	1590260055427	OK	 
REQUEST	397		Logged	1590260055426	1590260055427	OK	 
REQUEST	377		Logged Redirect 1	1590260055427	1590260055429	OK	 
REQUEST	397		Logged Redirect 1	1590260055427	1590260055429	OK	 
USER	CrearLocalTestPositivo	1658	START	1590260055442	1590260055442
USER	CrearLocalTestNegativo	1678	START	1590260055442	1590260055442
REQUEST	1658		Welcome	1590260055442	1590260055444	OK	 
REQUEST	1678		Welcome	1590260055442	1590260055444	OK	 
REQUEST	378		Logged	1590260055473	1590260055473	OK	 
REQUEST	1259		Login	1590260055473	1590260055473	OK	 
REQUEST	1278		Login	1590260055473	1590260055474	OK	 
REQUEST	378		Logged Redirect 1	1590260055473	1590260055475	OK	 
USER	CrearLocalTestNegativo	1679	START	1590260055489	1590260055489
USER	CrearLocalTestPositivo	1659	START	1590260055489	1590260055489
REQUEST	398		Logged	1590260055489	1590260055489	OK	 
REQUEST	1679		Welcome	1590260055489	1590260055492	OK	 
REQUEST	1659		Welcome	1590260055489	1590260055492	OK	 
REQUEST	398		Logged Redirect 1	1590260055490	1590260055492	OK	 
REQUEST	1279		Login	1590260055520	1590260055521	OK	 
REQUEST	379		Logged	1590260055520	1590260055521	OK	 
REQUEST	399		Logged	1590260055520	1590260055521	OK	 
REQUEST	1260		Login	1590260055520	1590260055521	OK	 
REQUEST	399		Logged Redirect 1	1590260055521	1590260055523	OK	 
REQUEST	379		Logged Redirect 1	1590260055521	1590260055523	OK	 
USER	CrearLocalTestNegativo	1680	START	1590260055551	1590260055551
USER	CrearLocalTestPositivo	1660	START	1590260055551	1590260055551
REQUEST	1660		Welcome	1590260055551	1590260055554	OK	 
REQUEST	1680		Welcome	1590260055551	1590260055554	OK	 
REQUEST	1261		Login	1590260055561	1590260055562	OK	 
REQUEST	1280		Login	1590260055561	1590260055562	OK	 
USER	CrearLocalTestNegativo	1681	START	1590260055594	1590260055594
USER	CrearLocalTestPositivo	1661	START	1590260055594	1590260055594
REQUEST	380		Logged	1590260055594	1590260055595	OK	 
REQUEST	400		Logged	1590260055594	1590260055596	OK	 
REQUEST	1661		Welcome	1590260055594	1590260055597	OK	 
REQUEST	1681		Welcome	1590260055594	1590260055597	OK	 
REQUEST	400		Logged Redirect 1	1590260055596	1590260055598	OK	 
REQUEST	380		Logged Redirect 1	1590260055596	1590260055599	OK	 
REQUEST	1281		Login	1590260055612	1590260055612	OK	 
REQUEST	1262		Login	1590260055612	1590260055613	OK	 
REQUEST	381		Logged	1590260055627	1590260055628	OK	 
REQUEST	401		Logged	1590260055627	1590260055628	OK	 
REQUEST	381		Logged Redirect 1	1590260055628	1590260055631	OK	 
REQUEST	401		Logged Redirect 1	1590260055629	1590260055632	OK	 
USER	CrearLocalTestPositivo	1662	START	1590260055647	1590260055647
USER	CrearLocalTestNegativo	1682	START	1590260055647	1590260055647
REQUEST	1682		Welcome	1590260055647	1590260055650	OK	 
REQUEST	1662		Welcome	1590260055647	1590260055650	OK	 
REQUEST	1282		Login	1590260055662	1590260055663	OK	 
REQUEST	1263		Login	1590260055662	1590260055663	OK	 
USER	CrearLocalTestNegativo	1703	START	1590260055678	1590260055678
USER	CrearLocalTestPositivo	1683	START	1590260055678	1590260055678
REQUEST	1703		Welcome	1590260055678	1590260055681	OK	 
REQUEST	1683		Welcome	1590260055678	1590260055681	OK	 
REQUEST	402		Logged	1590260055694	1590260055695	OK	 
REQUEST	382		Logged	1590260055694	1590260055695	OK	 
REQUEST	402		Logged Redirect 1	1590260055695	1590260055696	OK	 
REQUEST	382		Logged Redirect 1	1590260055695	1590260055696	OK	 
REQUEST	423		Logged	1590260055709	1590260055710	OK	 
REQUEST	423		Logged Redirect 1	1590260055710	1590260055712	OK	 
USER	CrearLocalTestNegativo	1704	START	1590260055724	1590260055724
USER	CrearLocalTestPositivo	1684	START	1590260055724	1590260055724
REQUEST	403		Logged	1590260055724	1590260055725	OK	 
REQUEST	1303		Login	1590260055724	1590260055725	OK	 
REQUEST	1283		Login	1590260055724	1590260055725	OK	 
REQUEST	1704		Welcome	1590260055725	1590260055727	OK	 
REQUEST	1684		Welcome	1590260055725	1590260055727	OK	 
REQUEST	403		Logged Redirect 1	1590260055725	1590260055727	OK	 
REQUEST	404		Logged	1590260055729	1590260055730	OK	 
REQUEST	424		Logged	1590260055729	1590260055730	OK	 
REQUEST	424		Logged Redirect 1	1590260055730	1590260055731	OK	 
REQUEST	404		Logged Redirect 1	1590260055730	1590260055731	OK	 
USER	CrearLocalTestNegativo	1705	START	1590260055771	1590260055771
USER	CrearLocalTestPositivo	1685	START	1590260055771	1590260055771
REQUEST	1304		Login	1590260055771	1590260055772	OK	 
REQUEST	1284		Login	1590260055771	1590260055773	OK	 
REQUEST	1705		Welcome	1590260055772	1590260055774	OK	 
REQUEST	1685		Welcome	1590260055772	1590260055774	OK	 
REQUEST	425		Logged	1590260055803	1590260055804	OK	 
REQUEST	1285		Login	1590260055803	1590260055804	OK	 
REQUEST	1305		Login	1590260055803	1590260055804	OK	 
REQUEST	405		Logged	1590260055803	1590260055804	OK	 
REQUEST	425		Logged Redirect 1	1590260055804	1590260055805	OK	 
REQUEST	405		Logged Redirect 1	1590260055804	1590260055806	OK	 
USER	CrearLocalTestNegativo	1706	START	1590260055819	1590260055819
USER	CrearLocalTestPositivo	1686	START	1590260055819	1590260055819
REQUEST	1706		Welcome	1590260055819	1590260055821	OK	 
REQUEST	1686		Welcome	1590260055819	1590260055821	OK	 
REQUEST	426		Logged	1590260055850	1590260055851	OK	 
REQUEST	406		Logged	1590260055850	1590260055851	OK	 
REQUEST	426		Logged Redirect 1	1590260055851	1590260055853	OK	 
REQUEST	406		Logged Redirect 1	1590260055851	1590260055853	OK	 
REQUEST	1306		Login	1590260055860	1590260055861	OK	 
REQUEST	1286		Login	1590260055860	1590260055861	OK	 
USER	CrearLocalTestPositivo	1687	START	1590260055877	1590260055877
USER	CrearLocalTestNegativo	1707	START	1590260055877	1590260055877
REQUEST	1687		Welcome	1590260055878	1590260055880	OK	 
REQUEST	1707		Welcome	1590260055878	1590260055880	OK	 
REQUEST	407		Logged	1590260055909	1590260055910	OK	 
REQUEST	427		Logged	1590260055909	1590260055910	OK	 
REQUEST	407		Logged Redirect 1	1590260055910	1590260055911	OK	 
REQUEST	427		Logged Redirect 1	1590260055910	1590260055911	OK	 
USER	CrearLocalTestPositivo	1688	START	1590260055924	1590260055924
USER	CrearLocalTestNegativo	1708	START	1590260055924	1590260055924
REQUEST	1688		Welcome	1590260055924	1590260055928	OK	 
REQUEST	1708		Welcome	1590260055924	1590260055928	OK	 
REQUEST	1307		Login	1590260055939	1590260055940	OK	 
REQUEST	1287		Login	1590260055939	1590260055940	OK	 
REQUEST	1288		Login	1590260055959	1590260055959	OK	 
REQUEST	1308		Login	1590260055959	1590260055960	OK	 
USER	CrearLocalTestPositivo	1689	START	1590260055971	1590260055971
USER	CrearLocalTestNegativo	1709	START	1590260055971	1590260055971
REQUEST	428		Logged	1590260055971	1590260055972	OK	 
REQUEST	408		Logged	1590260055971	1590260055973	OK	 
REQUEST	428		Logged Redirect 1	1590260055972	1590260055974	OK	 
REQUEST	1689		Welcome	1590260055972	1590260055974	OK	 
REQUEST	1709		Welcome	1590260055972	1590260055974	OK	 
REQUEST	408		Logged Redirect 1	1590260055973	1590260055974	OK	 
REQUEST	409		Logged	1590260056002	1590260056003	OK	 
REQUEST	429		Logged	1590260056002	1590260056003	OK	 
REQUEST	409		Logged Redirect 1	1590260056003	1590260056005	OK	 
REQUEST	429		Logged Redirect 1	1590260056003	1590260056005	OK	 
USER	CrearLocalTestNegativo	1710	START	1590260056019	1590260056019
USER	CrearLocalTestPositivo	1690	START	1590260056019	1590260056019
REQUEST	1309		Login	1590260056019	1590260056019	OK	 
REQUEST	1289		Login	1590260056019	1590260056020	OK	 
REQUEST	1690		Welcome	1590260056019	1590260056021	OK	 
REQUEST	1710		Welcome	1590260056019	1590260056021	OK	 
REQUEST	410		Logged	1590260056049	1590260056050	OK	 
REQUEST	1310		Login	1590260056049	1590260056050	OK	 
REQUEST	430		Logged	1590260056049	1590260056050	OK	 
REQUEST	1290		Login	1590260056049	1590260056050	OK	 
REQUEST	430		Logged Redirect 1	1590260056050	1590260056052	OK	 
REQUEST	410		Logged Redirect 1	1590260056050	1590260056052	OK	 
USER	CrearLocalTestNegativo	1711	START	1590260056069	1590260056069
USER	CrearLocalTestPositivo	1691	START	1590260056069	1590260056069
REQUEST	1711		Welcome	1590260056069	1590260056071	OK	 
REQUEST	1691		Welcome	1590260056069	1590260056071	OK	 
REQUEST	431		Logged	1590260056099	1590260056100	OK	 
REQUEST	411		Logged	1590260056099	1590260056100	OK	 
REQUEST	431		Logged Redirect 1	1590260056100	1590260056101	OK	 
REQUEST	411		Logged Redirect 1	1590260056100	1590260056101	OK	 
REQUEST	1311		Login	1590260056112	1590260056112	OK	 
REQUEST	1291		Login	1590260056112	1590260056113	OK	 
USER	CrearLocalTestNegativo	1712	START	1590260056127	1590260056127
USER	CrearLocalTestPositivo	1692	START	1590260056127	1590260056127
REQUEST	1712		Welcome	1590260056128	1590260056130	OK	 
REQUEST	1692		Welcome	1590260056128	1590260056130	OK	 
REQUEST	1312		Login	1590260056159	1590260056160	OK	 
REQUEST	432		Logged	1590260056159	1590260056160	OK	 
REQUEST	412		Logged	1590260056159	1590260056160	OK	 
REQUEST	1292		Login	1590260056159	1590260056160	OK	 
REQUEST	412		Logged Redirect 1	1590260056160	1590260056161	OK	 
REQUEST	432		Logged Redirect 1	1590260056160	1590260056161	OK	 
USER	CrearLocalTestPositivo	1693	START	1590260056174	1590260056174
USER	CrearLocalTestNegativo	1713	START	1590260056174	1590260056174
REQUEST	1693		Welcome	1590260056174	1590260056176	OK	 
REQUEST	1713		Welcome	1590260056174	1590260056176	OK	 
REQUEST	413		Logged	1590260056209	1590260056209	OK	 
REQUEST	1293		Login	1590260056209	1590260056209	OK	 
REQUEST	1313		Login	1590260056209	1590260056210	OK	 
REQUEST	413		Logged Redirect 1	1590260056210	1590260056211	OK	 
USER	CrearLocalTestNegativo	1714	START	1590260056221	1590260056221
USER	CrearLocalTestPositivo	1694	START	1590260056221	1590260056221
REQUEST	433		Logged	1590260056221	1590260056222	OK	 
REQUEST	1694		Welcome	1590260056221	1590260056224	OK	 
REQUEST	433		Logged Redirect 1	1590260056222	1590260056224	OK	 
REQUEST	1714		Welcome	1590260056221	1590260056224	OK	 
REQUEST	414		Logged	1590260056252	1590260056253	OK	 
REQUEST	414		Logged Redirect 1	1590260056253	1590260056255	OK	 
USER	CrearLocalTestNegativo	1715	START	1590260056269	1590260056269
USER	CrearLocalTestPositivo	1695	START	1590260056269	1590260056269
REQUEST	1314		Login	1590260056269	1590260056270	OK	 
REQUEST	1294		Login	1590260056269	1590260056270	OK	 
REQUEST	1715		Welcome	1590260056269	1590260056272	OK	 
REQUEST	1695		Welcome	1590260056269	1590260056272	OK	 
REQUEST	434		Logged	1590260056284	1590260056285	OK	 
REQUEST	434		Logged Redirect 1	1590260056285	1590260056287	OK	 
REQUEST	415		Logged	1590260056315	1590260056316	OK	 
REQUEST	1315		Login	1590260056315	1590260056316	OK	 
REQUEST	1295		Login	1590260056315	1590260056316	OK	 
REQUEST	415		Logged Redirect 1	1590260056316	1590260056318	OK	 
USER	CrearLocalTestPositivo	1696	START	1590260056319	1590260056319
USER	CrearLocalTestNegativo	1716	START	1590260056319	1590260056319
REQUEST	1696		Welcome	1590260056319	1590260056322	OK	 
REQUEST	1716		Welcome	1590260056319	1590260056322	OK	 
REQUEST	435		Logged	1590260056346	1590260056348	OK	 
REQUEST	435		Logged Redirect 1	1590260056348	1590260056350	OK	 
REQUEST	1316		Login	1590260056362	1590260056362	OK	 
REQUEST	1296		Login	1590260056362	1590260056363	OK	 
USER	CrearLocalTestPositivo	1697	START	1590260056377	1590260056377
USER	CrearLocalTestNegativo	1717	START	1590260056377	1590260056377
REQUEST	416		Logged	1590260056377	1590260056378	OK	 
REQUEST	1717		Welcome	1590260056378	1590260056380	OK	 
REQUEST	416		Logged Redirect 1	1590260056378	1590260056380	OK	 
REQUEST	1697		Welcome	1590260056378	1590260056380	OK	 
REQUEST	436		Logged	1590260056393	1590260056394	OK	 
REQUEST	436		Logged Redirect 1	1590260056394	1590260056396	OK	 
REQUEST	417		Logged	1590260056409	1590260056410	OK	 
REQUEST	1297		Login	1590260056409	1590260056410	OK	 
REQUEST	1317		Login	1590260056409	1590260056410	OK	 
REQUEST	417		Logged Redirect 1	1590260056410	1590260056411	OK	 
USER	CrearLocalTestNegativo	1718	START	1590260056440	1590260056440
USER	CrearLocalTestPositivo	1698	START	1590260056440	1590260056440
REQUEST	1698		Welcome	1590260056440	1590260056442	OK	 
REQUEST	1718		Welcome	1590260056440	1590260056442	OK	 
REQUEST	437		Logged	1590260056456	1590260056456	OK	 
REQUEST	418		Logged	1590260056456	1590260056457	OK	 
REQUEST	418		Logged Redirect 1	1590260056457	1590260056458	OK	 
REQUEST	437		Logged Redirect 1	1590260056456	1590260056458	OK	 
REQUEST	1298		Login	1590260056459	1590260056459	OK	 
REQUEST	1318		Login	1590260056459	1590260056460	OK	 
USER	CrearLocalTestNegativo	1719	START	1590260056486	1590260056486
USER	CrearLocalTestPositivo	1699	START	1590260056486	1590260056486
REQUEST	419		Logged	1590260056486	1590260056487	OK	 
REQUEST	1699		Welcome	1590260056486	1590260056489	OK	 
REQUEST	1719		Welcome	1590260056486	1590260056489	OK	 
REQUEST	419		Logged Redirect 1	1590260056487	1590260056489	OK	 
REQUEST	438		Logged	1590260056489	1590260056490	OK	 
REQUEST	438		Logged Redirect 1	1590260056490	1590260056491	OK	 
REQUEST	1319		Login	1590260056518	1590260056518	OK	 
USER	CrearLocalTestPositivo	1700	START	1590260056519	1590260056519
USER	CrearLocalTestNegativo	1720	START	1590260056519	1590260056519
REQUEST	1299		Login	1590260056518	1590260056519	OK	 
REQUEST	1700		Welcome	1590260056519	1590260056521	OK	 
REQUEST	1720		Welcome	1590260056519	1590260056521	OK	 
REQUEST	420		Logged	1590260056549	1590260056550	OK	 
REQUEST	439		Logged	1590260056549	1590260056550	OK	 
