ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	DashboardTest	dashboardtest	1590851489531	 	3.3.1
USER	VerDashboardNegativo	8294	END	1590851573236	1590851582260
REQUEST	9195		Home	1590851582257	1590851582261	OK	 
REQUEST	9145		Home	1590851582257	1590851582261	OK	 
USER	VerDashboardPositivo	4544	END	1590851536234	1590851582267
REQUEST	8244		Login	1590851582267	1590851582268	OK	 
REQUEST	5144		dashboard	1590851582267	1590851582268	OK	 
REQUEST	5144		dashboard Redirect 1	1590851582268	1590851582269	OK	 
REQUEST	6643		Logged	1590851582267	1590851582269	OK	 
REQUEST	6643		Logged Redirect 1	1590851582269	1590851582270	OK	 
USER	VerDashboardNegativo	9196	START	1590851582277	1590851582277
USER	VerDashboardPositivo	9146	START	1590851582277	1590851582277
REQUEST	8245		Login	1590851582277	1590851582278	OK	 
REQUEST	8295		dashboard2	1590851582277	1590851582279	OK	 
REQUEST	8295		dashboard2 Redirect 1	1590851582280	1590851582281	OK	 
USER	VerDashboardNegativo	8295	END	1590851573257	1590851582281
REQUEST	9146		Home	1590851582277	1590851582282	OK	 
REQUEST	9196		Home	1590851582277	1590851582282	OK	 
REQUEST	5145		dashboard	1590851582288	1590851582289	OK	 
REQUEST	6644		Logged	1590851582288	1590851582289	OK	 
REQUEST	6644		Logged Redirect 1	1590851582289	1590851582290	OK	 
REQUEST	5145		dashboard Redirect 1	1590851582289	1590851582290	OK	 
USER	VerDashboardPositivo	4545	END	1590851536256	1590851582293
USER	VerDashboardNegativo	9197	START	1590851582293	1590851582293
USER	VerDashboardPositivo	9147	START	1590851582293	1590851582293
REQUEST	5146		dashboard	1590851582293	1590851582294	OK	 
REQUEST	8296		dashboard2	1590851582293	1590851582294	OK	 
REQUEST	8246		Login	1590851582293	1590851582295	OK	 
REQUEST	6645		Logged	1590851582293	1590851582295	OK	 
REQUEST	5146		dashboard Redirect 1	1590851582294	1590851582295	OK	 
REQUEST	8296		dashboard2 Redirect 1	1590851582294	1590851582296	OK	 
REQUEST	6645		Logged Redirect 1	1590851582295	1590851582296	OK	 
USER	VerDashboardNegativo	8296	END	1590851573273	1590851582296
REQUEST	9147		Home	1590851582293	1590851582298	OK	 
REQUEST	9197		Home	1590851582293	1590851582298	OK	 
USER	VerDashboardPositivo	4546	END	1590851536277	1590851582314
USER	VerDashboardNegativo	9198	START	1590851582314	1590851582314
USER	VerDashboardPositivo	9148	START	1590851582314	1590851582314
REQUEST	8247		Login	1590851582314	1590851582315	OK	 
REQUEST	8297		dashboard2	1590851582314	1590851582315	OK	 
REQUEST	8297		dashboard2 Redirect 1	1590851582315	1590851582316	OK	 
USER	VerDashboardNegativo	8297	END	1590851573294	1590851582316
REQUEST	9148		Home	1590851582314	1590851582318	OK	 
REQUEST	9198		Home	1590851582314	1590851582318	OK	 
USER	VerDashboardPositivo	4547	END	1590851536299	1590851582324
REQUEST	5147		dashboard	1590851582324	1590851582325	OK	 
REQUEST	6646		Logged	1590851582324	1590851582326	OK	 
REQUEST	5147		dashboard Redirect 1	1590851582325	1590851582326	OK	 
REQUEST	6646		Logged Redirect 1	1590851582326	1590851582326	OK	 
USER	VerDashboardNegativo	9199	START	1590851582335	1590851582335
USER	VerDashboardPositivo	9149	START	1590851582335	1590851582335
REQUEST	5148		dashboard	1590851582335	1590851582336	OK	 
REQUEST	8298		dashboard2	1590851582335	1590851582336	OK	 
REQUEST	8248		Login	1590851582335	1590851582336	OK	 
REQUEST	5148		dashboard Redirect 1	1590851582336	1590851582337	OK	 
REQUEST	8298		dashboard2 Redirect 1	1590851582336	1590851582337	OK	 
USER	VerDashboardNegativo	8298	END	1590851573316	1590851582337
REQUEST	9199		Home	1590851582335	1590851582339	OK	 
REQUEST	9149		Home	1590851582335	1590851582339	OK	 
USER	VerDashboardPositivo	4548	END	1590851536313	1590851582346
REQUEST	6647		Logged	1590851582346	1590851582347	OK	 
REQUEST	6647		Logged Redirect 1	1590851582347	1590851582348	OK	 
USER	VerDashboardPositivo	4549	END	1590851536335	1590851582357
USER	VerDashboardPositivo	9150	START	1590851582357	1590851582357
USER	VerDashboardNegativo	9200	START	1590851582357	1590851582357
REQUEST	9150		Home	1590851582357	1590851582360	OK	 
REQUEST	9200		Home	1590851582357	1590851582360	OK	 
REQUEST	8249		Login	1590851582368	1590851582369	OK	 
REQUEST	5149		dashboard	1590851582368	1590851582369	OK	 
REQUEST	8299		dashboard2	1590851582368	1590851582369	OK	 
REQUEST	6648		Logged	1590851582368	1590851582370	OK	 
REQUEST	5149		dashboard Redirect 1	1590851582369	1590851582370	OK	 
REQUEST	8299		dashboard2 Redirect 1	1590851582369	1590851582370	OK	 
USER	VerDashboardNegativo	8299	END	1590851573338	1590851582370
REQUEST	6648		Logged Redirect 1	1590851582370	1590851582371	OK	 
USER	VerDashboardPositivo	9151	START	1590851582379	1590851582379
USER	VerDashboardNegativo	9201	START	1590851582379	1590851582379
REQUEST	8250		Login	1590851582379	1590851582380	OK	 
REQUEST	8300		dashboard2	1590851582379	1590851582380	OK	 
REQUEST	8300		dashboard2 Redirect 1	1590851582380	1590851582381	OK	 
USER	VerDashboardNegativo	8300	END	1590851573354	1590851582381
REQUEST	9151		Home	1590851582379	1590851582383	OK	 
REQUEST	9201		Home	1590851582379	1590851582384	OK	 
REQUEST	5150		dashboard	1590851582383	1590851582384	OK	 
REQUEST	6649		Logged	1590851582383	1590851582385	OK	 
REQUEST	5150		dashboard Redirect 1	1590851582384	1590851582386	OK	 
REQUEST	6649		Logged Redirect 1	1590851582385	1590851582386	OK	 
USER	VerDashboardPositivo	4550	END	1590851536357	1590851582393
USER	VerDashboardPositivo	9152	START	1590851582393	1590851582393
USER	VerDashboardNegativo	9202	START	1590851582393	1590851582393
REQUEST	8251		Login	1590851582393	1590851582394	OK	 
REQUEST	8301		dashboard2	1590851582393	1590851582394	OK	 
REQUEST	8301		dashboard2 Redirect 1	1590851582394	1590851582395	OK	 
USER	VerDashboardNegativo	8301	END	1590851573376	1590851582396
REQUEST	9202		Home	1590851582393	1590851582398	OK	 
REQUEST	9152		Home	1590851582393	1590851582398	OK	 
USER	VerDashboardPositivo	4551	END	1590851536377	1590851582404
REQUEST	5151		dashboard	1590851582404	1590851582405	OK	 
REQUEST	5151		dashboard Redirect 1	1590851582405	1590851582406	OK	 
REQUEST	6650		Logged	1590851582404	1590851582406	OK	 
REQUEST	6650		Logged Redirect 1	1590851582406	1590851582407	OK	 
USER	VerDashboardPositivo	9153	START	1590851582415	1590851582415
USER	VerDashboardNegativo	9203	START	1590851582415	1590851582415
REQUEST	9153		Home	1590851582415	1590851582420	OK	 
REQUEST	9203		Home	1590851582415	1590851582420	OK	 
USER	VerDashboardPositivo	4552	END	1590851536393	1590851582426
REQUEST	8252		Login	1590851582426	1590851582427	OK	 
REQUEST	5152		dashboard	1590851582426	1590851582427	OK	 
REQUEST	8302		dashboard2	1590851582426	1590851582427	OK	 
REQUEST	6651		Logged	1590851582426	1590851582428	OK	 
REQUEST	8302		dashboard2 Redirect 1	1590851582427	1590851582428	OK	 
REQUEST	5152		dashboard Redirect 1	1590851582427	1590851582428	OK	 
USER	VerDashboardNegativo	8302	END	1590851573398	1590851582428
REQUEST	6651		Logged Redirect 1	1590851582428	1590851582429	OK	 
USER	VerDashboardPositivo	4553	END	1590851536413	1590851582437
REQUEST	8253		Login	1590851582437	1590851582445	OK	 
REQUEST	8303		dashboard2	1590851582437	1590851582445	OK	 
USER	VerDashboardPositivo	9154	START	1590851582437	1590851582437
USER	VerDashboardNegativo	9204	START	1590851582437	1590851582437
REQUEST	8303		dashboard2 Redirect 1	1590851582446	1590851582447	OK	 
USER	VerDashboardNegativo	8303	END	1590851573414	1590851582447
REQUEST	6652		Logged	1590851582448	1590851582449	OK	 
REQUEST	5153		dashboard	1590851582448	1590851582449	OK	 
REQUEST	5203		dashboard	1590851582448	1590851582449	OK	 
REQUEST	6652		Logged Redirect 1	1590851582449	1590851582449	OK	 
REQUEST	5153		dashboard Redirect 1	1590851582449	1590851582450	OK	 
REQUEST	9204		Home	1590851582446	1590851582450	OK	 
REQUEST	5203		dashboard Redirect 1	1590851582449	1590851582450	OK	 
REQUEST	9154		Home	1590851582446	1590851582451	OK	 
USER	VerDashboardNegativo	9255	START	1590851582458	1590851582458
USER	VerDashboardPositivo	9205	START	1590851582458	1590851582458
REQUEST	8254		Login	1590851582458	1590851582459	OK	 
REQUEST	8304		dashboard2	1590851582458	1590851582459	OK	 
REQUEST	8304		dashboard2 Redirect 1	1590851582459	1590851582460	OK	 
USER	VerDashboardNegativo	8304	END	1590851573436	1590851582460
REQUEST	6653		Logged	1590851582458	1590851582460	OK	 
REQUEST	6653		Logged Redirect 1	1590851582460	1590851582462	OK	 
REQUEST	9255		Home	1590851582458	1590851582463	OK	 
REQUEST	9205		Home	1590851582458	1590851582463	OK	 
USER	VerDashboardPositivo	4554	END	1590851536435	1590851582473
USER	VerDashboardPositivo	9206	START	1590851582473	1590851582473
USER	VerDashboardNegativo	9256	START	1590851582473	1590851582473
REQUEST	8355		dashboard2	1590851582473	1590851582474	OK	 
REQUEST	8305		Login	1590851582473	1590851582474	OK	 
REQUEST	8355		dashboard2 Redirect 1	1590851582474	1590851582475	OK	 
REQUEST	6705		Logged	1590851582473	1590851582475	OK	 
USER	VerDashboardNegativo	8355	END	1590851573458	1590851582475
REQUEST	6705		Logged Redirect 1	1590851582475	1590851582477	OK	 
REQUEST	9256		Home	1590851582473	1590851582477	OK	 
REQUEST	9206		Home	1590851582473	1590851582477	OK	 
USER	VerDashboardPositivo	4605	END	1590851536456	1590851582483
USER	VerDashboardNegativo	9257	START	1590851582494	1590851582494
USER	VerDashboardPositivo	9207	START	1590851582494	1590851582494
REQUEST	8306		Login	1590851582494	1590851582495	OK	 
REQUEST	5204		dashboard	1590851582494	1590851582495	OK	 
REQUEST	8356		dashboard2	1590851582494	1590851582496	OK	 
REQUEST	5204		dashboard Redirect 1	1590851582495	1590851582496	OK	 
REQUEST	8356		dashboard2 Redirect 1	1590851582496	1590851582497	OK	 
USER	VerDashboardNegativo	8356	END	1590851573473	1590851582497
REQUEST	9207		Home	1590851582494	1590851582498	OK	 
REQUEST	9257		Home	1590851582494	1590851582498	OK	 
USER	VerDashboardPositivo	4606	END	1590851536478	1590851582505
REQUEST	6706		Logged	1590851582505	1590851582506	OK	 
REQUEST	5205		dashboard	1590851582505	1590851582506	OK	 
REQUEST	6706		Logged Redirect 1	1590851582506	1590851582507	OK	 
REQUEST	5205		dashboard Redirect 1	1590851582506	1590851582507	OK	 
USER	VerDashboardPositivo	4607	END	1590851536493	1590851582516
USER	VerDashboardPositivo	9208	START	1590851582516	1590851582516
USER	VerDashboardNegativo	9258	START	1590851582516	1590851582516
REQUEST	8307		Login	1590851582516	1590851582516	OK	 
REQUEST	8357		dashboard2	1590851582516	1590851582517	OK	 
REQUEST	8357		dashboard2 Redirect 1	1590851582517	1590851582518	OK	 
USER	VerDashboardNegativo	8357	END	1590851573495	1590851582518
REQUEST	9208		Home	1590851582516	1590851582520	OK	 
REQUEST	9258		Home	1590851582516	1590851582520	OK	 
REQUEST	6707		Logged	1590851582526	1590851582527	OK	 
REQUEST	5206		dashboard	1590851582526	1590851582527	OK	 
REQUEST	5206		dashboard Redirect 1	1590851582527	1590851582528	OK	 
REQUEST	6707		Logged Redirect 1	1590851582527	1590851582528	OK	 
USER	VerDashboardPositivo	9209	START	1590851582537	1590851582537
USER	VerDashboardNegativo	9259	START	1590851582537	1590851582537
REQUEST	8308		Login	1590851582537	1590851582538	OK	 
REQUEST	8358		dashboard2	1590851582537	1590851582539	OK	 
REQUEST	8358		dashboard2 Redirect 1	1590851582539	1590851582540	OK	 
USER	VerDashboardNegativo	8358	END	1590851573517	1590851582540
REQUEST	9209		Home	1590851582537	1590851582541	OK	 
REQUEST	9259		Home	1590851582537	1590851582541	OK	 
USER	VerDashboardPositivo	4608	END	1590851536514	1590851582548
REQUEST	5207		dashboard	1590851582548	1590851582549	OK	 
REQUEST	6708		Logged	1590851582548	1590851582550	OK	 
REQUEST	6708		Logged Redirect 1	1590851582550	1590851582550	OK	 
REQUEST	5207		dashboard Redirect 1	1590851582549	1590851582550	OK	 
USER	VerDashboardNegativo	9260	START	1590851582553	1590851582553
USER	VerDashboardPositivo	9210	START	1590851582553	1590851582553
REQUEST	9210		Home	1590851582553	1590851582556	OK	 
REQUEST	9260		Home	1590851582553	1590851582556	OK	 
USER	VerDashboardPositivo	4609	END	1590851536536	1590851582564
REQUEST	8309		Login	1590851582564	1590851582565	OK	 
REQUEST	6709		Logged	1590851582564	1590851582565	OK	 
REQUEST	8359		dashboard2	1590851582564	1590851582566	OK	 
REQUEST	6709		Logged Redirect 1	1590851582565	1590851582566	OK	 
REQUEST	8359		dashboard2 Redirect 1	1590851582566	1590851582567	OK	 
USER	VerDashboardNegativo	8359	END	1590851573539	1590851582567
USER	VerDashboardPositivo	9211	START	1590851582575	1590851582575
USER	VerDashboardNegativo	9261	START	1590851582575	1590851582575
REQUEST	8310		Login	1590851582575	1590851582576	OK	 
REQUEST	5208		dashboard	1590851582575	1590851582576	OK	 
REQUEST	8360		dashboard2	1590851582575	1590851582577	OK	 
REQUEST	5208		dashboard Redirect 1	1590851582576	1590851582578	OK	 
REQUEST	8360		dashboard2 Redirect 1	1590851582578	1590851582579	OK	 
USER	VerDashboardNegativo	8360	END	1590851573554	1590851582579
REQUEST	9211		Home	1590851582575	1590851582580	OK	 
REQUEST	9261		Home	1590851582575	1590851582580	OK	 
USER	VerDashboardPositivo	4610	END	1590851536553	1590851582585
REQUEST	5209		dashboard	1590851582585	1590851582586	OK	 
REQUEST	6710		Logged	1590851582585	1590851582586	OK	 
REQUEST	6710		Logged Redirect 1	1590851582586	1590851582587	OK	 
REQUEST	5209		dashboard Redirect 1	1590851582586	1590851582587	OK	 
USER	VerDashboardNegativo	9262	START	1590851582595	1590851582595
USER	VerDashboardPositivo	9212	START	1590851582595	1590851582595
REQUEST	8311		Login	1590851582595	1590851582596	OK	 
REQUEST	8361		dashboard2	1590851582595	1590851582597	OK	 
REQUEST	8361		dashboard2 Redirect 1	1590851582597	1590851582598	OK	 
USER	VerDashboardNegativo	8361	END	1590851573576	1590851582598
REQUEST	9262		Home	1590851582595	1590851582600	OK	 
REQUEST	9212		Home	1590851582595	1590851582600	OK	 
USER	VerDashboardPositivo	4611	END	1590851536575	1590851582606
REQUEST	5210		dashboard	1590851582606	1590851582607	OK	 
REQUEST	5210		dashboard Redirect 1	1590851582607	1590851582608	OK	 
USER	VerDashboardNegativo	9263	START	1590851582616	1590851582616
USER	VerDashboardPositivo	9213	START	1590851582616	1590851582616
REQUEST	8312		Login	1590851582616	1590851582617	OK	 
REQUEST	8362		dashboard2	1590851582616	1590851582618	OK	 
REQUEST	6711		Logged	1590851582616	1590851582619	OK	 
REQUEST	8362		dashboard2 Redirect 1	1590851582618	1590851582619	OK	 
USER	VerDashboardNegativo	8362	END	1590851573597	1590851582619
REQUEST	6711		Logged Redirect 1	1590851582619	1590851582620	OK	 
REQUEST	9263		Home	1590851582616	1590851582622	OK	 
REQUEST	9213		Home	1590851582616	1590851582622	OK	 
USER	VerDashboardPositivo	4612	END	1590851536596	1590851582627
REQUEST	6712		Logged	1590851582627	1590851582628	OK	 
REQUEST	5211		dashboard	1590851582627	1590851582628	OK	 
REQUEST	5211		dashboard Redirect 1	1590851582628	1590851582629	OK	 
REQUEST	6712		Logged Redirect 1	1590851582628	1590851582630	OK	 
USER	VerDashboardPositivo	9214	START	1590851582638	1590851582638
USER	VerDashboardNegativo	9264	START	1590851582638	1590851582638
REQUEST	8313		Login	1590851582638	1590851582639	OK	 
REQUEST	5212		dashboard	1590851582638	1590851582640	OK	 
REQUEST	8363		dashboard2	1590851582638	1590851582641	OK	 
REQUEST	5212		dashboard Redirect 1	1590851582640	1590851582641	OK	 
REQUEST	8363		dashboard2 Redirect 1	1590851582641	1590851582642	OK	 
USER	VerDashboardNegativo	8363	END	1590851573613	1590851582643
REQUEST	9264		Home	1590851582638	1590851582643	OK	 
REQUEST	9214		Home	1590851582638	1590851582643	OK	 
REQUEST	6713		Logged	1590851582643	1590851582644	OK	 
REQUEST	6713		Logged Redirect 1	1590851582644	1590851582645	OK	 
USER	VerDashboardPositivo	4613	END	1590851536617	1590851582653
USER	VerDashboardNegativo	9265	START	1590851582653	1590851582653
USER	VerDashboardPositivo	9215	START	1590851582653	1590851582653
REQUEST	6714		Logged	1590851582653	1590851582654	OK	 
REQUEST	8364		dashboard2	1590851582653	1590851582655	OK	 
REQUEST	5213		dashboard	1590851582653	1590851582655	OK	 
REQUEST	6714		Logged Redirect 1	1590851582654	1590851582656	OK	 
REQUEST	8364		dashboard2 Redirect 1	1590851582655	1590851582656	OK	 
REQUEST	8314		Login	1590851582653	1590851582656	OK	 
USER	VerDashboardNegativo	8364	END	1590851573634	1590851582656
REQUEST	5213		dashboard Redirect 1	1590851582655	1590851582656	OK	 
REQUEST	9265		Home	1590851582654	1590851582658	OK	 
REQUEST	9215		Home	1590851582653	1590851582659	OK	 
USER	VerDashboardPositivo	4614	END	1590851536638	1590851582674
USER	VerDashboardPositivo	9216	START	1590851582674	1590851582674
USER	VerDashboardNegativo	9266	START	1590851582674	1590851582674
REQUEST	8315		Login	1590851582674	1590851582675	OK	 
REQUEST	8365		dashboard2	1590851582674	1590851582676	OK	 
REQUEST	8365		dashboard2 Redirect 1	1590851582676	1590851582677	OK	 
USER	VerDashboardNegativo	8365	END	1590851573656	1590851582677
REQUEST	9216		Home	1590851582675	1590851582679	OK	 
REQUEST	9266		Home	1590851582675	1590851582679	OK	 
USER	VerDashboardPositivo	4615	END	1590851536653	1590851582685
REQUEST	5214		dashboard	1590851582685	1590851582687	OK	 
REQUEST	6715		Logged	1590851582685	1590851582687	OK	 
REQUEST	5214		dashboard Redirect 1	1590851582687	1590851582687	OK	 
REQUEST	6715		Logged Redirect 1	1590851582687	1590851582688	OK	 
USER	VerDashboardPositivo	4616	END	1590851536675	1590851582696
USER	VerDashboardPositivo	9217	START	1590851582696	1590851582696
USER	VerDashboardNegativo	9267	START	1590851582696	1590851582696
REQUEST	8316		Login	1590851582696	1590851582697	OK	 
REQUEST	9267		Home	1590851582696	1590851582700	OK	 
REQUEST	9217		Home	1590851582696	1590851582700	OK	 
REQUEST	8366		dashboard2	1590851582706	1590851582707	OK	 
REQUEST	6716		Logged	1590851582706	1590851582707	OK	 
REQUEST	8366		dashboard2 Redirect 1	1590851582707	1590851582708	OK	 
REQUEST	5215		dashboard	1590851582706	1590851582708	OK	 
USER	VerDashboardNegativo	8366	END	1590851573678	1590851582708
REQUEST	6716		Logged Redirect 1	1590851582707	1590851582708	OK	 
REQUEST	5215		dashboard Redirect 1	1590851582708	1590851582710	OK	 
USER	VerDashboardNegativo	9268	START	1590851582716	1590851582716
USER	VerDashboardPositivo	9218	START	1590851582716	1590851582716
REQUEST	8317		Login	1590851582716	1590851582717	OK	 
REQUEST	8367		dashboard2	1590851582716	1590851582717	OK	 
REQUEST	8367		dashboard2 Redirect 1	1590851582718	1590851582718	OK	 
USER	VerDashboardNegativo	8367	END	1590851573697	1590851582719
REQUEST	9218		Home	1590851582716	1590851582720	OK	 
REQUEST	9268		Home	1590851582716	1590851582721	OK	 
REQUEST	5216		dashboard	1590851582727	1590851582728	OK	 
REQUEST	6717		Logged	1590851582727	1590851582728	OK	 
REQUEST	6717		Logged Redirect 1	1590851582728	1590851582729	OK	 
REQUEST	5216		dashboard Redirect 1	1590851582728	1590851582729	OK	 
USER	VerDashboardPositivo	4617	END	1590851536697	1590851582738
USER	VerDashboardPositivo	9219	START	1590851582738	1590851582738
USER	VerDashboardNegativo	9269	START	1590851582738	1590851582738
REQUEST	8318		Login	1590851582738	1590851582739	OK	 
REQUEST	8368		dashboard2	1590851582738	1590851582741	OK	 
REQUEST	8368		dashboard2 Redirect 1	1590851582741	1590851582742	OK	 
USER	VerDashboardNegativo	8368	END	1590851573713	1590851582742
REQUEST	9219		Home	1590851582738	1590851582743	OK	 
REQUEST	9269		Home	1590851582738	1590851582743	OK	 
REQUEST	6718		Logged	1590851582743	1590851582744	OK	 
REQUEST	6718		Logged Redirect 1	1590851582744	1590851582745	OK	 
USER	VerDashboardPositivo	4618	END	1590851536718	1590851582753
USER	VerDashboardNegativo	9270	START	1590851582753	1590851582753
USER	VerDashboardPositivo	9220	START	1590851582753	1590851582753
REQUEST	5217		dashboard	1590851582753	1590851582754	OK	 
REQUEST	8319		Login	1590851582753	1590851582755	OK	 
REQUEST	8369		dashboard2	1590851582753	1590851582755	OK	 
REQUEST	6719		Logged	1590851582753	1590851582755	OK	 
REQUEST	5217		dashboard Redirect 1	1590851582754	1590851582755	OK	 
REQUEST	6719		Logged Redirect 1	1590851582755	1590851582756	OK	 
REQUEST	8369		dashboard2 Redirect 1	1590851582755	1590851582756	OK	 
USER	VerDashboardNegativo	8369	END	1590851573734	1590851582756
REQUEST	9270		Home	1590851582753	1590851582758	OK	 
REQUEST	9220		Home	1590851582753	1590851582758	OK	 
REQUEST	5218		dashboard	1590851582763	1590851582764	OK	 
REQUEST	5218		dashboard Redirect 1	1590851582764	1590851582765	OK	 
USER	VerDashboardPositivo	4619	END	1590851536738	1590851582774
USER	VerDashboardNegativo	9271	START	1590851582774	1590851582774
USER	VerDashboardPositivo	9221	START	1590851582774	1590851582774
REQUEST	8320		Login	1590851582774	1590851582775	OK	 
REQUEST	9271		Home	1590851582774	1590851582778	OK	 
REQUEST	9221		Home	1590851582774	1590851582778	OK	 
REQUEST	8370		dashboard2	1590851582774	1590851582779	OK	 
REQUEST	8370		dashboard2 Redirect 1	1590851582779	1590851582783	OK	 
USER	VerDashboardNegativo	8370	END	1590851573756	1590851582783
USER	VerDashboardPositivo	4620	END	1590851536753	1590851582785
REQUEST	6720		Logged	1590851582785	1590851582787	OK	 
REQUEST	5219		dashboard	1590851582785	1590851582787	OK	 
REQUEST	5219		dashboard Redirect 1	1590851582787	1590851582788	OK	 
REQUEST	6720		Logged Redirect 1	1590851582787	1590851582788	OK	 
USER	VerDashboardNegativo	9272	START	1590851582796	1590851582796
USER	VerDashboardPositivo	9222	START	1590851582796	1590851582796
REQUEST	9222		Home	1590851582796	1590851582800	OK	 
REQUEST	9272		Home	1590851582796	1590851582800	OK	 
USER	VerDashboardPositivo	4621	END	1590851536773	1590851582807
REQUEST	8321		Login	1590851582807	1590851582808	OK	 
REQUEST	8371		dashboard2	1590851582807	1590851582808	OK	 
REQUEST	6721		Logged	1590851582807	1590851582809	OK	 
REQUEST	8371		dashboard2 Redirect 1	1590851582808	1590851582810	OK	 
USER	VerDashboardNegativo	8371	END	1590851573780	1590851582810
REQUEST	6721		Logged Redirect 1	1590851582809	1590851582811	OK	 
USER	VerDashboardPositivo	9223	START	1590851582818	1590851582818
USER	VerDashboardNegativo	9273	START	1590851582818	1590851582818
REQUEST	8322		Login	1590851582818	1590851582819	OK	 
REQUEST	5220		dashboard	1590851582818	1590851582819	OK	 
REQUEST	5220		dashboard Redirect 1	1590851582819	1590851582820	OK	 
REQUEST	9273		Home	1590851582818	1590851582821	OK	 
REQUEST	9223		Home	1590851582818	1590851582821	OK	 
USER	VerDashboardPositivo	4622	END	1590851536794	1590851582828
REQUEST	5221		dashboard	1590851582828	1590851582829	OK	 
REQUEST	6722		Logged	1590851582828	1590851582830	OK	 
REQUEST	5221		dashboard Redirect 1	1590851582829	1590851582830	OK	 
REQUEST	6722		Logged Redirect 1	1590851582830	1590851582831	OK	 
USER	VerDashboardNegativo	9274	START	1590851582839	1590851582839
USER	VerDashboardPositivo	9224	START	1590851582839	1590851582839
REQUEST	8373		dashboard2	1590851582839	1590851582840	OK	 
REQUEST	8372		dashboard2	1590851582839	1590851582840	OK	 
REQUEST	8323		Login	1590851582839	1590851582841	OK	 
REQUEST	8373		dashboard2 Redirect 1	1590851582840	1590851582842	OK	 
REQUEST	8372		dashboard2 Redirect 1	1590851582840	1590851582842	OK	 
USER	VerDashboardNegativo	8372	END	1590851573797	1590851582842
USER	VerDashboardNegativo	8373	END	1590851573813	1590851582842
USER	VerDashboardPositivo	4623	END	1590851536816	1590851582843
REQUEST	5222		dashboard	1590851582843	1590851582844	OK	 
REQUEST	6723		Logged	1590851582843	1590851582844	OK	 
REQUEST	9274		Home	1590851582839	1590851582844	OK	 
REQUEST	9224		Home	1590851582839	1590851582844	OK	 
REQUEST	6723		Logged Redirect 1	1590851582844	1590851582845	OK	 
REQUEST	5222		dashboard Redirect 1	1590851582844	1590851582845	OK	 
USER	VerDashboardPositivo	9225	START	1590851582853	1590851582853
USER	VerDashboardNegativo	9275	START	1590851582853	1590851582853
REQUEST	9275		Home	1590851582853	1590851582856	OK	 
REQUEST	9225		Home	1590851582853	1590851582856	OK	 
USER	VerDashboardPositivo	4624	END	1590851536837	1590851582864
REQUEST	8374		dashboard2	1590851582864	1590851582865	OK	 
REQUEST	5223		dashboard	1590851582864	1590851582865	OK	 
REQUEST	8324		Login	1590851582864	1590851582865	OK	 
REQUEST	5223		dashboard Redirect 1	1590851582865	1590851582866	OK	 
REQUEST	8374		dashboard2 Redirect 1	1590851582865	1590851582866	OK	 
USER	VerDashboardNegativo	8374	END	1590851573836	1590851582866
USER	VerDashboardNegativo	9276	START	1590851582875	1590851582875
USER	VerDashboardPositivo	9226	START	1590851582875	1590851582875
REQUEST	8325		Login	1590851582875	1590851582876	OK	 
REQUEST	8375		dashboard2	1590851582875	1590851582876	OK	 
REQUEST	6724		Logged	1590851582875	1590851582877	OK	 
REQUEST	8375		dashboard2 Redirect 1	1590851582876	1590851582877	OK	 
USER	VerDashboardNegativo	8375	END	1590851573858	1590851582878
REQUEST	6724		Logged Redirect 1	1590851582877	1590851582878	OK	 
REQUEST	9276		Home	1590851582875	1590851582880	OK	 
REQUEST	9226		Home	1590851582875	1590851582880	OK	 
REQUEST	8326		Login	1590851582886	1590851582886	OK	 
REQUEST	8376		dashboard2	1590851582886	1590851582887	OK	 
REQUEST	8376		dashboard2 Redirect 1	1590851582887	1590851582887	OK	 
USER	VerDashboardNegativo	8376	END	1590851573873	1590851582888
REQUEST	5224		dashboard	1590851582886	1590851582888	OK	 
REQUEST	5224		dashboard Redirect 1	1590851582888	1590851582889	OK	 
USER	VerDashboardPositivo	4625	END	1590851536857	1590851582896
USER	VerDashboardNegativo	9277	START	1590851582896	1590851582896
USER	VerDashboardPositivo	9227	START	1590851582896	1590851582896
REQUEST	6725		Logged	1590851582896	1590851582897	OK	 
REQUEST	6725		Logged Redirect 1	1590851582897	1590851582898	OK	 
REQUEST	9227		Home	1590851582896	1590851582900	OK	 
REQUEST	9277		Home	1590851582896	1590851582900	OK	 
USER	VerDashboardPositivo	4626	END	1590851536873	1590851582907
REQUEST	6726		Logged	1590851582907	1590851582908	OK	 
REQUEST	5225		dashboard	1590851582907	1590851582908	OK	 
REQUEST	6726		Logged Redirect 1	1590851582908	1590851582909	OK	 
REQUEST	5225		dashboard Redirect 1	1590851582908	1590851582909	OK	 
USER	VerDashboardPositivo	9228	START	1590851582918	1590851582918
USER	VerDashboardNegativo	9278	START	1590851582918	1590851582918
REQUEST	5226		dashboard	1590851582918	1590851582919	OK	 
REQUEST	8377		dashboard2	1590851582918	1590851582919	OK	 
REQUEST	5226		dashboard Redirect 1	1590851582919	1590851582920	OK	 
REQUEST	8377		dashboard2 Redirect 1	1590851582919	1590851582920	OK	 
REQUEST	8327		Login	1590851582918	1590851582920	OK	 
USER	VerDashboardNegativo	8377	END	1590851573893	1590851582920
