ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarAnuncioTest	aceptaranunciotest	1590184077373	 	3.3.1
REQUEST	13		Welcome	1590184079921	1590184079929	OK	 
USER	AceptarAnuncioTestNegativo	45	START	1590184079971	1590184079971
USER	AceptarAnuncioTestPositivo	14	START	1590184079978	1590184079978
REQUEST	45		Welcome	1590184079973	1590184079985	OK	 
REQUEST	14		Welcome	1590184079980	1590184079995	OK	 
USER	AceptarAnuncioTestNegativo	46	START	1590184080033	1590184080033
USER	AceptarAnuncioTestPositivo	15	START	1590184080040	1590184080040
REQUEST	46		Welcome	1590184080035	1590184080047	OK	 
REQUEST	15		Welcome	1590184080041	1590184080048	OK	 
USER	AceptarAnuncioTestNegativo	47	START	1590184080092	1590184080092
REQUEST	47		Welcome	1590184080092	1590184080099	OK	 
USER	AceptarAnuncioTestPositivo	16	START	1590184080108	1590184080108
REQUEST	16		Welcome	1590184080109	1590184080113	OK	 
USER	AceptarAnuncioTestPositivo	17	START	1590184080172	1590184080172
USER	AceptarAnuncioTestNegativo	48	START	1590184080172	1590184080172
REQUEST	48		Welcome	1590184080178	1590184080189	OK	 
REQUEST	17		Welcome	1590184080174	1590184080190	OK	 
USER	AceptarAnuncioTestNegativo	49	START	1590184080233	1590184080233
USER	AceptarAnuncioTestPositivo	18	START	1590184080238	1590184080238
REQUEST	49		Welcome	1590184080235	1590184080244	OK	 
REQUEST	18		Welcome	1590184080239	1590184080249	OK	 
USER	AceptarAnuncioTestNegativo	50	START	1590184080288	1590184080288
REQUEST	50		Welcome	1590184080289	1590184080296	OK	 
USER	AceptarAnuncioTestPositivo	19	START	1590184080314	1590184080314
REQUEST	19		Welcome	1590184080316	1590184080324	OK	 
USER	AceptarAnuncioTestNegativo	51	START	1590184080365	1590184080365
USER	AceptarAnuncioTestPositivo	20	START	1590184080368	1590184080368
REQUEST	51		Welcome	1590184080367	1590184080379	OK	 
REQUEST	20		Welcome	1590184080369	1590184080380	OK	 
USER	AceptarAnuncioTestNegativo	52	START	1590184080439	1590184080439
USER	AceptarAnuncioTestPositivo	21	START	1590184080439	1590184080439
REQUEST	21		Welcome	1590184080440	1590184080444	OK	 
REQUEST	52		Welcome	1590184080440	1590184080444	OK	 
USER	AceptarAnuncioTestNegativo	53	START	1590184080499	1590184080499
REQUEST	53		Welcome	1590184080500	1590184080509	OK	 
USER	AceptarAnuncioTestPositivo	22	START	1590184080529	1590184080529
REQUEST	22		Welcome	1590184080531	1590184080537	OK	 
USER	AceptarAnuncioTestNegativo	54	START	1590184080558	1590184080558
REQUEST	54		Welcome	1590184080560	1590184080568	OK	 
USER	AceptarAnuncioTestPositivo	23	START	1590184080586	1590184080586
REQUEST	23		Welcome	1590184080587	1590184080592	OK	 
USER	AceptarAnuncioTestNegativo	55	START	1590184080628	1590184080628
REQUEST	55		Welcome	1590184080629	1590184080639	OK	 
USER	AceptarAnuncioTestPositivo	24	START	1590184080643	1590184080643
REQUEST	24		Welcome	1590184080645	1590184080655	OK	 
USER	AceptarAnuncioTestNegativo	56	START	1590184080690	1590184080690
REQUEST	56		Welcome	1590184080691	1590184080699	OK	 
USER	AceptarAnuncioTestPositivo	25	START	1590184080708	1590184080708
REQUEST	25		Welcome	1590184080709	1590184080718	OK	 
USER	AceptarAnuncioTestNegativo	57	START	1590184080759	1590184080759
REQUEST	57		Welcome	1590184080760	1590184080771	OK	 
USER	AceptarAnuncioTestPositivo	26	START	1590184080788	1590184080788
REQUEST	26		Welcome	1590184080790	1590184080801	OK	 
USER	AceptarAnuncioTestNegativo	58	START	1590184080847	1590184080847
USER	AceptarAnuncioTestPositivo	27	START	1590184080847	1590184080847
REQUEST	58		Welcome	1590184080848	1590184080858	OK	 
REQUEST	27		Welcome	1590184080848	1590184080857	OK	 
USER	AceptarAnuncioTestNegativo	59	START	1590184080888	1590184080888
REQUEST	59		Welcome	1590184080889	1590184080892	OK	 
USER	AceptarAnuncioTestPositivo	28	START	1590184080910	1590184080910
REQUEST	28		Welcome	1590184080912	1590184080916	OK	 
USER	AceptarAnuncioTestNegativo	60	START	1590184080958	1590184080958
REQUEST	60		Welcome	1590184080959	1590184080963	OK	 
USER	AceptarAnuncioTestPositivo	29	START	1590184080982	1590184080982
REQUEST	29		Welcome	1590184080983	1590184080986	OK	 
USER	AceptarAnuncioTestNegativo	61	START	1590184081028	1590184081028
REQUEST	61		Welcome	1590184081030	1590184081040	OK	 
USER	AceptarAnuncioTestPositivo	30	START	1590184081040	1590184081040
REQUEST	30		Welcome	1590184081041	1590184081050	OK	 
USER	AceptarAnuncioTestNegativo	62	START	1590184081089	1590184081089
REQUEST	62		Welcome	1590184081093	1590184081113	OK	 
USER	AceptarAnuncioTestPositivo	31	START	1590184081109	1590184081109
REQUEST	31		Welcome	1590184081119	1590184081128	OK	 
USER	AceptarAnuncioTestPositivo	63	START	1590184081150	1590184081150
USER	AceptarAnuncioTestNegativo	78	START	1590184081150	1590184081150
REQUEST	78		Welcome	1590184081151	1590184081156	OK	 
REQUEST	63		Welcome	1590184081151	1590184081156	OK	 
USER	AceptarAnuncioTestNegativo	79	START	1590184081214	1590184081214
USER	AceptarAnuncioTestPositivo	64	START	1590184081218	1590184081218
REQUEST	79		Welcome	1590184081215	1590184081221	OK	 
REQUEST	64		Welcome	1590184081219	1590184081224	OK	 
USER	AceptarAnuncioTestNegativo	80	START	1590184081278	1590184081278
USER	AceptarAnuncioTestPositivo	65	START	1590184081278	1590184081278
REQUEST	80		Welcome	1590184081280	1590184081289	OK	 
REQUEST	65		Welcome	1590184081280	1590184081289	OK	 
USER	AceptarAnuncioTestNegativo	81	START	1590184081342	1590184081342
REQUEST	81		Welcome	1590184081344	1590184081352	OK	 
USER	AceptarAnuncioTestPositivo	66	START	1590184081371	1590184081371
REQUEST	66		Welcome	1590184081373	1590184081381	OK	 
USER	AceptarAnuncioTestNegativo	82	START	1590184081421	1590184081421
USER	AceptarAnuncioTestPositivo	67	START	1590184081421	1590184081421
REQUEST	82		Welcome	1590184081423	1590184081431	OK	 
REQUEST	67		Welcome	1590184081423	1590184081432	OK	 
USER	AceptarAnuncioTestNegativo	83	START	1590184081478	1590184081478
USER	AceptarAnuncioTestPositivo	68	START	1590184081478	1590184081478
REQUEST	68		Welcome	1590184081480	1590184081490	OK	 
REQUEST	83		Welcome	1590184081479	1590184081490	OK	 
USER	AceptarAnuncioTestNegativo	84	START	1590184081538	1590184081538
REQUEST	84		Welcome	1590184081539	1590184081544	OK	 
USER	AceptarAnuncioTestPositivo	69	START	1590184081562	1590184081562
REQUEST	69		Welcome	1590184081563	1590184081568	OK	 
USER	AceptarAnuncioTestNegativo	85	START	1590184081608	1590184081608
REQUEST	85		Welcome	1590184081609	1590184081614	OK	 
USER	AceptarAnuncioTestPositivo	70	START	1590184081619	1590184081619
REQUEST	70		Welcome	1590184081620	1590184081625	OK	 
USER	AceptarAnuncioTestPositivo	71	START	1590184081680	1590184081680
USER	AceptarAnuncioTestNegativo	86	START	1590184081680	1590184081680
REQUEST	86		Welcome	1590184081681	1590184081688	OK	 
REQUEST	71		Welcome	1590184081681	1590184081688	OK	 
USER	AceptarAnuncioTestNegativo	87	START	1590184081740	1590184081740
REQUEST	87		Welcome	1590184081741	1590184081748	OK	 
USER	AceptarAnuncioTestPositivo	72	START	1590184081765	1590184081765
REQUEST	72		Welcome	1590184081766	1590184081774	OK	 
USER	AceptarAnuncioTestNegativo	88	START	1590184081812	1590184081812
REQUEST	88		Welcome	1590184081813	1590184081821	OK	 
USER	AceptarAnuncioTestPositivo	73	START	1590184081840	1590184081840
REQUEST	73		Welcome	1590184081841	1590184081850	OK	 
USER	AceptarAnuncioTestPositivo	74	START	1590184081886	1590184081886
USER	AceptarAnuncioTestNegativo	89	START	1590184081886	1590184081886
REQUEST	74		Welcome	1590184081886	1590184081891	OK	 
REQUEST	89		Welcome	1590184081886	1590184081891	OK	 
USER	AceptarAnuncioTestNegativo	90	START	1590184081942	1590184081942
REQUEST	90		Welcome	1590184081943	1590184081947	OK	 
USER	AceptarAnuncioTestPositivo	75	START	1590184081971	1590184081971
REQUEST	75		Welcome	1590184081972	1590184081976	OK	 
USER	AceptarAnuncioTestNegativo	91	START	1590184082022	1590184082022
USER	AceptarAnuncioTestPositivo	76	START	1590184082022	1590184082022
REQUEST	76		Welcome	1590184082025	1590184082036	OK	 
REQUEST	91		Welcome	1590184082025	1590184082036	OK	 
USER	AceptarAnuncioTestPositivo	77	START	1590184082078	1590184082078
USER	AceptarAnuncioTestNegativo	92	START	1590184082078	1590184082078
REQUEST	77		Welcome	1590184082079	1590184082086	OK	 
REQUEST	92		Welcome	1590184082079	1590184082086	OK	 
USER	AceptarAnuncioTestPositivo	93	START	1590184082139	1590184082139
USER	AceptarAnuncioTestNegativo	108	START	1590184082139	1590184082139
REQUEST	93		Welcome	1590184082140	1590184082146	OK	 
REQUEST	108		Welcome	1590184082140	1590184082146	OK	 
USER	AceptarAnuncioTestPositivo	94	START	1590184082200	1590184082200
REQUEST	94		Welcome	1590184082202	1590184082211	OK	 
USER	AceptarAnuncioTestNegativo	109	START	1590184082216	1590184082216
REQUEST	109		Welcome	1590184082217	1590184082225	OK	 
USER	AceptarAnuncioTestPositivo	95	START	1590184082275	1590184082275
USER	AceptarAnuncioTestNegativo	110	START	1590184082281	1590184082281
REQUEST	95		Welcome	1590184082276	1590184082284	OK	 
REQUEST	110		Welcome	1590184082282	1590184082289	OK	 
USER	AceptarAnuncioTestPositivo	96	START	1590184082329	1590184082329
REQUEST	96		Welcome	1590184082330	1590184082335	OK	 
USER	AceptarAnuncioTestNegativo	111	START	1590184082353	1590184082353
REQUEST	111		Welcome	1590184082354	1590184082359	OK	 
USER	AceptarAnuncioTestPositivo	97	START	1590184082398	1590184082398
REQUEST	97		Welcome	1590184082399	1590184082407	OK	 
USER	AceptarAnuncioTestNegativo	112	START	1590184082410	1590184082410
REQUEST	112		Welcome	1590184082411	1590184082419	OK	 
USER	AceptarAnuncioTestPositivo	98	START	1590184082468	1590184082468
REQUEST	98		Welcome	1590184082470	1590184082478	OK	 
USER	AceptarAnuncioTestNegativo	113	START	1590184082497	1590184082497
REQUEST	113		Welcome	1590184082498	1590184082505	OK	 
USER	AceptarAnuncioTestPositivo	99	START	1590184082528	1590184082528
REQUEST	99		Welcome	1590184082529	1590184082537	OK	 
USER	AceptarAnuncioTestNegativo	114	START	1590184082556	1590184082556
REQUEST	114		Welcome	1590184082558	1590184082566	OK	 
USER	AceptarAnuncioTestPositivo	100	START	1590184082608	1590184082608
USER	AceptarAnuncioTestNegativo	115	START	1590184082608	1590184082608
REQUEST	115		Welcome	1590184082609	1590184082615	OK	 
REQUEST	100		Welcome	1590184082609	1590184082616	OK	 
USER	AceptarAnuncioTestPositivo	101	START	1590184082678	1590184082678
USER	AceptarAnuncioTestNegativo	116	START	1590184082678	1590184082678
REQUEST	116		Welcome	1590184082679	1590184082682	OK	 
REQUEST	101		Welcome	1590184082679	1590184082682	OK	 
USER	AceptarAnuncioTestPositivo	102	START	1590184082738	1590184082738
USER	AceptarAnuncioTestNegativo	117	START	1590184082738	1590184082738
REQUEST	102		Welcome	1590184082739	1590184082748	OK	 
REQUEST	117		Welcome	1590184082739	1590184082748	OK	 
USER	AceptarAnuncioTestNegativo	118	START	1590184082812	1590184082812
USER	AceptarAnuncioTestPositivo	103	START	1590184082812	1590184082812
REQUEST	103		Welcome	1590184082813	1590184082826	OK	 
REQUEST	118		Welcome	1590184082813	1590184082827	OK	 
USER	AceptarAnuncioTestNegativo	119	START	1590184082883	1590184082883
USER	AceptarAnuncioTestPositivo	104	START	1590184082883	1590184082883
REQUEST	104		Welcome	1590184082884	1590184082893	OK	 
REQUEST	119		Welcome	1590184082884	1590184082893	OK	 
USER	AceptarAnuncioTestPositivo	105	START	1590184082939	1590184082939
USER	AceptarAnuncioTestNegativo	120	START	1590184082951	1590184082951
REQUEST	105		Welcome	1590184082941	1590184082979	OK	 
REQUEST	120		Welcome	1590184082968	1590184082981	OK	 
USER	AceptarAnuncioTestPositivo	106	START	1590184083014	1590184083014
USER	AceptarAnuncioTestNegativo	121	START	1590184083014	1590184083014
REQUEST	121		Welcome	1590184083015	1590184083019	OK	 
REQUEST	106		Welcome	1590184083015	1590184083019	OK	 
USER	AceptarAnuncioTestPositivo	107	START	1590184083090	1590184083090
USER	AceptarAnuncioTestNegativo	122	START	1590184083090	1590184083090
REQUEST	107		Welcome	1590184083091	1590184083103	OK	 
REQUEST	122		Welcome	1590184083091	1590184083103	OK	 
USER	AceptarAnuncioTestPositivo	123	START	1590184083142	1590184083142
REQUEST	123		Welcome	1590184083143	1590184083152	OK	 
USER	AceptarAnuncioTestNegativo	138	START	1590184083171	1590184083171
REQUEST	138		Welcome	1590184083173	1590184083188	OK	 
USER	AceptarAnuncioTestPositivo	124	START	1590184083208	1590184083208
REQUEST	124		Welcome	1590184083209	1590184083219	OK	 
USER	AceptarAnuncioTestNegativo	139	START	1590184083223	1590184083223
REQUEST	139		Welcome	1590184083224	1590184083234	OK	 
USER	AceptarAnuncioTestPositivo	125	START	1590184083272	1590184083272
REQUEST	125		Welcome	1590184083274	1590184083284	OK	 
USER	AceptarAnuncioTestPositivo	126	START	1590184083338	1590184083338
USER	AceptarAnuncioTestNegativo	140	START	1590184083303	1590184083303
REQUEST	140		Welcome	1590184083355	1590184083361	OK	 
USER	AceptarAnuncioTestNegativo	141	START	1590184083353	1590184083353
REQUEST	126		Welcome	1590184083339	1590184083395	OK	 
REQUEST	141		Welcome	1590184083391	1590184083396	OK	 
USER	AceptarAnuncioTestPositivo	127	START	1590184083415	1590184083415
USER	AceptarAnuncioTestNegativo	142	START	1590184083418	1590184083418
REQUEST	127		Welcome	1590184083416	1590184083422	OK	 
REQUEST	142		Welcome	1590184083419	1590184083424	OK	 
USER	AceptarAnuncioTestNegativo	143	START	1590184083481	1590184083481
USER	AceptarAnuncioTestPositivo	128	START	1590184083481	1590184083481
REQUEST	128		Welcome	1590184083490	1590184083503	OK	 
REQUEST	143		Welcome	1590184083484	1590184083503	OK	 
USER	AceptarAnuncioTestNegativo	144	START	1590184083559	1590184083559
USER	AceptarAnuncioTestPositivo	129	START	1590184083559	1590184083559
REQUEST	144		Welcome	1590184083560	1590184083567	OK	 
REQUEST	129		Welcome	1590184083561	1590184083567	OK	 
USER	AceptarAnuncioTestPositivo	130	START	1590184083624	1590184083624
USER	AceptarAnuncioTestNegativo	145	START	1590184083624	1590184083624
REQUEST	130		Welcome	1590184083625	1590184083632	OK	 
REQUEST	145		Welcome	1590184083626	1590184083632	OK	 
USER	AceptarAnuncioTestNegativo	146	START	1590184083687	1590184083687
USER	AceptarAnuncioTestPositivo	131	START	1590184083687	1590184083687
REQUEST	131		Welcome	1590184083688	1590184083698	OK	 
REQUEST	146		Welcome	1590184083688	1590184083699	OK	 
USER	AceptarAnuncioTestPositivo	132	START	1590184083753	1590184083753
USER	AceptarAnuncioTestNegativo	147	START	1590184083753	1590184083753
REQUEST	147		Welcome	1590184083754	1590184083758	OK	 
REQUEST	132		Welcome	1590184083754	1590184083758	OK	 
USER	AceptarAnuncioTestPositivo	133	START	1590184083818	1590184083818
USER	AceptarAnuncioTestNegativo	148	START	1590184083818	1590184083818
REQUEST	133		Welcome	1590184083819	1590184083828	OK	 
REQUEST	148		Welcome	1590184083819	1590184083828	OK	 
USER	AceptarAnuncioTestPositivo	134	START	1590184083884	1590184083884
USER	AceptarAnuncioTestNegativo	149	START	1590184083884	1590184083884
REQUEST	134		Welcome	1590184083885	1590184083893	OK	 
REQUEST	149		Welcome	1590184083885	1590184083893	OK	 
USER	AceptarAnuncioTestNegativo	150	START	1590184083948	1590184083948
USER	AceptarAnuncioTestPositivo	135	START	1590184083948	1590184083948
REQUEST	150		Welcome	1590184083950	1590184083966	OK	 
REQUEST	135		Welcome	1590184083952	1590184083973	OK	 
USER	AceptarAnuncioTestPositivo	136	START	1590184084022	1590184084022
USER	AceptarAnuncioTestNegativo	151	START	1590184084022	1590184084022
REQUEST	136		Welcome	1590184084023	1590184084028	OK	 
REQUEST	151		Welcome	1590184084023	1590184084028	OK	 
USER	AceptarAnuncioTestPositivo	137	START	1590184084088	1590184084088
USER	AceptarAnuncioTestNegativo	152	START	1590184084089	1590184084089
REQUEST	137		Welcome	1590184084089	1590184084098	OK	 
REQUEST	152		Welcome	1590184084090	1590184084102	OK	 
USER	AceptarAnuncioTestPositivo	153	START	1590184084138	1590184084138
USER	AceptarAnuncioTestNegativo	168	START	1590184084138	1590184084138
REQUEST	168		Welcome	1590184084139	1590184084145	OK	 
REQUEST	153		Welcome	1590184084139	1590184084145	OK	 
USER	AceptarAnuncioTestNegativo	169	START	1590184084219	1590184084219
USER	AceptarAnuncioTestPositivo	154	START	1590184084219	1590184084219
REQUEST	169		Welcome	1590184084220	1590184084229	OK	 
REQUEST	154		Welcome	1590184084220	1590184084229	OK	 
USER	AceptarAnuncioTestNegativo	170	START	1590184084268	1590184084268
REQUEST	170		Welcome	1590184084269	1590184084278	OK	 
USER	AceptarAnuncioTestPositivo	155	START	1590184084289	1590184084289
REQUEST	155		Welcome	1590184084290	1590184084297	OK	 
USER	AceptarAnuncioTestPositivo	156	START	1590184084351	1590184084351
USER	AceptarAnuncioTestNegativo	171	START	1590184084351	1590184084351
REQUEST	171		Welcome	1590184084352	1590184084358	OK	 
REQUEST	156		Welcome	1590184084352	1590184084359	OK	 
USER	AceptarAnuncioTestNegativo	172	START	1590184084413	1590184084413
USER	AceptarAnuncioTestPositivo	157	START	1590184084413	1590184084413
REQUEST	157		Welcome	1590184084413	1590184084418	OK	 
REQUEST	172		Welcome	1590184084413	1590184084418	OK	 
USER	AceptarAnuncioTestNegativo	173	START	1590184084469	1590184084469
REQUEST	173		Welcome	1590184084470	1590184084474	OK	 
USER	AceptarAnuncioTestPositivo	158	START	1590184084492	1590184084492
REQUEST	158		Welcome	1590184084493	1590184084500	OK	 
USER	AceptarAnuncioTestNegativo	174	START	1590184084538	1590184084538
USER	AceptarAnuncioTestPositivo	159	START	1590184084538	1590184084538
REQUEST	174		Welcome	1590184084539	1590184084548	OK	 
REQUEST	159		Welcome	1590184084539	1590184084549	OK	 
USER	AceptarAnuncioTestPositivo	160	START	1590184084608	1590184084608
USER	AceptarAnuncioTestNegativo	175	START	1590184084608	1590184084608
REQUEST	175		Welcome	1590184084609	1590184084623	OK	 
REQUEST	160		Welcome	1590184084609	1590184084623	OK	 
USER	AceptarAnuncioTestNegativo	176	START	1590184084673	1590184084673
USER	AceptarAnuncioTestPositivo	161	START	1590184084678	1590184084678
REQUEST	176		Welcome	1590184084674	1590184084679	OK	 
REQUEST	161		Welcome	1590184084679	1590184084684	OK	 
USER	AceptarAnuncioTestPositivo	162	START	1590184084746	1590184084746
USER	AceptarAnuncioTestNegativo	177	START	1590184084746	1590184084746
REQUEST	177		Welcome	1590184084747	1590184084752	OK	 
REQUEST	162		Welcome	1590184084747	1590184084753	OK	 
USER	AceptarAnuncioTestNegativo	178	START	1590184084808	1590184084808
USER	AceptarAnuncioTestPositivo	163	START	1590184084808	1590184084808
REQUEST	163		Welcome	1590184084809	1590184084816	OK	 
REQUEST	178		Welcome	1590184084809	1590184084816	OK	 
USER	AceptarAnuncioTestNegativo	179	START	1590184084868	1590184084868
REQUEST	179		Welcome	1590184084869	1590184084872	OK	 
USER	AceptarAnuncioTestPositivo	164	START	1590184084891	1590184084891
REQUEST	164		Welcome	1590184084891	1590184084916	OK	 
USER	AceptarAnuncioTestNegativo	180	START	1590184084941	1590184084941
USER	AceptarAnuncioTestPositivo	165	START	1590184084941	1590184084941
REQUEST	165		Welcome	1590184084941	1590184084945	OK	 
REQUEST	180		Welcome	1590184084941	1590184084945	OK	 
USER	AceptarAnuncioTestNegativo	181	START	1590184085008	1590184085008
USER	AceptarAnuncioTestPositivo	166	START	1590184085008	1590184085008
REQUEST	166		Welcome	1590184085009	1590184085018	OK	 
REQUEST	181		Welcome	1590184085009	1590184085018	OK	 
USER	AceptarAnuncioTestNegativo	182	START	1590184085068	1590184085068
REQUEST	182		Welcome	1590184085069	1590184085077	OK	 
USER	AceptarAnuncioTestPositivo	167	START	1590184085089	1590184085089
REQUEST	167		Welcome	1590184085091	1590184085098	OK	 
USER	AceptarAnuncioTestPositivo	183	START	1590184085172	1590184085172
USER	AceptarAnuncioTestNegativo	198	START	1590184085172	1590184085172
REQUEST	183		Welcome	1590184085173	1590184085178	OK	 
REQUEST	198		Welcome	1590184085173	1590184085178	OK	 
USER	AceptarAnuncioTestPositivo	184	START	1590184085233	1590184085233
USER	AceptarAnuncioTestNegativo	199	START	1590184085233	1590184085233
REQUEST	199		Welcome	1590184085234	1590184085242	OK	 
REQUEST	184		Welcome	1590184085234	1590184085242	OK	 
USER	AceptarAnuncioTestNegativo	200	START	1590184085289	1590184085289
REQUEST	200		Welcome	1590184085290	1590184085299	OK	 
USER	AceptarAnuncioTestPositivo	185	START	1590184085318	1590184085318
REQUEST	185		Welcome	1590184085319	1590184085327	OK	 
USER	AceptarAnuncioTestNegativo	201	START	1590184085368	1590184085368
USER	AceptarAnuncioTestPositivo	186	START	1590184085368	1590184085368
REQUEST	186		Welcome	1590184085369	1590184085379	OK	 
REQUEST	201		Welcome	1590184085369	1590184085385	OK	 
USER	AceptarAnuncioTestNegativo	202	START	1590184085428	1590184085428
USER	AceptarAnuncioTestPositivo	187	START	1590184085428	1590184085428
REQUEST	202		Welcome	1590184085429	1590184085439	OK	 
REQUEST	187		Welcome	1590184085429	1590184085439	OK	 
USER	AceptarAnuncioTestNegativo	203	START	1590184085493	1590184085493
REQUEST	203		Welcome	1590184085494	1590184085501	OK	 
USER	AceptarAnuncioTestPositivo	188	START	1590184085500	1590184085500
REQUEST	188		Welcome	1590184085501	1590184085510	OK	 
USER	AceptarAnuncioTestPositivo	189	START	1590184085565	1590184085565
USER	AceptarAnuncioTestNegativo	204	START	1590184085565	1590184085565
REQUEST	204		Welcome	1590184085567	1590184085576	OK	 
REQUEST	189		Welcome	1590184085566	1590184085576	OK	 
USER	AceptarAnuncioTestNegativo	205	START	1590184085632	1590184085632
USER	AceptarAnuncioTestPositivo	190	START	1590184085632	1590184085632
REQUEST	205		Welcome	1590184085634	1590184085652	OK	 
REQUEST	190		Welcome	1590184085640	1590184085653	OK	 
USER	AceptarAnuncioTestNegativo	206	START	1590184085693	1590184085693
USER	AceptarAnuncioTestPositivo	191	START	1590184085698	1590184085698
REQUEST	206		Welcome	1590184085694	1590184085699	OK	 
REQUEST	191		Welcome	1590184085699	1590184085704	OK	 
USER	AceptarAnuncioTestPositivo	192	START	1590184085761	1590184085761
USER	AceptarAnuncioTestNegativo	207	START	1590184085761	1590184085761
REQUEST	207		Welcome	1590184085762	1590184085766	OK	 
REQUEST	192		Welcome	1590184085762	1590184085766	OK	 
USER	AceptarAnuncioTestNegativo	208	START	1590184085828	1590184085828
USER	AceptarAnuncioTestPositivo	193	START	1590184085828	1590184085828
REQUEST	193		Welcome	1590184085829	1590184085839	OK	 
REQUEST	208		Welcome	1590184085829	1590184085839	OK	 
USER	AceptarAnuncioTestNegativo	209	START	1590184085892	1590184085892
REQUEST	209		Welcome	1590184085892	1590184085898	OK	 
USER	AceptarAnuncioTestPositivo	194	START	1590184085916	1590184085916
REQUEST	194		Welcome	1590184085917	1590184085923	OK	 
USER	AceptarAnuncioTestPositivo	195	START	1590184085958	1590184085958
USER	AceptarAnuncioTestNegativo	210	START	1590184085958	1590184085958
REQUEST	195		Welcome	1590184085959	1590184085963	OK	 
REQUEST	210		Welcome	1590184085959	1590184085963	OK	 
USER	AceptarAnuncioTestNegativo	211	START	1590184086028	1590184086028
USER	AceptarAnuncioTestPositivo	196	START	1590184086028	1590184086028
REQUEST	196		Welcome	1590184086029	1590184086038	OK	 
REQUEST	211		Welcome	1590184086029	1590184086038	OK	 
USER	AceptarAnuncioTestNegativo	212	START	1590184086089	1590184086089
REQUEST	212		Welcome	1590184086090	1590184086097	OK	 
