ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.CrearLocalTest	crearlocaltest	1590235716678	 	3.3.1
REQUEST	1038		Logged Redirect 1	1590235770430	1590235770432	OK	 
REQUEST	2638		Welcome	1590235770429	1590235770432	OK	 
REQUEST	2138		Login	1590235770444	1590235770445	OK	 
REQUEST	2113		Login	1590235770444	1590235770446	OK	 
USER	CrearLocalTestPositivo	2614	START	1590235770460	1590235770460
USER	CrearLocalTestNegativo	2639	START	1590235770460	1590235770460
REQUEST	2614		Welcome	1590235770460	1590235770463	OK	 
REQUEST	2639		Welcome	1590235770460	1590235770463	OK	 
REQUEST	1014		Logged	1590235770477	1590235770478	OK	 
REQUEST	1039		Logged	1590235770477	1590235770478	OK	 
REQUEST	1014		Logged Redirect 1	1590235770478	1590235770479	OK	 
REQUEST	1039		Logged Redirect 1	1590235770478	1590235770480	OK	 
REQUEST	2139		Login	1590235770491	1590235770492	OK	 
REQUEST	2114		Login	1590235770491	1590235770493	OK	 
USER	CrearLocalTestPositivo	2615	START	1590235770501	1590235770501
USER	CrearLocalTestNegativo	2640	START	1590235770501	1590235770501
REQUEST	2640		Welcome	1590235770501	1590235770504	OK	 
REQUEST	2615		Welcome	1590235770501	1590235770504	OK	 
REQUEST	2115		Login	1590235770512	1590235770512	OK	 
REQUEST	2140		Login	1590235770512	1590235770513	OK	 
REQUEST	1040		Logged	1590235770522	1590235770522	OK	 
REQUEST	1015		Logged	1590235770522	1590235770523	OK	 
REQUEST	1040		Logged Redirect 1	1590235770522	1590235770524	OK	 
REQUEST	1015		Logged Redirect 1	1590235770523	1590235770524	OK	 
USER	CrearLocalTestNegativo	2641	START	1590235770542	1590235770542
USER	CrearLocalTestPositivo	2616	START	1590235770542	1590235770542
REQUEST	2616		Welcome	1590235770542	1590235770546	OK	 
REQUEST	2641		Welcome	1590235770542	1590235770546	OK	 
REQUEST	1041		Logged	1590235770557	1590235770558	OK	 
REQUEST	2116		Login	1590235770557	1590235770558	OK	 
REQUEST	2141		Login	1590235770557	1590235770558	OK	 
REQUEST	1016		Logged	1590235770557	1590235770558	OK	 
REQUEST	1041		Logged Redirect 1	1590235770558	1590235770560	OK	 
REQUEST	1016		Logged Redirect 1	1590235770558	1590235770561	OK	 
USER	CrearLocalTestNegativo	2642	START	1590235770578	1590235770578
USER	CrearLocalTestPositivo	2617	START	1590235770578	1590235770578
REQUEST	1017		Logged	1590235770578	1590235770579	OK	 
REQUEST	1042		Logged	1590235770578	1590235770580	OK	 
REQUEST	1017		Logged Redirect 1	1590235770579	1590235770582	OK	 
REQUEST	2617		Welcome	1590235770578	1590235770582	OK	 
REQUEST	2642		Welcome	1590235770578	1590235770582	OK	 
REQUEST	1042		Logged Redirect 1	1590235770580	1590235770583	OK	 
USER	CrearLocalTestNegativo	2643	START	1590235770629	1590235770629
USER	CrearLocalTestPositivo	2618	START	1590235770629	1590235770629
REQUEST	2117		Login	1590235770629	1590235770630	OK	 
REQUEST	2142		Login	1590235770629	1590235770631	OK	 
REQUEST	2618		Welcome	1590235770629	1590235770634	OK	 
REQUEST	2643		Welcome	1590235770629	1590235770634	OK	 
REQUEST	1043		Logged	1590235770645	1590235770646	OK	 
REQUEST	2143		Login	1590235770645	1590235770646	OK	 
REQUEST	1018		Logged	1590235770645	1590235770647	OK	 
REQUEST	2118		Login	1590235770645	1590235770648	OK	 
REQUEST	1043		Logged Redirect 1	1590235770646	1590235770649	OK	 
REQUEST	1018		Logged Redirect 1	1590235770647	1590235770649	OK	 
USER	CrearLocalTestPositivo	2619	START	1590235770660	1590235770660
USER	CrearLocalTestNegativo	2644	START	1590235770660	1590235770660
REQUEST	2644		Welcome	1590235770660	1590235770663	OK	 
REQUEST	2619		Welcome	1590235770660	1590235770663	OK	 
REQUEST	1019		Logged	1590235770692	1590235770693	OK	 
REQUEST	2119		Login	1590235770692	1590235770693	OK	 
REQUEST	1044		Logged	1590235770692	1590235770693	OK	 
REQUEST	2144		Login	1590235770692	1590235770693	OK	 
REQUEST	1019		Logged Redirect 1	1590235770693	1590235770694	OK	 
REQUEST	1044		Logged Redirect 1	1590235770693	1590235770695	OK	 
USER	CrearLocalTestPositivo	2620	START	1590235770707	1590235770707
USER	CrearLocalTestNegativo	2645	START	1590235770707	1590235770707
REQUEST	2620		Welcome	1590235770708	1590235770710	OK	 
REQUEST	2645		Welcome	1590235770708	1590235770710	OK	 
REQUEST	1020		Logged	1590235770723	1590235770724	OK	 
REQUEST	2120		Login	1590235770723	1590235770724	OK	 
REQUEST	1045		Logged	1590235770723	1590235770724	OK	 
REQUEST	2145		Login	1590235770723	1590235770724	OK	 
REQUEST	1045		Logged Redirect 1	1590235770724	1590235770726	OK	 
REQUEST	1020		Logged Redirect 1	1590235770724	1590235770726	OK	 
USER	CrearLocalTestNegativo	2646	START	1590235770739	1590235770739
USER	CrearLocalTestPositivo	2621	START	1590235770739	1590235770739
REQUEST	2646		Welcome	1590235770739	1590235770741	OK	 
REQUEST	2621		Welcome	1590235770739	1590235770741	OK	 
REQUEST	1046		Logged	1590235770757	1590235770758	OK	 
REQUEST	1021		Logged	1590235770757	1590235770758	OK	 
REQUEST	1046		Logged Redirect 1	1590235770758	1590235770759	OK	 
REQUEST	1021		Logged Redirect 1	1590235770758	1590235770760	OK	 
REQUEST	2121		Login	1590235770770	1590235770771	OK	 
REQUEST	2146		Login	1590235770770	1590235770771	OK	 
USER	CrearLocalTestPositivo	2622	START	1590235770785	1590235770785
USER	CrearLocalTestNegativo	2647	START	1590235770785	1590235770785
REQUEST	2622		Welcome	1590235770786	1590235770789	OK	 
REQUEST	2647		Welcome	1590235770786	1590235770789	OK	 
REQUEST	1047		Logged	1590235770801	1590235770802	OK	 
REQUEST	2122		Login	1590235770801	1590235770802	OK	 
REQUEST	1022		Logged	1590235770801	1590235770803	OK	 
REQUEST	2147		Login	1590235770801	1590235770803	OK	 
REQUEST	1047		Logged Redirect 1	1590235770802	1590235770804	OK	 
REQUEST	1022		Logged Redirect 1	1590235770803	1590235770804	OK	 
USER	CrearLocalTestNegativo	2648	START	1590235770817	1590235770817
USER	CrearLocalTestPositivo	2623	START	1590235770817	1590235770817
REQUEST	2648		Welcome	1590235770817	1590235770820	OK	 
REQUEST	2623		Welcome	1590235770817	1590235770820	OK	 
REQUEST	1048		Logged	1590235770837	1590235770838	OK	 
REQUEST	1048		Logged Redirect 1	1590235770838	1590235770840	OK	 
REQUEST	1023		Logged	1590235770848	1590235770849	OK	 
REQUEST	2123		Login	1590235770848	1590235770849	OK	 
REQUEST	2148		Login	1590235770848	1590235770850	OK	 
REQUEST	1023		Logged Redirect 1	1590235770849	1590235770851	OK	 
USER	CrearLocalTestPositivo	2624	START	1590235770863	1590235770863
USER	CrearLocalTestNegativo	2649	START	1590235770863	1590235770863
REQUEST	2624		Welcome	1590235770864	1590235770867	OK	 
REQUEST	2649		Welcome	1590235770864	1590235770867	OK	 
REQUEST	1024		Logged	1590235770879	1590235770880	OK	 
REQUEST	2124		Login	1590235770879	1590235770880	OK	 
REQUEST	1049		Logged	1590235770879	1590235770881	OK	 
REQUEST	2149		Login	1590235770879	1590235770881	OK	 
REQUEST	1024		Logged Redirect 1	1590235770880	1590235770883	OK	 
REQUEST	1049		Logged Redirect 1	1590235770881	1590235770883	OK	 
USER	CrearLocalTestPositivo	2625	START	1590235770897	1590235770897
USER	CrearLocalTestNegativo	2650	START	1590235770897	1590235770897
REQUEST	1025		Logged	1590235770897	1590235770898	OK	 
REQUEST	1050		Logged	1590235770897	1590235770898	OK	 
REQUEST	2650		Welcome	1590235770897	1590235770901	OK	 
REQUEST	1025		Logged Redirect 1	1590235770898	1590235770901	OK	 
REQUEST	2625		Welcome	1590235770897	1590235770902	OK	 
REQUEST	1050		Logged Redirect 1	1590235770898	1590235770902	OK	 
REQUEST	2150		Login	1590235770932	1590235770933	OK	 
REQUEST	2125		Login	1590235770932	1590235770934	OK	 
USER	CrearLocalTestNegativo	2651	START	1590235770937	1590235770937
USER	CrearLocalTestPositivo	2626	START	1590235770937	1590235770937
REQUEST	2626		Welcome	1590235770937	1590235770939	OK	 
REQUEST	2651		Welcome	1590235770937	1590235770939	OK	 
REQUEST	1026		Logged	1590235770964	1590235770964	OK	 
REQUEST	2126		Login	1590235770963	1590235770964	OK	 
REQUEST	1051		Logged	1590235770964	1590235770965	OK	 
REQUEST	2151		Login	1590235770963	1590235770965	OK	 
REQUEST	1026		Logged Redirect 1	1590235770964	1590235770966	OK	 
REQUEST	1051		Logged Redirect 1	1590235770965	1590235770967	OK	 
USER	CrearLocalTestPositivo	2627	START	1590235770979	1590235770979
USER	CrearLocalTestNegativo	2652	START	1590235770979	1590235770979
REQUEST	2627		Welcome	1590235770979	1590235770982	OK	 
REQUEST	2652		Welcome	1590235770979	1590235770982	OK	 
REQUEST	2127		Login	1590235770995	1590235770996	OK	 
REQUEST	2152		Login	1590235770995	1590235770996	OK	 
REQUEST	1027		Logged	1590235770997	1590235770998	OK	 
REQUEST	1052		Logged	1590235770997	1590235770998	OK	 
REQUEST	1052		Logged Redirect 1	1590235770998	1590235771001	OK	 
REQUEST	1027		Logged Redirect 1	1590235770998	1590235771001	OK	 
USER	CrearLocalTestNegativo	2678	START	1590235771026	1590235771026
USER	CrearLocalTestPositivo	2653	START	1590235771026	1590235771026
REQUEST	2678		Welcome	1590235771026	1590235771030	OK	 
REQUEST	2653		Welcome	1590235771026	1590235771030	OK	 
USER	CrearLocalTestPositivo	2654	START	1590235771057	1590235771057
USER	CrearLocalTestNegativo	2679	START	1590235771057	1590235771057
REQUEST	2153		Login	1590235771057	1590235771058	OK	 
REQUEST	2178		Login	1590235771057	1590235771059	OK	 
REQUEST	2679		Welcome	1590235771058	1590235771062	OK	 
REQUEST	2654		Welcome	1590235771058	1590235771062	OK	 
REQUEST	1078		Logged	1590235771073	1590235771074	OK	 
REQUEST	1053		Logged	1590235771073	1590235771074	OK	 
REQUEST	1053		Logged Redirect 1	1590235771074	1590235771076	OK	 
REQUEST	1078		Logged Redirect 1	1590235771074	1590235771076	OK	 
USER	CrearLocalTestPositivo	2655	START	1590235771104	1590235771104
USER	CrearLocalTestNegativo	2680	START	1590235771104	1590235771104
REQUEST	2154		Login	1590235771104	1590235771105	OK	 
REQUEST	1054		Logged	1590235771104	1590235771105	OK	 
REQUEST	2179		Login	1590235771104	1590235771106	OK	 
REQUEST	1079		Logged	1590235771104	1590235771106	OK	 
REQUEST	1054		Logged Redirect 1	1590235771105	1590235771108	OK	 
REQUEST	2655		Welcome	1590235771104	1590235771109	OK	 
REQUEST	2680		Welcome	1590235771104	1590235771109	OK	 
REQUEST	1079		Logged Redirect 1	1590235771106	1590235771109	OK	 
REQUEST	2155		Login	1590235771135	1590235771136	OK	 
REQUEST	2180		Login	1590235771135	1590235771137	OK	 
USER	CrearLocalTestNegativo	2681	START	1590235771137	1590235771137
USER	CrearLocalTestPositivo	2656	START	1590235771137	1590235771137
REQUEST	2681		Welcome	1590235771137	1590235771139	OK	 
REQUEST	2656		Welcome	1590235771137	1590235771139	OK	 
REQUEST	1055		Logged	1590235771151	1590235771152	OK	 
REQUEST	1080		Logged	1590235771151	1590235771152	OK	 
REQUEST	1055		Logged Redirect 1	1590235771152	1590235771154	OK	 
REQUEST	1080		Logged Redirect 1	1590235771152	1590235771154	OK	 
USER	CrearLocalTestNegativo	2682	START	1590235771182	1590235771182
USER	CrearLocalTestPositivo	2657	START	1590235771182	1590235771182
REQUEST	1056		Logged	1590235771182	1590235771183	OK	 
REQUEST	2181		Login	1590235771182	1590235771183	OK	 
REQUEST	1081		Logged	1590235771182	1590235771184	OK	 
REQUEST	2156		Login	1590235771182	1590235771184	OK	 
REQUEST	1056		Logged Redirect 1	1590235771183	1590235771186	OK	 
REQUEST	1081		Logged Redirect 1	1590235771184	1590235771186	OK	 
REQUEST	2682		Welcome	1590235771182	1590235771186	OK	 
REQUEST	2657		Welcome	1590235771182	1590235771186	OK	 
REQUEST	2157		Login	1590235771213	1590235771214	OK	 
REQUEST	2182		Login	1590235771213	1590235771215	OK	 
USER	CrearLocalTestNegativo	2683	START	1590235771217	1590235771217
USER	CrearLocalTestPositivo	2658	START	1590235771217	1590235771217
REQUEST	2683		Welcome	1590235771217	1590235771220	OK	 
REQUEST	2658		Welcome	1590235771217	1590235771220	OK	 
REQUEST	1057		Logged	1590235771245	1590235771246	OK	 
REQUEST	1082		Logged	1590235771245	1590235771246	OK	 
REQUEST	1057		Logged Redirect 1	1590235771246	1590235771248	OK	 
REQUEST	1082		Logged Redirect 1	1590235771246	1590235771248	OK	 
USER	CrearLocalTestPositivo	2659	START	1590235771261	1590235771261
USER	CrearLocalTestNegativo	2684	START	1590235771261	1590235771261
REQUEST	1058		Logged	1590235771261	1590235771262	OK	 
REQUEST	2158		Login	1590235771261	1590235771262	OK	 
REQUEST	2183		Login	1590235771261	1590235771262	OK	 
REQUEST	1058		Logged Redirect 1	1590235771262	1590235771265	OK	 
REQUEST	2684		Welcome	1590235771261	1590235771265	OK	 
REQUEST	2659		Welcome	1590235771261	1590235771265	OK	 
REQUEST	1083		Logged	1590235771276	1590235771277	OK	 
REQUEST	1083		Logged Redirect 1	1590235771277	1590235771281	OK	 
USER	CrearLocalTestPositivo	2660	START	1590235771307	1590235771307
USER	CrearLocalTestNegativo	2685	START	1590235771307	1590235771307
REQUEST	1059		Logged	1590235771307	1590235771309	OK	 
REQUEST	2159		Login	1590235771307	1590235771309	OK	 
REQUEST	2184		Login	1590235771307	1590235771310	OK	 
REQUEST	1084		Logged	1590235771307	1590235771310	OK	 
REQUEST	1059		Logged Redirect 1	1590235771309	1590235771312	OK	 
REQUEST	2660		Welcome	1590235771308	1590235771312	OK	 
REQUEST	1084		Logged Redirect 1	1590235771310	1590235771312	OK	 
REQUEST	2685		Welcome	1590235771308	1590235771312	OK	 
REQUEST	1085		Logged	1590235771327	1590235771327	OK	 
REQUEST	1060		Logged	1590235771327	1590235771328	OK	 
REQUEST	1060		Logged Redirect 1	1590235771328	1590235771330	OK	 
REQUEST	1085		Logged Redirect 1	1590235771327	1590235771330	OK	 
USER	CrearLocalTestPositivo	2661	START	1590235771342	1590235771342
USER	CrearLocalTestNegativo	2686	START	1590235771342	1590235771342
REQUEST	2185		Login	1590235771342	1590235771342	OK	 
REQUEST	2160		Login	1590235771342	1590235771343	OK	 
REQUEST	2686		Welcome	1590235771342	1590235771345	OK	 
REQUEST	2661		Welcome	1590235771342	1590235771345	OK	 
REQUEST	2186		Login	1590235771373	1590235771374	OK	 
REQUEST	2161		Login	1590235771373	1590235771374	OK	 
USER	CrearLocalTestPositivo	2662	START	1590235771377	1590235771377
USER	CrearLocalTestNegativo	2687	START	1590235771377	1590235771377
REQUEST	2687		Welcome	1590235771377	1590235771379	OK	 
REQUEST	2662		Welcome	1590235771377	1590235771379	OK	 
REQUEST	1086		Logged	1590235771407	1590235771408	OK	 
REQUEST	2162		Login	1590235771407	1590235771407	OK	 
REQUEST	1061		Logged	1590235771407	1590235771408	OK	 
REQUEST	2187		Login	1590235771407	1590235771408	OK	 
REQUEST	1086		Logged Redirect 1	1590235771408	1590235771410	OK	 
REQUEST	1061		Logged Redirect 1	1590235771408	1590235771410	OK	 
USER	CrearLocalTestPositivo	2663	START	1590235771435	1590235771435
USER	CrearLocalTestNegativo	2688	START	1590235771435	1590235771435
REQUEST	1087		Logged	1590235771436	1590235771436	OK	 
REQUEST	1062		Logged	1590235771436	1590235771437	OK	 
REQUEST	1087		Logged Redirect 1	1590235771437	1590235771439	OK	 
REQUEST	2663		Welcome	1590235771436	1590235771439	OK	 
REQUEST	1062		Logged Redirect 1	1590235771437	1590235771439	OK	 
REQUEST	2688		Welcome	1590235771436	1590235771439	OK	 
USER	CrearLocalTestNegativo	2689	START	1590235771467	1590235771467
USER	CrearLocalTestPositivo	2664	START	1590235771467	1590235771467
REQUEST	1088		Logged	1590235771467	1590235771468	OK	 
REQUEST	2188		Login	1590235771467	1590235771468	OK	 
REQUEST	2163		Login	1590235771467	1590235771468	OK	 
REQUEST	1063		Logged	1590235771467	1590235771469	OK	 
REQUEST	1088		Logged Redirect 1	1590235771468	1590235771470	OK	 
REQUEST	2689		Welcome	1590235771467	1590235771471	OK	 
REQUEST	2664		Welcome	1590235771467	1590235771471	OK	 
REQUEST	1063		Logged Redirect 1	1590235771469	1590235771472	OK	 
REQUEST	2164		Login	1590235771487	1590235771488	OK	 
REQUEST	2189		Login	1590235771487	1590235771489	OK	 
USER	CrearLocalTestNegativo	2690	START	1590235771498	1590235771498
USER	CrearLocalTestPositivo	2665	START	1590235771498	1590235771498
REQUEST	2665		Welcome	1590235771498	1590235771502	OK	 
REQUEST	2690		Welcome	1590235771498	1590235771502	OK	 
REQUEST	1064		Logged	1590235771509	1590235771510	OK	 
REQUEST	1089		Logged	1590235771509	1590235771510	OK	 
REQUEST	1064		Logged Redirect 1	1590235771510	1590235771512	OK	 
REQUEST	1089		Logged Redirect 1	1590235771510	1590235771513	OK	 
REQUEST	2190		Login	1590235771520	1590235771520	OK	 
REQUEST	2165		Login	1590235771520	1590235771521	OK	 
USER	CrearLocalTestPositivo	2666	START	1590235771555	1590235771555
USER	CrearLocalTestNegativo	2691	START	1590235771555	1590235771555
REQUEST	1090		Logged	1590235771555	1590235771556	OK	 
REQUEST	1065		Logged	1590235771555	1590235771557	OK	 
REQUEST	1090		Logged Redirect 1	1590235771556	1590235771559	OK	 
REQUEST	2691		Welcome	1590235771555	1590235771560	OK	 
REQUEST	1065		Logged Redirect 1	1590235771557	1590235771560	OK	 
REQUEST	2666		Welcome	1590235771555	1590235771560	OK	 
USER	CrearLocalTestPositivo	2667	START	1590235771586	1590235771586
USER	CrearLocalTestNegativo	2692	START	1590235771586	1590235771586
REQUEST	1091		Logged	1590235771586	1590235771587	OK	 
REQUEST	2166		Login	1590235771586	1590235771587	OK	 
REQUEST	2191		Login	1590235771586	1590235771589	OK	 
REQUEST	1066		Logged	1590235771586	1590235771589	OK	 
REQUEST	1091		Logged Redirect 1	1590235771587	1590235771590	OK	 
REQUEST	2692		Welcome	1590235771587	1590235771591	OK	 
REQUEST	2667		Welcome	1590235771586	1590235771592	OK	 
REQUEST	1066		Logged Redirect 1	1590235771589	1590235771592	OK	 
USER	CrearLocalTestPositivo	2668	START	1590235771617	1590235771617
USER	CrearLocalTestNegativo	2693	START	1590235771617	1590235771617
REQUEST	2167		Login	1590235771617	1590235771618	OK	 
REQUEST	2192		Login	1590235771617	1590235771621	OK	 
REQUEST	2668		Welcome	1590235771618	1590235771623	OK	 
REQUEST	2693		Welcome	1590235771618	1590235771624	OK	 
REQUEST	1092		Logged	1590235771649	1590235771650	OK	 
REQUEST	1067		Logged	1590235771649	1590235771650	OK	 
REQUEST	1092		Logged Redirect 1	1590235771650	1590235771652	OK	 
REQUEST	1067		Logged Redirect 1	1590235771650	1590235771652	OK	 
USER	CrearLocalTestPositivo	2669	START	1590235771664	1590235771664
USER	CrearLocalTestNegativo	2694	START	1590235771664	1590235771664
REQUEST	2193		Login	1590235771664	1590235771665	OK	 
REQUEST	2168		Login	1590235771664	1590235771666	OK	 
REQUEST	2694		Welcome	1590235771664	1590235771667	OK	 
REQUEST	2669		Welcome	1590235771664	1590235771667	OK	 
REQUEST	1068		Logged	1590235771667	1590235771668	OK	 
REQUEST	1093		Logged	1590235771667	1590235771668	OK	 
REQUEST	1068		Logged Redirect 1	1590235771668	1590235771669	OK	 
REQUEST	1093		Logged Redirect 1	1590235771668	1590235771669	OK	 
USER	CrearLocalTestPositivo	2670	START	1590235771711	1590235771711
USER	CrearLocalTestNegativo	2695	START	1590235771711	1590235771711
REQUEST	2194		Login	1590235771711	1590235771712	OK	 
REQUEST	1094		Logged	1590235771711	1590235771713	OK	 
REQUEST	1069		Logged	1590235771711	1590235771713	OK	 
REQUEST	2169		Login	1590235771711	1590235771713	OK	 
REQUEST	2695		Welcome	1590235771711	1590235771714	OK	 
REQUEST	2670		Welcome	1590235771711	1590235771714	OK	 
REQUEST	1094		Logged Redirect 1	1590235771713	1590235771714	OK	 
REQUEST	1069		Logged Redirect 1	1590235771713	1590235771714	OK	 
USER	CrearLocalTestPositivo	2671	START	1590235771742	1590235771742
USER	CrearLocalTestNegativo	2696	START	1590235771742	1590235771742
REQUEST	2195		Login	1590235771742	1590235771743	OK	 
REQUEST	2170		Login	1590235771742	1590235771744	OK	 
REQUEST	2696		Welcome	1590235771743	1590235771747	OK	 
REQUEST	2671		Welcome	1590235771743	1590235771747	OK	 
REQUEST	1095		Logged	1590235771747	1590235771748	OK	 
REQUEST	1070		Logged	1590235771747	1590235771749	OK	 
REQUEST	1095		Logged Redirect 1	1590235771748	1590235771751	OK	 
REQUEST	1070		Logged Redirect 1	1590235771749	1590235771752	OK	 
USER	CrearLocalTestPositivo	2672	START	1590235771777	1590235771777
