ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarAnuncioTest	aceptaranunciotest	1590183478526	 	3.3.1
USER	AceptarAnuncioTestNegativo	700	END	1590183494099	1590183550436
REQUEST	619		ShowAnuncio	1590183549846	1590183550439	OK	 
REQUEST	1173		MyAnuncios	1590183549775	1590183550439	OK	 
REQUEST	1973		RightLogged	1590183548766	1590183550440	OK	 
REQUEST	1236		Forbidden	1590183549727	1590183550444	OK	 
REQUEST	156		ShowAnuncio	1590183539990	1590183550448	OK	 
REQUEST	1965		RightLogged Redirect 1	1590183549831	1590183550448	OK	 
REQUEST	2986		WrongLogin	1590183549894	1590183550449	OK	 
REQUEST	3493		Welcome	1590183549777	1590183550453	OK	 
REQUEST	114		AnuncioAccepted	1590183547953	1590183550453	OK	 
REQUEST	2060		RightLogged	1590183549897	1590183550454	OK	 
REQUEST	2087		WrongLogged	1590183549897	1590183550455	OK	 
USER	AceptarAnuncioTestPositivo	3510	START	1590183550456	1590183550456
USER	AceptarAnuncioTestNegativo	3534	START	1590183550456	1590183550456
REQUEST	2082		WrongLogged	1590183549904	1590183550485	OK	 
REQUEST	3495		Welcome	1590183549852	1590183550463	OK	 
REQUEST	3468		Welcome	1590183549815	1590183550486	OK	 
USER	AceptarAnuncioTestNegativo	3535	START	1590183550491	1590183550491
USER	AceptarAnuncioTestPositivo	3511	START	1590183550492	1590183550492
REQUEST	1213		MyAnuncios	1590183549894	1590183550513	OK	 
REQUEST	3469		Welcome	1590183549854	1590183550517	OK	 
REQUEST	1061		MyAnuncios	1590183547943	1590183550520	OK	 
REQUEST	3470		Welcome	1590183549896	1590183550521	OK	 
USER	AceptarAnuncioTestPositivo	3512	START	1590183550525	1590183550525
USER	AceptarAnuncioTestNegativo	3536	START	1590183550525	1590183550525
REQUEST	3001		Welcome	1590183540093	1590183550534	OK	 
REQUEST	3020		RightLogin	1590183549907	1590183550535	OK	 
REQUEST	1238		Forbidden	1590183549892	1590183550539	OK	 
REQUEST	1237		Forbidden	1590183549904	1590183550543	OK	 
REQUEST	626		ShowAnuncio	1590183549850	1590183550543	OK	 
REQUEST	1004		MyAnuncios	1590183546007	1590183550543	OK	 
REQUEST	2090		WrongLogged	1590183549937	1590183550547	OK	 
REQUEST	1163		MyAnuncios	1590183549413	1590183550555	OK	 
REQUEST	1612		RightLogged Redirect 1	1590183543282	1590183550555	OK	 
REQUEST	1215		MyAnuncios	1590183549907	1590183550560	OK	 
REQUEST	1210		MyAnuncios	1590183549908	1590183550564	OK	 
REQUEST	3496		Welcome	1590183549897	1590183550567	OK	 
REQUEST	1239		Forbidden	1590183549904	1590183550568	OK	 
REQUEST	3044		WrongLogin	1590183549950	1590183550568	OK	 
REQUEST	2066		RightLogged	1590183549951	1590183550569	OK	 
REQUEST	2998		WrongLogin	1590183549954	1590183550570	OK	 
USER	AceptarAnuncioTestNegativo	728	END	1590183494218	1590183550574
USER	AceptarAnuncioTestNegativo	702	END	1590183494182	1590183550574
USER	AceptarAnuncioTestNegativo	3537	START	1590183550576	1590183550576
USER	AceptarAnuncioTestPositivo	3513	START	1590183550576	1590183550576
REQUEST	1880		WrongLogged Redirect 1	1590183548962	1590183550585	OK	 
USER	AceptarAnuncioTestNegativo	729	END	1590183494254	1590183550586
REQUEST	528		ShowAnuncio	1590183547224	1590183550592	OK	 
REQUEST	2042		WrongLogged Redirect 1	1590183549961	1590183550592	OK	 
REQUEST	2018		RightLogged Redirect 1	1590183549922	1590183550596	OK	 
REQUEST	1231		Forbidden	1590183549939	1590183550597	OK	 
REQUEST	1676		RightLogged Redirect 1	1590183542638	1590183550597	OK	 
REQUEST	3157		Welcome	1590183543368	1590183550604	OK	 
REQUEST	656		ShowAnuncio	1590183549950	1590183550605	OK	 
USER	AceptarAnuncioTestPositivo	3514	START	1590183550606	1590183550606
USER	AceptarAnuncioTestNegativo	3538	START	1590183550606	1590183550606
REQUEST	3069		Welcome	1590183541844	1590183550613	OK	 
REQUEST	2045		WrongLogged Redirect 1	1590183549962	1590183550613	OK	 
REQUEST	3472		Welcome	1590183549969	1590183550618	OK	 
REQUEST	1043		Forbidden	1590183547231	1590183550618	OK	 
REQUEST	659		ShowAnuncio	1590183549969	1590183550624	OK	 
REQUEST	894		Forbidden	1590183544665	1590183550630	OK	 
REQUEST	3029		Welcome	1590183540253	1590183550630	OK	 
REQUEST	2048		WrongLogged Redirect 1	1590183549961	1590183550630	OK	 
REQUEST	2067		RightLogged	1590183549992	1590183550631	OK	 
REQUEST	2027		RightLogged	1590183549996	1590183550631	OK	 
REQUEST	2093		WrongLogged	1590183549992	1590183550631	OK	 
REQUEST	2017		RightLogged Redirect 1	1590183549962	1590183550637	OK	 
REQUEST	3498		Welcome	1590183549970	1590183550637	OK	 
REQUEST	2021		RightLogged Redirect 1	1590183549980	1590183550638	OK	 
REQUEST	3030		Welcome	1590183540275	1590183550642	OK	 
REQUEST	2016		RightLogged Redirect 1	1590183549961	1590183550644	OK	 
REQUEST	981		Forbidden	1590183545548	1590183550645	OK	 
REQUEST	2041		WrongLogged Redirect 1	1590183549977	1590183550649	OK	 
REQUEST	624		ShowAnuncio	1590183549968	1590183550649	OK	 
REQUEST	2023		RightLogged Redirect 1	1590183550014	1590183550649	OK	 
REQUEST	2094		WrongLogged	1590183550017	1590183550649	OK	 
REQUEST	2996		WrongLogin	1590183550017	1590183550649	OK	 
REQUEST	2095		WrongLogged	1590183550017	1590183550650	OK	 
USER	AceptarAnuncioTestNegativo	3539	START	1590183550656	1590183550656
USER	AceptarAnuncioTestPositivo	3515	START	1590183550655	1590183550655
REQUEST	3499		Welcome	1590183550017	1590183550660	OK	 
REQUEST	1608		RightLogged	1590183540408	1590183550661	OK	 
REQUEST	2022		RightLogged Redirect 1	1590183550012	1590183550664	OK	 
REQUEST	2054		WrongLogged Redirect 1	1590183550014	1590183550668	OK	 
REQUEST	2020		RightLogged Redirect 1	1590183550011	1590183550668	OK	 
REQUEST	3473		Welcome	1590183550019	1590183550668	OK	 
REQUEST	2047		WrongLogged Redirect 1	1590183550012	1590183550671	OK	 
REQUEST	2052		WrongLogged Redirect 1	1590183550043	1590183550679	OK	 
REQUEST	780		Forbidden	1590183540378	1590183550681	OK	 
REQUEST	2025		RightLogged Redirect 1	1590183550043	1590183550682	OK	 
REQUEST	469		ShowAnuncio	1590183546026	1590183550683	OK	 
REQUEST	2069		RightLogged	1590183550047	1590183550684	OK	 
REQUEST	2057		RightLogged Redirect 1	1590183550028	1590183550687	OK	 
REQUEST	1243		Forbidden	1590183550048	1590183550688	OK	 
REQUEST	1219		MyAnuncios	1590183550044	1590183550689	OK	 
REQUEST	2019		RightLogged Redirect 1	1590183550027	1590183550691	OK	 
USER	AceptarAnuncioTestNegativo	3540	START	1590183550694	1590183550694
USER	AceptarAnuncioTestPositivo	3516	START	1590183550693	1590183550693
REQUEST	3474		Welcome	1590183550051	1590183550695	OK	 
REQUEST	3045		WrongLogin	1590183550064	1590183550696	OK	 
REQUEST	3046		WrongLogin	1590183550064	1590183550696	OK	 
REQUEST	2098		WrongLogged	1590183550078	1590183550697	OK	 
REQUEST	3022		RightLogin	1590183550064	1590183550697	OK	 
REQUEST	2097		WrongLogged	1590183550079	1590183550697	OK	 
REQUEST	2100		WrongLogged	1590183550080	1590183550697	OK	 
REQUEST	2070		RightLogged	1590183550081	1590183550698	OK	 
REQUEST	2056		WrongLogged Redirect 1	1590183550014	1590183550698	OK	 
REQUEST	1212		MyAnuncios	1590183550060	1590183550701	OK	 
REQUEST	1218		MyAnuncios	1590183550047	1590183550704	OK	 
REQUEST	1098		Forbidden	1590183548889	1590183550704	OK	 
REQUEST	1217		MyAnuncios	1590183550084	1590183550705	OK	 
REQUEST	2099		WrongLogged	1590183550086	1590183550705	OK	 
REQUEST	1223		MyAnuncios	1590183550095	1590183550705	OK	 
REQUEST	2096		WrongLogged	1590183550086	1590183550706	OK	 
REQUEST	1637		WrongLogged	1590183540628	1590183550706	OK	 
REQUEST	1221		MyAnuncios	1590183550085	1590183550712	OK	 
REQUEST	2051		WrongLogged Redirect 1	1590183550057	1590183550712	OK	 
REQUEST	2050		WrongLogged Redirect 1	1590183550056	1590183550714	OK	 
REQUEST	3500		Welcome	1590183550051	1590183550715	OK	 
REQUEST	2073		RightLogged	1590183550133	1590183550715	OK	 
REQUEST	3033		Welcome	1590183540410	1590183550718	OK	 
REQUEST	3475		Welcome	1590183550087	1590183550718	OK	 
REQUEST	1247		Forbidden	1590183550087	1590183550720	OK	 
REQUEST	2049		WrongLogged Redirect 1	1590183550131	1590183550723	OK	 
REQUEST	1242		Forbidden	1590183550133	1590183550723	OK	 
REQUEST	1244		Forbidden	1590183550095	1590183550725	OK	 
REQUEST	1246		Forbidden	1590183550133	1590183550725	OK	 
REQUEST	2074		RightLogged	1590183550155	1590183550726	OK	 
REQUEST	628		ShowAnuncio	1590183550049	1590183550728	OK	 
USER	AceptarAnuncioTestPositivo	3517	START	1590183550730	1590183550730
USER	AceptarAnuncioTestNegativo	3541	START	1590183550730	1590183550730
REQUEST	1220		MyAnuncios	1590183550137	1590183550735	OK	 
REQUEST	2026		RightLogged Redirect 1	1590183550151	1590183550735	OK	 
REQUEST	720		MyAnuncios	1590183539941	1590183550738	OK	 
REQUEST	3476		Welcome	1590183550135	1590183550738	OK	 
REQUEST	2076		RightLogged	1590183550175	1590183550738	OK	 
REQUEST	3023		RightLogin	1590183550176	1590183550738	OK	 
REQUEST	2092		WrongLogged	1590183550192	1590183550739	OK	 
REQUEST	3502		Welcome	1590183550135	1590183550740	OK	 
REQUEST	1081		Forbidden	1590183548522	1590183550741	OK	 
REQUEST	2101		WrongLogged	1590183550192	1590183550741	OK	 
REQUEST	2055		WrongLogged Redirect 1	1590183550151	1590183550743	OK	 
REQUEST	1641		WrongLogged	1590183540804	1590183550744	OK	 
REQUEST	1248		Forbidden	1590183550192	1590183550749	OK	 
REQUEST	2083		WrongLogged Redirect 1	1590183550151	1590183550750	OK	 
REQUEST	3477		Welcome	1590183550173	1590183550750	OK	 
USER	AceptarAnuncioTestNegativo	732	END	1590183494381	1590183550752
REQUEST	1208		MyAnuncios	1590183549627	1590183550759	OK	 
REQUEST	1224		MyAnuncios	1590183550194	1590183550760	OK	 
REQUEST	1222		MyAnuncios	1590183550176	1590183550763	OK	 
REQUEST	3501		Welcome	1590183550088	1590183550765	OK	 
REQUEST	627		ShowAnuncio	1590183550196	1590183550769	OK	 
REQUEST	3503		Welcome	1590183550173	1590183550769	OK	 
REQUEST	158		AnuncioAccepted	1590183548532	1590183550770	OK	 
USER	AceptarAnuncioTestPositivo	3518	START	1590183550773	1590183550773
USER	AceptarAnuncioTestNegativo	3542	START	1590183550774	1590183550774
REQUEST	1225		MyAnuncios	1590183550223	1590183550782	OK	 
REQUEST	1226		MyAnuncios	1590183550227	1590183550788	OK	 
REQUEST	2079		RightLogged	1590183550227	1590183550789	OK	 
REQUEST	2997		WrongLogin	1590183550230	1590183550789	OK	 
REQUEST	2971		RightLogin	1590183550230	1590183550789	OK	 
REQUEST	663		ShowAnuncio	1590183550197	1590183550790	OK	 
REQUEST	2104		WrongLogged	1590183550229	1590183550790	OK	 
REQUEST	3000		WrongLogin	1590183550232	1590183550791	OK	 
REQUEST	3047		WrongLogin	1590183550232	1590183550791	OK	 
REQUEST	1943		WrongLogged Redirect 1	1590183547680	1590183550796	OK	 
REQUEST	2078		RightLogged	1590183550236	1590183550797	OK	 
REQUEST	1245		Forbidden	1590183550229	1590183550798	OK	 
REQUEST	2103		WrongLogged	1590183550236	1590183550798	OK	 
REQUEST	661		ShowAnuncio	1590183550219	1590183550804	OK	 
REQUEST	3105		Welcome	1590183542291	1590183550806	OK	 
REQUEST	2077		RightLogged	1590183550257	1590183550806	OK	 
REQUEST	2105		WrongLogged	1590183550258	1590183550807	OK	 
REQUEST	2072		RightLogged	1590183550258	1590183550808	OK	 
REQUEST	2080		RightLogged	1590183550262	1590183550809	OK	 
REQUEST	1228		Forbidden	1590183549714	1590183550811	OK	 
USER	AceptarAnuncioTestPositivo	3519	START	1590183550813	1590183550813
USER	AceptarAnuncioTestNegativo	3543	START	1590183550815	1590183550815
REQUEST	665		ShowAnuncio	1590183550196	1590183550821	OK	 
REQUEST	2058		RightLogged Redirect 1	1590183550203	1590183550823	OK	 
REQUEST	1278		Forbidden	1590183550260	1590183550824	OK	 
REQUEST	3048		WrongLogin	1590183550264	1590183550824	OK	 
REQUEST	1253		MyAnuncios	1590183550236	1590183550830	OK	 
REQUEST	1227		MyAnuncios	1590183550259	1590183550830	OK	 
REQUEST	1254		MyAnuncios	1590183550285	1590183550833	OK	 
REQUEST	1250		Forbidden	1590183550225	1590183550833	OK	 
REQUEST	3530		Welcome	1590183550288	1590183550842	OK	 
REQUEST	2106		WrongLogged	1590183550324	1590183550843	OK	 
REQUEST	171		AnuncioAccepted	1590183550219	1590183550843	OK	 
REQUEST	1252		Forbidden	1590183550259	1590183550843	OK	 
REQUEST	2081		RightLogged	1590183550326	1590183550843	OK	 
REQUEST	1574		RightLogged	1590183540120	1590183550845	OK	 
REQUEST	3478		Welcome	1590183550220	1590183550848	OK	 
REQUEST	3440		Welcome	1590183548713	1590183550850	OK	 
REQUEST	3529		Welcome	1590183550262	1590183550850	OK	 
REQUEST	3505		Welcome	1590183550260	1590183550854	OK	 
REQUEST	673		ShowAnuncio	1590183550334	1590183550854	OK	 
REQUEST	2061		RightLogged Redirect 1	1590183550280	1590183550854	OK	 
REQUEST	2131		WrongLogged	1590183550352	1590183550855	OK	 
REQUEST	2107		RightLogged	1590183550353	1590183550855	OK	 
USER	AceptarAnuncioTestPositivo	3520	START	1590183550856	1590183550856
USER	AceptarAnuncioTestNegativo	3544	START	1590183550856	1590183550856
REQUEST	3531		Welcome	1590183550342	1590183550873	OK	 
REQUEST	668		ShowAnuncio	1590183550351	1590183550875	OK	 
REQUEST	1279		Forbidden	1590183550285	1590183550884	OK	 
REQUEST	662		ShowAnuncio	1590183550331	1590183550886	OK	 
REQUEST	2132		WrongLogged	1590183550370	1590183550887	OK	 
REQUEST	672		ShowAnuncio	1590183550358	1590183550890	OK	 
REQUEST	3507		Welcome	1590183550339	1590183550890	OK	 
REQUEST	1280		Forbidden	1590183550353	1590183550890	OK	 
REQUEST	3025		RightLogin	1590183550377	1590183550892	OK	 
REQUEST	3049		WrongLogin	1590183550377	1590183550895	OK	 
REQUEST	2065		RightLogged	1590183549904	1590183550896	OK	 
USER	AceptarAnuncioTestPositivo	3521	START	1590183550899	1590183550899
USER	AceptarAnuncioTestNegativo	3545	START	1590183550900	1590183550900
REQUEST	3508		Welcome	1590183550373	1590183550903	OK	 
REQUEST	2133		WrongLogged	1590183550394	1590183550903	OK	 
REQUEST	2109		RightLogged	1590183550394	1590183550904	OK	 
REQUEST	3509		Welcome	1590183550406	1590183550909	OK	 
REQUEST	3533		Welcome	1590183550409	1590183550913	OK	 
REQUEST	664		ShowAnuncio	1590183550332	1590183550918	OK	 
REQUEST	675		ShowAnuncio	1590183550414	1590183550918	OK	 
REQUEST	210		AnuncioAccepted	1590183550355	1590183550921	OK	 
REQUEST	2064		RightLogged	1590183549948	1590183550924	OK	 
USER	AceptarAnuncioTestPositivo	3522	START	1590183550930	1590183550930
USER	AceptarAnuncioTestNegativo	3546	START	1590183550930	1590183550930
REQUEST	666		ShowAnuncio	1590183550414	1590183550938	OK	 
REQUEST	1122		MyAnuncios	1590183548033	1590183550941	OK	 
REQUEST	2059		RightLogged Redirect 1	1590183550423	1590183550944	OK	 
REQUEST	657		ShowAnuncio	1590183550348	1590183550944	OK	 
REQUEST	2086		WrongLogged Redirect 1	1590183550281	1590183550948	OK	 
REQUEST	670		ShowAnuncio	1590183550377	1590183550949	OK	 
REQUEST	211		AnuncioAccepted	1590183550437	1590183550953	OK	 
REQUEST	669		ShowAnuncio	1590183550328	1590183550955	OK	 
REQUEST	3261		Welcome	1590183545504	1590183550959	OK	 
REQUEST	843		Forbidden	1590183541784	1590183550959	OK	 
REQUEST	1255		MyAnuncios	1590183550436	1590183550965	OK	 
REQUEST	2110		RightLogged	1590183550458	1590183550967	OK	 
USER	AceptarAnuncioTestNegativo	734	END	1590183494454	1590183550968
USER	AceptarAnuncioTestPositivo	3523	START	1590183550970	1590183550970
USER	AceptarAnuncioTestNegativo	3547	START	1590183550970	1590183550970
REQUEST	2060		RightLogged Redirect 1	1590183550454	1590183550972	OK	 
REQUEST	2134		WrongLogged	1590183550458	1590183550973	OK	 
REQUEST	1973		RightLogged Redirect 1	1590183550440	1590183550978	OK	 
REQUEST	2087		WrongLogged Redirect 1	1590183550455	1590183550978	OK	 
REQUEST	677		ShowAnuncio	1590183550437	1590183550982	OK	 
REQUEST	3510		Welcome	1590183550458	1590183550983	OK	 
REQUEST	2046		WrongLogged Redirect 1	1590183550423	1590183550986	OK	 
REQUEST	2085		WrongLogged Redirect 1	1590183550425	1590183550986	OK	 
REQUEST	1828		WrongLogged Redirect 1	1590183544747	1590183550989	OK	 
REQUEST	1775		RightLogged	1590183544126	1590183550991	OK	 
REQUEST	3534		Welcome	1590183550458	1590183551000	OK	 
REQUEST	212		AnuncioAccepted	1590183550491	1590183551000	OK	 
REQUEST	2135		WrongLogged	1590183550503	1590183551000	OK	 
REQUEST	215		AnuncioAccepted	1590183550458	1590183551001	OK	 
REQUEST	2111		RightLogged	1590183550504	1590183551001	OK	 
REQUEST	1282		Forbidden	1590183550504	1590183551006	OK	 
USER	AceptarAnuncioTestPositivo	3524	START	1590183551009	1590183551009
USER	AceptarAnuncioTestNegativo	3548	START	1590183551009	1590183551009
REQUEST	216		AnuncioAccepted	1590183550506	1590183551019	OK	 
REQUEST	3511		Welcome	1590183550494	1590183551019	OK	 
REQUEST	703		ShowAnuncio	1590183550415	1590183551020	OK	 
REQUEST	270		AnuncioAccepted	1590183550507	1590183551025	OK	 
REQUEST	1257		MyAnuncios	1590183550505	1590183551026	OK	 
REQUEST	1281		Forbidden	1590183550489	1590183551026	OK	 
REQUEST	2082		WrongLogged Redirect 1	1590183550485	1590183551028	OK	 
REQUEST	1654		RightLogged	1590183541268	1590183551028	OK	 
REQUEST	2137		WrongLogged	1590183550574	1590183551029	OK	 
REQUEST	2113		RightLogged	1590183550574	1590183551029	OK	 
REQUEST	2112		RightLogged	1590183550574	1590183551029	OK	 
REQUEST	2988		WrongLogin	1590183550577	1590183551029	OK	 
REQUEST	3024		RightLogin	1590183550577	1590183551029	OK	 
REQUEST	1256		MyAnuncios	1590183550489	1590183551034	OK	 
REQUEST	2024		RightLogged Redirect 1	1590183550425	1590183551035	OK	 
REQUEST	3050		WrongLogin	1590183550577	1590183551036	OK	 
REQUEST	671		ShowAnuncio	1590183550489	1590183551040	OK	 
REQUEST	2090		WrongLogged Redirect 1	1590183550547	1590183551040	OK	 
REQUEST	3026		RightLogin	1590183550600	1590183551042	OK	 
REQUEST	3051		WrongLogin	1590183550600	1590183551045	OK	 
USER	AceptarAnuncioTestPositivo	3525	START	1590183551048	1590183551048
USER	AceptarAnuncioTestNegativo	3549	START	1590183551048	1590183551048
REQUEST	1955		RightLogged Redirect 1	1590183548415	1590183551052	OK	 
REQUEST	268		AnuncioAccepted	1590183550491	1590183551057	OK	 
REQUEST	3514		Welcome	1590183550606	1590183551058	OK	 
REQUEST	2114		RightLogged	1590183550621	1590183551058	OK	 
REQUEST	3512		Welcome	1590183550526	1590183551059	OK	 
REQUEST	1260		MyAnuncios	1590183550621	1590183551064	OK	 
REQUEST	3537		Welcome	1590183550576	1590183551065	OK	 
REQUEST	3513		Welcome	1590183550577	1590183551073	OK	 
REQUEST	3446		Welcome	1590183548934	1590183551075	OK	 
REQUEST	678		ShowAnuncio	1590183550621	1590183551076	OK	 
REQUEST	2066		RightLogged Redirect 1	1590183550569	1590183551078	OK	 
REQUEST	2093		WrongLogged Redirect 1	1590183550631	1590183551079	OK	 
REQUEST	1258		MyAnuncios	1590183550584	1590183551080	OK	 
REQUEST	2139		WrongLogged	1590183550653	1590183551082	OK	 
REQUEST	3052		WrongLogin	1590183550653	1590183551082	OK	 
REQUEST	3053		RightLogin	1590183550653	1590183551082	OK	 
REQUEST	3031		WrongLogin	1590183550653	1590183551083	OK	 
REQUEST	3079		WrongLogin	1590183550656	1590183551083	OK	 
USER	AceptarAnuncioTestPositivo	3526	START	1590183551086	1590183551086
USER	AceptarAnuncioTestNegativo	3550	START	1590183551086	1590183551086
REQUEST	2094		WrongLogged Redirect 1	1590183550649	1590183551093	OK	 
REQUEST	705		ShowAnuncio	1590183550626	1590183551093	OK	 
REQUEST	759		MyAnuncios	1590183540580	1590183551097	OK	 
REQUEST	1984		WrongLogged	1590183547487	1590183551098	OK	 
REQUEST	3027		RightLogin	1590183550674	1590183551098	OK	 
REQUEST	3054		RightLogin	1590183550674	1590183551099	OK	 
REQUEST	1613		RightLogged	1590183540628	1590183551099	OK	 
REQUEST	2095		WrongLogged Redirect 1	1590183550650	1590183551117	OK	 
REQUEST	3487		Welcome	1590183549528	1590183551120	OK	 
REQUEST	2027		RightLogged Redirect 1	1590183550631	1590183551124	OK	 
REQUEST	3536		Welcome	1590183550526	1590183551125	OK	 
REQUEST	2116		RightLogged	1590183550694	1590183551127	OK	 
REQUEST	3515		Welcome	1590183550656	1590183551128	OK	 
REQUEST	2140		WrongLogged	1590183550694	1590183551130	OK	 
REQUEST	2075		RightLogged	1590183550136	1590183551132	OK	 
REQUEST	1614		RightLogged	1590183540688	1590183551133	OK	 
USER	AceptarAnuncioTestNegativo	3551	START	1590183551137	1590183551137
USER	AceptarAnuncioTestPositivo	3527	START	1590183551137	1590183551137
REQUEST	2070		RightLogged Redirect 1	1590183550698	1590183551145	OK	 
REQUEST	1259		MyAnuncios	1590183550693	1590183551147	OK	 
REQUEST	273		AnuncioAccepted	1590183550523	1590183551149	OK	 
REQUEST	2100		WrongLogged Redirect 1	1590183550697	1590183551155	OK	 
REQUEST	228		AnuncioAccepted	1590183550694	1590183551158	OK	 
REQUEST	2067		RightLogged Redirect 1	1590183550631	1590183551159	OK	 
REQUEST	2035		WrongLogged Redirect 1	1590183549562	1590183551160	OK	 
REQUEST	422		ShowAnuncio	1590183545080	1590183551166	OK	 
REQUEST	2099		WrongLogged Redirect 1	1590183550705	1590183551166	OK	 
REQUEST	2069		RightLogged Redirect 1	1590183550684	1590183551187	OK	 
USER	AceptarAnuncioTestPositivo	3528	START	1590183551188	1590183551188
USER	AceptarAnuncioTestNegativo	3552	START	1590183551188	1590183551188
REQUEST	3516		Welcome	1590183550694	1590183551195	OK	 
REQUEST	2116		RightLogged Redirect 1	1590183551127	1590183551196	OK	 
REQUEST	2073		RightLogged Redirect 1	1590183550715	1590183551202	OK	 
REQUEST	2098		WrongLogged Redirect 1	1590183550697	1590183551203	OK	 
REQUEST	2096		WrongLogged Redirect 1	1590183550706	1590183551207	OK	 
REQUEST	1637		WrongLogged Redirect 1	1590183550706	1590183551209	OK	 
USER	AceptarAnuncioTestNegativo	735	END	1590183494494	1590183551211
USER	AceptarAnuncioTestNegativo	3578	START	1590183551212	1590183551212
USER	AceptarAnuncioTestPositivo	3553	START	1590183551212	1590183551212
REQUEST	225		AnuncioAccepted	1590183550707	1590183551222	OK	 
REQUEST	706		ShowAnuncio	1590183550707	1590183551222	OK	 
REQUEST	258		AnuncioAccepted	1590183550708	1590183551224	OK	 
REQUEST	2117		RightLogged	1590183550730	1590183551226	OK	 
REQUEST	2074		RightLogged Redirect 1	1590183550726	1590183551227	OK	 
REQUEST	1283		Forbidden	1590183550670	1590183551227	OK	 
REQUEST	3540		Welcome	1590183550694	1590183551227	OK	 
REQUEST	3081		WrongLogin	1590183550730	1590183551228	OK	 
REQUEST	2141		WrongLogged	1590183550730	1590183551228	OK	 
REQUEST	1938		WrongLogged Redirect 1	1590183547540	1590183551234	OK	 
REQUEST	272		AnuncioAccepted	1590183550730	1590183551234	OK	 
REQUEST	3541		Welcome	1590183550730	1590183551240	OK	 
REQUEST	256		AnuncioAccepted	1590183550730	1590183551241	OK	 
REQUEST	1264		MyAnuncios	1590183550736	1590183551245	OK	 
REQUEST	2092		WrongLogged Redirect 1	1590183550739	1590183551245	OK	 
USER	AceptarAnuncioTestPositivo	3554	START	1590183551254	1590183551254
USER	AceptarAnuncioTestNegativo	3579	START	1590183551254	1590183551254
REQUEST	229		AnuncioAccepted	1590183550730	1590183551262	OK	 
REQUEST	3147		Welcome	1590183543005	1590183551262	OK	 
REQUEST	1251		Forbidden	1590183550194	1590183551263	OK	 
REQUEST	1262		MyAnuncios	1590183550752	1590183551267	OK	 
REQUEST	3517		Welcome	1590183550730	1590183551270	OK	 
REQUEST	766		MyAnuncios	1590183540824	1590183551272	OK	 
REQUEST	1265		MyAnuncios	1590183550755	1590183551276	OK	 
REQUEST	2118		RightLogged	1590183550773	1590183551277	OK	 
REQUEST	1290		Forbidden	1590183550773	1590183551282	OK	 
REQUEST	259		AnuncioAccepted	1590183550736	1590183551286	OK	 
REQUEST	1641		WrongLogged Redirect 1	1590183550744	1590183551287	OK	 
USER	AceptarAnuncioTestPositivo	3555	START	1590183551292	1590183551292
USER	AceptarAnuncioTestNegativo	3580	START	1590183551293	1590183551293
REQUEST	262		AnuncioAccepted	1590183550773	1590183551303	OK	 
REQUEST	2142		WrongLogged	1590183550773	1590183551305	OK	 
REQUEST	1596		WrongLogged Redirect 1	1590183544309	1590183551315	OK	 
REQUEST	1261		MyAnuncios	1590183550773	1590183551317	OK	 
REQUEST	3518		Welcome	1590183550776	1590183551319	OK	 
REQUEST	3058		RightLogin	1590183550784	1590183551319	OK	 
REQUEST	1736		WrongLogged Redirect 1	1590183543096	1590183551323	OK	 
USER	AceptarAnuncioTestPositivo	3556	START	1590183551328	1590183551328
USER	AceptarAnuncioTestNegativo	3581	START	1590183551330	1590183551330
REQUEST	1287		Forbidden	1590183550752	1590183551338	OK	 
REQUEST	2101		WrongLogged Redirect 1	1590183550741	1590183551338	OK	 
REQUEST	1798		WrongLogged Redirect 1	1590183544472	1590183551344	OK	 
REQUEST	1286		Forbidden	1590183550773	1590183551345	OK	 
REQUEST	2119		RightLogged	1590183550799	1590183551345	OK	 
REQUEST	260		AnuncioAccepted	1590183550754	1590183551351	OK	 
REQUEST	2078		RightLogged Redirect 1	1590183550797	1590183551351	OK	 
REQUEST	3542		Welcome	1590183550776	1590183551359	OK	 
REQUEST	263		AnuncioAccepted	1590183550777	1590183551363	OK	 
REQUEST	2143		WrongLogged	1590183550812	1590183551364	OK	 
REQUEST	3504		Welcome	1590183550223	1590183551366	OK	 
REQUEST	3084		WrongLogin	1590183550817	1590183551368	OK	 
REQUEST	3028		RightLogin	1590183550815	1590183551369	OK	 
REQUEST	2080		RightLogged Redirect 1	1590183550809	1590183551371	OK	 
REQUEST	3080		WrongLogin	1590183550817	1590183551372	OK	 
USER	AceptarAnuncioTestPositivo	3557	START	1590183551374	1590183551374
USER	AceptarAnuncioTestNegativo	3582	START	1590183551376	1590183551376
USER	AceptarAnuncioTestNegativo	736	END	1590183494534	1590183551379
USER	AceptarAnuncioTestNegativo	730	END	1590183494305	1590183551380
REQUEST	2103		WrongLogged Redirect 1	1590183550799	1590183551391	OK	 
REQUEST	2104		WrongLogged Redirect 1	1590183550790	1590183551392	OK	 
REQUEST	2120		RightLogged	1590183550837	1590183551393	OK	 
REQUEST	3057		RightLogin	1590183550818	1590183551393	OK	 
REQUEST	2144		WrongLogged	1590183550837	1590183551393	OK	 
REQUEST	2079		RightLogged Redirect 1	1590183550789	1590183551399	OK	 
