ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerMisLocalesTest	vermislocalestest	1590170291982	 	3.3.1
USER	VerMisLocalesPositivoTest	3055	START	1590170354825	1590170354825
USER	VerMisLocalesNegativoTest	3081	START	1590170354827	1590170354827
USER	VerMisLocalesNegativoTest	3082	START	1590170354829	1590170354829
USER	VerMisLocalesNegativoTest	3083	START	1590170354831	1590170354831
USER	VerMisLocalesPositivoTest	377	END	1590170301699	1590170354839
USER	VerMisLocalesPositivoTest	3028	START	1590170354842	1590170354842
USER	VerMisLocalesNegativoTest	3052	START	1590170354844	1590170354844
USER	VerMisLocalesPositivoTest	379	END	1590170301777	1590170354858
USER	VerMisLocalesPositivoTest	405	END	1590170301784	1590170354859
REQUEST	1609		RightLogged Redirect 1	1590170354058	1590170354870	OK	 
REQUEST	758		MyLocales	1590170354155	1590170354873	OK	 
REQUEST	1611		RightLogged	1590170354166	1590170354876	OK	 
REQUEST	3012		Welcome	1590170354161	1590170354881	OK	 
REQUEST	756		MyLocales	1590170354127	1590170354882	OK	 
REQUEST	1612		RightLogged	1590170354206	1590170354885	OK	 
REQUEST	2568		RightLogin	1590170354532	1590170354925	OK	 
REQUEST	2593		WrongLogin	1590170354534	1590170354927	OK	 
REQUEST	794		Forbidden	1590170354557	1590170354940	OK	 
REQUEST	2569		RightLogin	1590170354570	1590170354943	OK	 
REQUEST	2594		WrongLogin	1590170354573	1590170354945	OK	 
REQUEST	2570		RightLogin	1590170354587	1590170354948	OK	 
REQUEST	2595		WrongLogin	1590170354594	1590170354951	OK	 
REQUEST	2571		RightLogin	1590170354614	1590170354953	OK	 
REQUEST	795		Forbidden	1590170354560	1590170354954	OK	 
REQUEST	2596		WrongLogin	1590170354623	1590170354956	OK	 
REQUEST	2597		WrongLogin	1590170354679	1590170354961	OK	 
REQUEST	2572		RightLogin	1590170354682	1590170354961	OK	 
REQUEST	2573		RightLogin	1590170354684	1590170354964	OK	 
REQUEST	2598		WrongLogin	1590170354706	1590170354966	OK	 
REQUEST	2574		RightLogin	1590170354712	1590170354967	OK	 
REQUEST	2599		WrongLogin	1590170354715	1590170354967	OK	 
REQUEST	2575		RightLogin	1590170354800	1590170354971	OK	 
REQUEST	796		Forbidden	1590170354628	1590170354971	OK	 
REQUEST	2600		WrongLogin	1590170354806	1590170354973	OK	 
REQUEST	2576		RightLogin	1590170354810	1590170354974	OK	 
REQUEST	2601		WrongLogin	1590170354814	1590170354974	OK	 
REQUEST	2602		WrongLogin	1590170354840	1590170354976	OK	 
REQUEST	2577		RightLogin	1590170354841	1590170354976	OK	 
REQUEST	2628		WrongLogin	1590170354848	1590170354977	OK	 
REQUEST	2603		RightLogin	1590170354848	1590170354978	OK	 
REQUEST	2629		WrongLogin	1590170354855	1590170354979	OK	 
REQUEST	2604		RightLogin	1590170354854	1590170354979	OK	 
USER	VerMisLocalesPositivoTest	378	END	1590170301729	1590170354984
USER	VerMisLocalesPositivoTest	406	END	1590170301826	1590170354985
REQUEST	801		Forbidden	1590170354813	1590170354986	OK	 
USER	VerMisLocalesPositivoTest	3056	START	1590170354987	1590170354987
USER	VerMisLocalesPositivoTest	407	END	1590170301859	1590170354988
USER	VerMisLocalesNegativoTest	3084	START	1590170354989	1590170354989
USER	VerMisLocalesPositivoTest	3057	START	1590170354992	1590170354992
USER	VerMisLocalesNegativoTest	3085	START	1590170354993	1590170354993
USER	VerMisLocalesPositivoTest	409	END	1590170301939	1590170354995
USER	VerMisLocalesPositivoTest	408	END	1590170301899	1590170354995
USER	VerMisLocalesPositivoTest	3058	START	1590170354995	1590170354995
USER	VerMisLocalesNegativoTest	3086	START	1590170354995	1590170354995
REQUEST	1636		WrongLogged Redirect 1	1590170354126	1590170354999	OK	 
REQUEST	1635		WrongLogged Redirect 1	1590170354093	1590170354999	OK	 
REQUEST	1638		WrongLogged	1590170354232	1590170355001	OK	 
REQUEST	761		MyLocales	1590170354208	1590170355004	OK	 
REQUEST	3035		Welcome	1590170354118	1590170355006	OK	 
REQUEST	757		MyLocales	1590170354203	1590170355008	OK	 
REQUEST	1613		RightLogged	1590170354260	1590170355009	OK	 
REQUEST	1610		RightLogged Redirect 1	1590170354096	1590170355010	OK	 
REQUEST	1611		RightLogged Redirect 1	1590170354876	1590170355010	OK	 
REQUEST	1614		RightLogged	1590170354357	1590170355010	OK	 
REQUEST	1639		WrongLogged	1590170354355	1590170355010	OK	 
REQUEST	3011		Welcome	1590170354112	1590170355012	OK	 
REQUEST	3034		Welcome	1590170354068	1590170355012	OK	 
REQUEST	3010		Welcome	1590170354063	1590170355013	OK	 
REQUEST	1640		WrongLogged	1590170354390	1590170355013	OK	 
REQUEST	1641		WrongLogged	1590170354424	1590170355014	OK	 
REQUEST	1616		RightLogged	1590170354440	1590170355014	OK	 
REQUEST	762		MyLocales	1590170354243	1590170355015	OK	 
REQUEST	3037		Welcome	1590170354227	1590170355016	OK	 
REQUEST	1617		RightLogged	1590170354511	1590170355017	OK	 
REQUEST	1637		WrongLogged	1590170354188	1590170355017	OK	 
REQUEST	760		MyLocales	1590170354263	1590170355019	OK	 
REQUEST	3015		Welcome	1590170354360	1590170355019	OK	 
REQUEST	767		MyLocales	1590170354516	1590170355022	OK	 
REQUEST	3039		Welcome	1590170354368	1590170355023	OK	 
REQUEST	1643		WrongLogged	1590170354530	1590170355023	OK	 
REQUEST	1618		RightLogged	1590170354540	1590170355023	OK	 
REQUEST	3018		Welcome	1590170354519	1590170355024	OK	 
REQUEST	3036		Welcome	1590170354167	1590170355024	OK	 
REQUEST	3014		Welcome	1590170354248	1590170355024	OK	 
REQUEST	1619		RightLogged	1590170354565	1590170355025	OK	 
REQUEST	3016		Welcome	1590170354409	1590170355025	OK	 
REQUEST	1620		RightLogged	1590170354597	1590170355026	OK	 
REQUEST	3017		Welcome	1590170354443	1590170355027	OK	 
REQUEST	3013		Welcome	1590170354221	1590170355027	OK	 
REQUEST	3040		Welcome	1590170354415	1590170355027	OK	 
REQUEST	1646		WrongLogged	1590170354620	1590170355028	OK	 
REQUEST	3038		Welcome	1590170354254	1590170355028	OK	 
REQUEST	1621		RightLogged	1590170354647	1590170355028	OK	 
REQUEST	768		MyLocales	1590170354543	1590170355029	OK	 
REQUEST	769		MyLocales	1590170354562	1590170355029	OK	 
REQUEST	771		MyLocales	1590170354652	1590170355030	OK	 
REQUEST	3042		Welcome	1590170354524	1590170355031	OK	 
REQUEST	1622		RightLogged	1590170354691	1590170355031	OK	 
REQUEST	1648		WrongLogged	1590170354693	1590170355031	OK	 
REQUEST	770		MyLocales	1590170354626	1590170355031	OK	 
REQUEST	1649		WrongLogged	1590170354720	1590170355032	OK	 
REQUEST	3022		Welcome	1590170354635	1590170355033	OK	 
REQUEST	772		MyLocales	1590170354670	1590170355033	OK	 
REQUEST	1650		WrongLogged	1590170354742	1590170355033	OK	 
REQUEST	3020		Welcome	1590170354576	1590170355034	OK	 
REQUEST	1624		RightLogged	1590170354739	1590170355034	OK	 
REQUEST	3047		Welcome	1590170354664	1590170355035	OK	 
REQUEST	3045		Welcome	1590170354608	1590170355035	OK	 
REQUEST	774		MyLocales	1590170354745	1590170355036	OK	 
REQUEST	773		MyLocales	1590170354725	1590170355036	OK	 
REQUEST	1651		WrongLogged	1590170354812	1590170355036	OK	 
REQUEST	2607		RightLogin	1590170354991	1590170355044	OK	 
REQUEST	2630		WrongLogin	1590170354982	1590170355045	OK	 
REQUEST	2631		WrongLogin	1590170354990	1590170355047	OK	 
REQUEST	2632		WrongLogin	1590170354991	1590170355047	OK	 
REQUEST	2633		WrongLogin	1590170354995	1590170355048	OK	 
REQUEST	2606		RightLogin	1590170354990	1590170355048	OK	 
REQUEST	2605		RightLogin	1590170354983	1590170355048	OK	 
REQUEST	2608		RightLogin	1590170354994	1590170355050	OK	 
USER	VerMisLocalesPositivoTest	3059	START	1590170355074	1590170355074
USER	VerMisLocalesNegativoTest	3087	START	1590170355078	1590170355078
REQUEST	799		Forbidden	1590170354722	1590170355079	OK	 
REQUEST	2634		WrongLogin	1590170355081	1590170355083	OK	 
REQUEST	2609		RightLogin	1590170355084	1590170355085	OK	 
USER	VerMisLocalesPositivoTest	410	END	1590170301979	1590170355086
USER	VerMisLocalesPositivoTest	3060	START	1590170355089	1590170355089
USER	VerMisLocalesNegativoTest	3088	START	1590170355094	1590170355094
REQUEST	2610		RightLogin	1590170355094	1590170355097	OK	 
REQUEST	2635		WrongLogin	1590170355094	1590170355098	OK	 
REQUEST	2611		RightLogin	1590170355099	1590170355100	OK	 
REQUEST	2636		WrongLogin	1590170355101	1590170355103	OK	 
USER	VerMisLocalesPositivoTest	3061	START	1590170355103	1590170355103
USER	VerMisLocalesNegativoTest	3089	START	1590170355104	1590170355104
USER	VerMisLocalesPositivoTest	412	END	1590170302068	1590170355113
USER	VerMisLocalesPositivoTest	411	END	1590170302022	1590170355113
REQUEST	800		Forbidden	1590170354747	1590170355119	OK	 
REQUEST	803		Forbidden	1590170354846	1590170355134	OK	 
REQUEST	835		Forbidden	1590170355094	1590170355139	OK	 
REQUEST	2612		RightLogin	1590170355144	1590170355146	OK	 
REQUEST	832		Forbidden	1590170354996	1590170355148	OK	 
REQUEST	831		Forbidden	1590170354993	1590170355149	OK	 
REQUEST	830		Forbidden	1590170354985	1590170355152	OK	 
REQUEST	2637		WrongLogin	1590170355151	1590170355153	OK	 
REQUEST	829		Forbidden	1590170354982	1590170355154	OK	 
USER	VerMisLocalesPositivoTest	413	END	1590170302099	1590170355156
USER	VerMisLocalesPositivoTest	3062	START	1590170355157	1590170355157
USER	VerMisLocalesNegativoTest	3090	START	1590170355158	1590170355158
REQUEST	802		Forbidden	1590170354836	1590170355168	OK	 
REQUEST	804		Forbidden	1590170354850	1590170355176	OK	 
REQUEST	797		Forbidden	1590170354655	1590170355183	OK	 
USER	VerMisLocalesPositivoTest	3063	START	1590170355183	1590170355183
USER	VerMisLocalesPositivoTest	414	END	1590170302148	1590170355183
USER	VerMisLocalesNegativoTest	3091	START	1590170355186	1590170355186
REQUEST	2638		WrongLogin	1590170355191	1590170355193	OK	 
REQUEST	2613		RightLogin	1590170355191	1590170355194	OK	 
REQUEST	834		Forbidden	1590170355089	1590170355197	OK	 
REQUEST	833		Forbidden	1590170355086	1590170355199	OK	 
REQUEST	837		Forbidden	1590170355180	1590170355211	OK	 
REQUEST	798		Forbidden	1590170354677	1590170355215	OK	 
REQUEST	2614		RightLogin	1590170355218	1590170355219	OK	 
REQUEST	836		Forbidden	1590170355159	1590170355223	OK	 
USER	VerMisLocalesPositivoTest	3064	START	1590170355225	1590170355225
USER	VerMisLocalesNegativoTest	3092	START	1590170355225	1590170355225
REQUEST	2639		WrongLogin	1590170355225	1590170355227	OK	 
REQUEST	3021		Welcome	1590170354603	1590170355231	OK	 
REQUEST	3023		Welcome	1590170354658	1590170355234	OK	 
REQUEST	3044		Welcome	1590170354581	1590170355234	OK	 
REQUEST	775		MyLocales	1590170354812	1590170355238	OK	 
REQUEST	838		Forbidden	1590170355218	1590170355239	OK	 
REQUEST	1652		WrongLogged	1590170354835	1590170355239	OK	 
REQUEST	3049		Welcome	1590170354734	1590170355244	OK	 
REQUEST	776		MyLocales	1590170354837	1590170355246	OK	 
REQUEST	1653		WrongLogged	1590170354851	1590170355248	OK	 
REQUEST	839		Forbidden	1590170355225	1590170355249	OK	 
REQUEST	2640		WrongLogin	1590170355251	1590170355253	OK	 
REQUEST	2615		RightLogin	1590170355250	1590170355252	OK	 
REQUEST	3055		Welcome	1590170354825	1590170355256	OK	 
REQUEST	3024		Welcome	1590170354696	1590170355256	OK	 
REQUEST	1628		RightLogged	1590170354853	1590170355257	OK	 
REQUEST	3028		Welcome	1590170354842	1590170355263	OK	 
REQUEST	3026		Welcome	1590170354808	1590170355263	OK	 
REQUEST	777		MyLocales	1590170354848	1590170355264	OK	 
REQUEST	1654		WrongLogged	1590170354855	1590170355265	OK	 
REQUEST	1655		RightLogged	1590170354856	1590170355266	OK	 
REQUEST	1656		RightLogged	1590170354860	1590170355267	OK	 
REQUEST	1681		WrongLogged	1590170354861	1590170355267	OK	 
USER	VerMisLocalesPositivoTest	3065	START	1590170355268	1590170355268
USER	VerMisLocalesNegativoTest	3093	START	1590170355270	1590170355270
USER	VerMisLocalesPositivoTest	415	END	1590170302185	1590170355274
REQUEST	3052		Welcome	1590170354844	1590170355277	OK	 
REQUEST	3051		Welcome	1590170354818	1590170355277	OK	 
USER	VerMisLocalesPositivoTest	416	END	1590170302231	1590170355279
REQUEST	766		MyLocales	1590170354488	1590170355282	OK	 
REQUEST	3081		Welcome	1590170354827	1590170355282	OK	 
REQUEST	764		MyLocales	1590170354375	1590170355286	OK	 
REQUEST	1642		WrongLogged	1590170354513	1590170355287	OK	 
REQUEST	840		Forbidden	1590170355270	1590170355289	OK	 
REQUEST	1612		RightLogged Redirect 1	1590170354885	1590170355289	OK	 
REQUEST	1644		WrongLogged	1590170354567	1590170355290	OK	 
REQUEST	1645		WrongLogged	1590170354600	1590170355290	OK	 
REQUEST	1656		RightLogged Redirect 1	1590170355267	1590170355295	OK	 
REQUEST	1619		RightLogged Redirect 1	1590170355025	1590170355296	OK	 
REQUEST	1623		RightLogged	1590170354717	1590170355297	OK	 
USER	VerMisLocalesPositivoTest	417	END	1590170302268	1590170355300
USER	VerMisLocalesPositivoTest	3066	START	1590170355300	1590170355300
USER	VerMisLocalesNegativoTest	3094	START	1590170355302	1590170355302
REQUEST	3027		Welcome	1590170354816	1590170355306	OK	 
REQUEST	1681		WrongLogged Redirect 1	1590170355267	1590170355306	OK	 
REQUEST	3083		Welcome	1590170354832	1590170355307	OK	 
REQUEST	1625		RightLogged	1590170354808	1590170355308	OK	 
REQUEST	2616		RightLogin	1590170355310	1590170355312	OK	 
REQUEST	2641		WrongLogin	1590170355310	1590170355313	OK	 
REQUEST	1642		WrongLogged Redirect 1	1590170355287	1590170355322	OK	 
REQUEST	3054		Welcome	1590170354824	1590170355327	OK	 
REQUEST	1616		RightLogged Redirect 1	1590170355014	1590170355327	OK	 
REQUEST	1680		WrongLogged	1590170354852	1590170355329	OK	 
REQUEST	3048		Welcome	1590170354701	1590170355339	OK	 
REQUEST	805		MyLocales	1590170354982	1590170355340	OK	 
REQUEST	809		MyLocales	1590170354995	1590170355341	OK	 
REQUEST	1658		RightLogged	1590170354991	1590170355341	OK	 
USER	VerMisLocalesNegativoTest	3095	START	1590170355342	1590170355342
USER	VerMisLocalesPositivoTest	3067	START	1590170355342	1590170355342
REQUEST	1622		RightLogged Redirect 1	1590170355031	1590170355348	OK	 
REQUEST	3082		Welcome	1590170354829	1590170355348	OK	 
REQUEST	1659		RightLogged	1590170354994	1590170355349	OK	 
REQUEST	1683		WrongLogged	1590170354990	1590170355350	OK	 
REQUEST	1684		WrongLogged	1590170354994	1590170355351	OK	 
REQUEST	2617		RightLogin	1590170355351	1590170355353	OK	 
REQUEST	2642		WrongLogin	1590170355351	1590170355354	OK	 
REQUEST	3053		Welcome	1590170354822	1590170355359	OK	 
REQUEST	841		Forbidden	1590170355335	1590170355363	OK	 
REQUEST	1641		WrongLogged Redirect 1	1590170355014	1590170355368	OK	 
REQUEST	1637		WrongLogged Redirect 1	1590170355017	1590170355368	OK	 
REQUEST	808		MyLocales	1590170354994	1590170355371	OK	 
REQUEST	842		Forbidden	1590170355351	1590170355373	OK	 
REQUEST	3084		Welcome	1590170354989	1590170355376	OK	 
USER	VerMisLocalesPositivoTest	418	END	1590170302307	1590170355377
REQUEST	2618		RightLogin	1590170355377	1590170355379	OK	 
USER	VerMisLocalesPositivoTest	3068	START	1590170355380	1590170355380
REQUEST	2643		WrongLogin	1590170355380	1590170355383	OK	 
USER	VerMisLocalesNegativoTest	3096	START	1590170355384	1590170355384
REQUEST	1614		RightLogged Redirect 1	1590170355011	1590170355389	OK	 
REQUEST	807		MyLocales	1590170354993	1590170355389	OK	 
REQUEST	1638		WrongLogged Redirect 1	1590170355001	1590170355393	OK	 
REQUEST	1651		WrongLogged Redirect 1	1590170355036	1590170355394	OK	 
REQUEST	3057		Welcome	1590170354992	1590170355397	OK	 
REQUEST	3085		Welcome	1590170354993	1590170355397	OK	 
REQUEST	1649		WrongLogged Redirect 1	1590170355032	1590170355398	OK	 
REQUEST	1643		WrongLogged Redirect 1	1590170355023	1590170355400	OK	 
REQUEST	1620		RightLogged Redirect 1	1590170355026	1590170355402	OK	 
REQUEST	1617		RightLogged Redirect 1	1590170355017	1590170355404	OK	 
REQUEST	1640		WrongLogged Redirect 1	1590170355013	1590170355405	OK	 
REQUEST	1660		RightLogged	1590170355073	1590170355406	OK	 
REQUEST	1685		WrongLogged	1590170355073	1590170355406	OK	 
REQUEST	1639		WrongLogged Redirect 1	1590170355011	1590170355408	OK	 
REQUEST	1686		WrongLogged	1590170355088	1590170355408	OK	 
USER	VerMisLocalesPositivoTest	3069	START	1590170355419	1590170355419
USER	VerMisLocalesNegativoTest	3097	START	1590170355422	1590170355422
REQUEST	843		Forbidden	1590170355412	1590170355430	OK	 
REQUEST	1618		RightLogged Redirect 1	1590170355023	1590170355433	OK	 
REQUEST	1646		WrongLogged Redirect 1	1590170355028	1590170355433	OK	 
REQUEST	1662		RightLogged	1590170355097	1590170355435	OK	 
REQUEST	1687		WrongLogged	1590170355099	1590170355435	OK	 
REQUEST	1648		WrongLogged Redirect 1	1590170355031	1590170355438	OK	 
REQUEST	3058		Welcome	1590170354995	1590170355439	OK	 
REQUEST	3056		Welcome	1590170354988	1590170355439	OK	 
REQUEST	1688		WrongLogged	1590170355130	1590170355440	OK	 
REQUEST	1624		RightLogged Redirect 1	1590170355034	1590170355443	OK	 
REQUEST	1621		RightLogged Redirect 1	1590170355028	1590170355444	OK	 
REQUEST	812		MyLocales	1590170355162	1590170355444	OK	 
REQUEST	1685		WrongLogged Redirect 1	1590170355406	1590170355446	OK	 
REQUEST	1689		WrongLogged	1590170355180	1590170355446	OK	 
USER	VerMisLocalesPositivoTest	419	END	1590170302354	1590170355448
REQUEST	1662		RightLogged Redirect 1	1590170355435	1590170355451	OK	 
REQUEST	2644		WrongLogin	1590170355449	1590170355451	OK	 
REQUEST	2619		RightLogin	1590170355449	1590170355453	OK	 
REQUEST	3062		Welcome	1590170355157	1590170355457	OK	 
REQUEST	820		MyLocales	1590170355449	1590170355457	OK	 
REQUEST	811		MyLocales	1590170355094	1590170355462	OK	 
REQUEST	813		MyLocales	1590170355181	1590170355462	OK	 
REQUEST	3091		Welcome	1590170355186	1590170355462	OK	 
REQUEST	844		Forbidden	1590170355449	1590170355463	OK	 
REQUEST	1626		RightLogged	1590170354836	1590170355464	OK	 
REQUEST	1627		RightLogged	1590170354850	1590170355465	OK	 
USER	VerMisLocalesPositivoTest	421	END	1590170302419	1590170355467
USER	VerMisLocalesPositivoTest	3070	START	1590170355469	1590170355469
USER	VerMisLocalesNegativoTest	3098	START	1590170355469	1590170355469
USER	VerMisLocalesPositivoTest	420	END	1590170302388	1590170355473
REQUEST	1688		WrongLogged Redirect 1	1590170355440	1590170355476	OK	 
REQUEST	814		MyLocales	1590170355216	1590170355476	OK	 
REQUEST	3060		Welcome	1590170355090	1590170355479	OK	 
REQUEST	1660		RightLogged Redirect 1	1590170355406	1590170355480	OK	 
REQUEST	3064		Welcome	1590170355225	1590170355482	OK	 
REQUEST	778		MyLocales	1590170354852	1590170355483	OK	 
REQUEST	1615		RightLogged	1590170354388	1590170355483	OK	 
REQUEST	815		MyLocales	1590170355224	1590170355487	OK	 
REQUEST	1628		RightLogged Redirect 1	1590170355257	1590170355487	OK	 
REQUEST	765		MyLocales	1590170354437	1590170355491	OK	 
REQUEST	759		MyLocales	1590170354246	1590170355491	OK	 
REQUEST	806		MyLocales	1590170354862	1590170355492	OK	 
REQUEST	1653		WrongLogged Redirect 1	1590170355248	1590170355494	OK	 
REQUEST	2620		RightLogin	1590170355499	1590170355501	OK	 
REQUEST	2645		WrongLogin	1590170355502	1590170355504	OK	 
USER	VerMisLocalesPositivoTest	3071	START	1590170355505	1590170355505
USER	VerMisLocalesNegativoTest	3099	START	1590170355508	1590170355508
REQUEST	845		Forbidden	1590170355495	1590170355517	OK	 
USER	VerMisLocalesPositivoTest	422	END	1590170302463	1590170355521
REQUEST	2646		WrongLogin	1590170355519	1590170355523	OK	 
REQUEST	2621		RightLogin	1590170355520	1590170355523	OK	 
REQUEST	3063		Welcome	1590170355184	1590170355527	OK	 
REQUEST	3065		Welcome	1590170355268	1590170355527	OK	 
REQUEST	2647		WrongLogin	1590170355529	1590170355531	OK	 
REQUEST	2622		RightLogin	1590170355529	1590170355532	OK	 
REQUEST	1652		WrongLogged Redirect 1	1590170355239	1590170355535	OK	 
REQUEST	763		MyLocales	1590170354327	1590170355536	OK	 
REQUEST	1654		WrongLogged Redirect 1	1590170355266	1590170355538	OK	 
REQUEST	1647		WrongLogged	1590170354649	1590170355540	OK	 
USER	VerMisLocalesPositivoTest	3072	START	1590170355543	1590170355543
USER	VerMisLocalesNegativoTest	3100	START	1590170355546	1590170355546
USER	VerMisLocalesPositivoTest	423	END	1590170302511	1590170355550
REQUEST	816		MyLocales	1590170355268	1590170355552	OK	 
REQUEST	3019		Welcome	1590170354546	1590170355552	OK	 
REQUEST	1667		RightLogged	1590170355298	1590170355555	OK	 
REQUEST	1692		WrongLogged	1590170355298	1590170355555	OK	 
REQUEST	846		Forbidden	1590170355529	1590170355557	OK	 
REQUEST	1655		RightLogged Redirect 1	1590170355266	1590170355561	OK	 
REQUEST	3046		Welcome	1590170354641	1590170355562	OK	 
REQUEST	1682		WrongLogged	1590170354987	1590170355563	OK	 
REQUEST	1668		RightLogged	1590170355332	1590170355564	OK	 
REQUEST	1644		WrongLogged Redirect 1	1590170355290	1590170355567	OK	 
REQUEST	3093		Welcome	1590170355270	1590170355570	OK	 
REQUEST	1667		RightLogged Redirect 1	1590170355555	1590170355571	OK	 
REQUEST	1645		WrongLogged Redirect 1	1590170355290	1590170355573	OK	 
REQUEST	1680		WrongLogged Redirect 1	1590170355329	1590170355576	OK	 
REQUEST	3025		Welcome	1590170354728	1590170355579	OK	 
USER	VerMisLocalesPositivoTest	3073	START	1590170355585	1590170355585
REQUEST	2648		WrongLogin	1590170355584	1590170355587	OK	 
REQUEST	847		Forbidden	1590170355575	1590170355589	OK	 
REQUEST	2623		RightLogin	1590170355584	1590170355590	OK	 
USER	VerMisLocalesNegativoTest	3101	START	1590170355591	1590170355591
REQUEST	3066		Welcome	1590170355300	1590170355593	OK	 
REQUEST	1682		WrongLogged Redirect 1	1590170355563	1590170355596	OK	 
REQUEST	1668		RightLogged Redirect 1	1590170355564	1590170355596	OK	 
REQUEST	823		MyLocales	1590170355575	1590170355598	OK	 
REQUEST	3043		Welcome	1590170354552	1590170355601	OK	 
REQUEST	3092		Welcome	1590170355226	1590170355601	OK	 
REQUEST	1683		WrongLogged Redirect 1	1590170355350	1590170355604	OK	 
REQUEST	3095		Welcome	1590170355343	1590170355605	OK	 
REQUEST	818		MyLocales	1590170355380	1590170355608	OK	 
REQUEST	1661		RightLogged	1590170355089	1590170355609	OK	 
USER	VerMisLocalesPositivoTest	424	END	1590170302539	1590170355613
REQUEST	2624		RightLogin	1590170355614	1590170355616	OK	 
REQUEST	2649		WrongLogin	1590170355614	1590170355618	OK	 
USER	VerMisLocalesPositivoTest	3074	START	1590170355619	1590170355619
USER	VerMisLocalesNegativoTest	3102	START	1590170355619	1590170355619
REQUEST	810		MyLocales	1590170355089	1590170355625	OK	 
REQUEST	1613		RightLogged Redirect 1	1590170355009	1590170355625	OK	 
REQUEST	1669		RightLogged	1590170355416	1590170355628	OK	 
REQUEST	1670		RightLogged	1590170355417	1590170355629	OK	 
REQUEST	848		Forbidden	1590170355608	1590170355629	OK	 
REQUEST	3059		Welcome	1590170355075	1590170355631	OK	 
REQUEST	1659		RightLogged Redirect 1	1590170355349	1590170355632	OK	 
REQUEST	3086		Welcome	1590170354996	1590170355635	OK	 
REQUEST	3087		Welcome	1590170355078	1590170355637	OK	 
REQUEST	1684		WrongLogged Redirect 1	1590170355351	1590170355638	OK	 
REQUEST	3067		Welcome	1590170355343	1590170355640	OK	 
REQUEST	1663		RightLogged	1590170355128	1590170355640	OK	 
REQUEST	1664		RightLogged	1590170355179	1590170355642	OK	 
REQUEST	1665		RightLogged	1590170355221	1590170355642	OK	 
USER	VerMisLocalesPositivoTest	425	END	1590170302585	1590170355644
REQUEST	3068		Welcome	1590170355381	1590170355646	OK	 
REQUEST	1690		WrongLogged	1590170355222	1590170355647	OK	 
REQUEST	1691		WrongLogged	1590170355250	1590170355647	OK	 
REQUEST	1666		RightLogged	1590170355250	1590170355647	OK	 
REQUEST	3096		Welcome	1590170355384	1590170355652	OK	 
REQUEST	1663		RightLogged Redirect 1	1590170355640	1590170355652	OK	 
REQUEST	3097		Welcome	1590170355423	1590170355653	OK	 
REQUEST	3089		Welcome	1590170355104	1590170355653	OK	 
REQUEST	1672		RightLogged	1590170355493	1590170355654	OK	 
REQUEST	1686		WrongLogged Redirect 1	1590170355408	1590170355658	OK	 
REQUEST	3090		Welcome	1590170355158	1590170355658	OK	 
REQUEST	3061		Welcome	1590170355103	1590170355660	OK	 
REQUEST	1673		RightLogged	1590170355519	1590170355661	OK	 
REQUEST	1698		WrongLogged	1590170355519	1590170355661	OK	 
REQUEST	821		MyLocales	1590170355470	1590170355664	OK	 
REQUEST	3071		Welcome	1590170355505	1590170355668	OK	 
REQUEST	822		MyLocales	1590170355529	1590170355668	OK	 
REQUEST	1615		RightLogged Redirect 1	1590170355484	1590170355669	OK	 
USER	VerMisLocalesPositivoTest	426	END	1590170302626	1590170355672
REQUEST	2650		WrongLogin	1590170355670	1590170355673	OK	 
USER	VerMisLocalesPositivoTest	3075	START	1590170355671	1590170355671
REQUEST	2625		RightLogin	1590170355670	1590170355674	OK	 
USER	VerMisLocalesNegativoTest	3103	START	1590170355676	1590170355676
REQUEST	1698		WrongLogged Redirect 1	1590170355662	1590170355683	OK	 
REQUEST	3041		Welcome	1590170354448	1590170355684	OK	 
REQUEST	1693		WrongLogged	1590170355332	1590170355685	OK	 
REQUEST	1626		RightLogged Redirect 1	1590170355465	1590170355689	OK	 
REQUEST	3099		Welcome	1590170355508	1590170355691	OK	 
REQUEST	1657		RightLogged	1590170354987	1590170355693	OK	 
REQUEST	1674		RightLogged	1590170355581	1590170355694	OK	 
REQUEST	1699		WrongLogged	1590170355583	1590170355696	OK	 
REQUEST	849		Forbidden	1590170355670	1590170355698	OK	 
REQUEST	1650		WrongLogged Redirect 1	1590170355033	1590170355699	OK	 
REQUEST	2626		RightLogin	1590170355702	1590170355704	OK	 
USER	VerMisLocalesPositivoTest	3076	START	1590170355705	1590170355705
REQUEST	2651		WrongLogin	1590170355704	1590170355706	OK	 
USER	VerMisLocalesNegativoTest	3104	START	1590170355707	1590170355707
USER	VerMisLocalesPositivoTest	427	END	1590170302664	1590170355712
REQUEST	1670		RightLogged Redirect 1	1590170355629	1590170355715	OK	 
REQUEST	1623		RightLogged Redirect 1	1590170355297	1590170355718	OK	 
REQUEST	1625		RightLogged Redirect 1	1590170355308	1590170355720	OK	 
REQUEST	1695		WrongLogged	1590170355417	1590170355722	OK	 
REQUEST	1694		WrongLogged	1590170355419	1590170355722	OK	 
REQUEST	3050		Welcome	1590170354808	1590170355725	OK	 
REQUEST	850		Forbidden	1590170355701	1590170355727	OK	 
REQUEST	3073		Welcome	1590170355586	1590170355730	OK	 
REQUEST	3069		Welcome	1590170355420	1590170355730	OK	 
REQUEST	1692		WrongLogged Redirect 1	1590170355555	1590170355730	OK	 
