ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarORechazarFiesta	aceptarorechazarfiesta	1590562783700	 	3.3.1
USER	AceptarFiesta	1657	START	1590562789318	1590562789318
USER	AceptarFiesta	1660	START	1590562789318	1590562789318
USER	DenegarFiesta	1855	START	1590562789318	1590562789318
USER	DenegarFiesta	1857	START	1590562789318	1590562789318
USER	DenegarFiesta	1854	START	1590562789318	1590562789318
USER	AceptarFiesta	1658	START	1590562789318	1590562789318
USER	DenegarFiesta	1856	START	1590562789318	1590562789318
REQUEST	1658		Home	1590562789318	1590562789323	OK	 
REQUEST	1659		Home	1590562789318	1590562789323	OK	 
REQUEST	1855		Home	1590562789318	1590562789323	OK	 
REQUEST	1856		Home	1590562789319	1590562789323	OK	 
REQUEST	1657		Home	1590562789318	1590562789325	OK	 
REQUEST	1854		Home	1590562789318	1590562789325	OK	 
REQUEST	1660		Home	1590562789318	1590562789325	OK	 
REQUEST	1857		Home	1590562789318	1590562789325	OK	 
USER	DenegarFiesta	1858	START	1590562789338	1590562789338
USER	DenegarFiesta	1859	START	1590562789338	1590562789338
USER	AceptarFiesta	1664	START	1590562789338	1590562789338
USER	AceptarFiesta	1662	START	1590562789338	1590562789338
USER	AceptarFiesta	1661	START	1590562789338	1590562789338
USER	DenegarFiesta	1861	START	1590562789338	1590562789338
USER	AceptarFiesta	1663	START	1590562789338	1590562789338
USER	DenegarFiesta	1860	START	1590562789338	1590562789338
REQUEST	1861		Home	1590562789338	1590562789343	OK	 
REQUEST	1860		Home	1590562789339	1590562789343	OK	 
REQUEST	1858		Home	1590562789338	1590562789343	OK	 
REQUEST	1859		Home	1590562789338	1590562789343	OK	 
REQUEST	1664		Home	1590562789338	1590562789344	OK	 
REQUEST	1663		Home	1590562789338	1590562789345	OK	 
REQUEST	1662		Home	1590562789338	1590562789346	OK	 
REQUEST	1661		Home	1590562789338	1590562789346	OK	 
USER	AceptarFiesta	1665	START	1590562789358	1590562789358
USER	DenegarFiesta	1863	START	1590562789358	1590562789358
USER	AceptarFiesta	1668	START	1590562789358	1590562789358
USER	DenegarFiesta	1862	START	1590562789358	1590562789358
USER	DenegarFiesta	1865	START	1590562789358	1590562789358
USER	AceptarFiesta	1666	START	1590562789358	1590562789358
USER	DenegarFiesta	1864	START	1590562789358	1590562789358
USER	AceptarFiesta	1667	START	1590562789358	1590562789358
REQUEST	1862		Home	1590562789358	1590562789365	OK	 
REQUEST	1865		Home	1590562789359	1590562789365	OK	 
REQUEST	1666		Home	1590562789359	1590562789365	OK	 
REQUEST	1665		Home	1590562789358	1590562789367	OK	 
REQUEST	1668		Home	1590562789358	1590562789367	OK	 
REQUEST	1667		Home	1590562789360	1590562789367	OK	 
REQUEST	1863		Home	1590562789358	1590562789368	OK	 
REQUEST	1864		Home	1590562789360	1590562789368	OK	 
USER	AceptarFiesta	1670	START	1590562789378	1590562789378
USER	DenegarFiesta	1867	START	1590562789378	1590562789378
USER	DenegarFiesta	1866	START	1590562789378	1590562789378
USER	AceptarFiesta	1672	START	1590562789379	1590562789379
USER	DenegarFiesta	1868	START	1590562789379	1590562789379
USER	DenegarFiesta	1869	START	1590562789379	1590562789379
USER	AceptarFiesta	1669	START	1590562789378	1590562789378
USER	AceptarFiesta	1671	START	1590562789378	1590562789378
REQUEST	1669		Home	1590562789379	1590562789383	OK	 
REQUEST	1867		Home	1590562789379	1590562789383	OK	 
REQUEST	1869		Home	1590562789379	1590562789383	OK	 
REQUEST	1868		Home	1590562789379	1590562789383	OK	 
REQUEST	1670		Home	1590562789379	1590562789383	OK	 
REQUEST	1671		Home	1590562789379	1590562789384	OK	 
REQUEST	1866		Home	1590562789379	1590562789385	OK	 
REQUEST	1672		Home	1590562789379	1590562789385	OK	 
USER	AceptarFiesta	1674	START	1590562789399	1590562789399
USER	DenegarFiesta	1871	START	1590562789399	1590562789399
USER	DenegarFiesta	1872	START	1590562789399	1590562789399
USER	AceptarFiesta	1673	START	1590562789399	1590562789399
USER	AceptarFiesta	1675	START	1590562789399	1590562789399
USER	DenegarFiesta	1873	START	1590562789399	1590562789399
USER	AceptarFiesta	1676	START	1590562789399	1590562789399
USER	DenegarFiesta	1870	START	1590562789399	1590562789399
REQUEST	1871		Home	1590562789399	1590562789403	OK	 
REQUEST	1873		Home	1590562789399	1590562789403	OK	 
REQUEST	1675		Home	1590562789399	1590562789403	OK	 
REQUEST	1676		Home	1590562789399	1590562789403	OK	 
REQUEST	1674		Home	1590562789399	1590562789404	OK	 
REQUEST	1872		Home	1590562789399	1590562789404	OK	 
REQUEST	1870		Home	1590562789400	1590562789405	OK	 
REQUEST	1673		Home	1590562789399	1590562789405	OK	 
USER	DenegarFiesta	1874	START	1590562789419	1590562789419
USER	AceptarFiesta	1678	START	1590562789419	1590562789419
USER	AceptarFiesta	1677	START	1590562789419	1590562789419
USER	AceptarFiesta	1679	START	1590562789419	1590562789419
USER	DenegarFiesta	1877	START	1590562789419	1590562789419
USER	DenegarFiesta	1875	START	1590562789419	1590562789419
USER	AceptarFiesta	1680	START	1590562789419	1590562789419
USER	DenegarFiesta	1876	START	1590562789419	1590562789419
REQUEST	1677		Home	1590562789419	1590562789423	OK	 
REQUEST	1680		Home	1590562789420	1590562789424	OK	 
REQUEST	1678		Home	1590562789419	1590562789424	OK	 
REQUEST	1679		Home	1590562789419	1590562789424	OK	 
REQUEST	1874		Home	1590562789419	1590562789425	OK	 
REQUEST	1877		Home	1590562789419	1590562789425	OK	 
REQUEST	1876		Home	1590562789420	1590562789425	OK	 
REQUEST	1875		Home	1590562789419	1590562789426	OK	 
USER	AceptarFiesta	1683	START	1590562789439	1590562789439
USER	DenegarFiesta	1879	START	1590562789439	1590562789439
USER	AceptarFiesta	1681	START	1590562789439	1590562789439
USER	DenegarFiesta	1878	START	1590562789439	1590562789439
USER	DenegarFiesta	1880	START	1590562789439	1590562789439
USER	DenegarFiesta	1881	START	1590562789439	1590562789439
USER	AceptarFiesta	1682	START	1590562789439	1590562789439
USER	AceptarFiesta	1684	START	1590562789439	1590562789439
REQUEST	1879		Home	1590562789439	1590562789443	OK	 
REQUEST	1880		Home	1590562789439	1590562789443	OK	 
REQUEST	1682		Home	1590562789439	1590562789443	OK	 
REQUEST	1878		Home	1590562789439	1590562789443	OK	 
REQUEST	1681		Home	1590562789439	1590562789443	OK	 
REQUEST	1683		Home	1590562789439	1590562789443	OK	 
REQUEST	1881		Home	1590562789440	1590562789444	OK	 
REQUEST	1684		Home	1590562789439	1590562789444	OK	 
USER	AceptarFiesta	1687	START	1590562789459	1590562789459
USER	AceptarFiesta	1688	START	1590562789459	1590562789459
USER	DenegarFiesta	1882	START	1590562789459	1590562789459
USER	AceptarFiesta	1686	START	1590562789459	1590562789459
USER	DenegarFiesta	1883	START	1590562789459	1590562789459
USER	DenegarFiesta	1884	START	1590562789459	1590562789459
USER	AceptarFiesta	1685	START	1590562789459	1590562789459
USER	DenegarFiesta	1885	START	1590562789460	1590562789460
REQUEST	1884		Home	1590562789460	1590562789463	OK	 
REQUEST	1882		Home	1590562789460	1590562789463	OK	 
REQUEST	1883		Home	1590562789460	1590562789463	OK	 
REQUEST	1685		Home	1590562789460	1590562789463	OK	 
REQUEST	1688		Home	1590562789460	1590562789463	OK	 
REQUEST	1885		Home	1590562789460	1590562789463	OK	 
REQUEST	1687		Home	1590562789460	1590562789463	OK	 
REQUEST	1686		Home	1590562789460	1590562789465	OK	 
USER	DenegarFiesta	1886	START	1590562789480	1590562789480
USER	AceptarFiesta	1690	START	1590562789480	1590562789480
USER	DenegarFiesta	1887	START	1590562789480	1590562789480
USER	AceptarFiesta	1691	START	1590562789480	1590562789480
USER	DenegarFiesta	1889	START	1590562789480	1590562789480
USER	DenegarFiesta	1888	START	1590562789480	1590562789480
USER	AceptarFiesta	1689	START	1590562789480	1590562789480
USER	AceptarFiesta	1692	START	1590562789480	1590562789480
REQUEST	1691		Home	1590562789480	1590562789484	OK	 
REQUEST	1689		Home	1590562789480	1590562789484	OK	 
REQUEST	1887		Home	1590562789480	1590562789484	OK	 
REQUEST	1888		Home	1590562789480	1590562789485	OK	 
REQUEST	1690		Home	1590562789480	1590562789486	OK	 
REQUEST	1889		Home	1590562789480	1590562789486	OK	 
REQUEST	1886		Home	1590562789480	1590562789486	OK	 
REQUEST	1692		Home	1590562789482	1590562789486	OK	 
USER	AceptarFiesta	1695	START	1590562789500	1590562789500
USER	DenegarFiesta	1890	START	1590562789500	1590562789500
USER	AceptarFiesta	1696	START	1590562789500	1590562789500
USER	DenegarFiesta	1892	START	1590562789500	1590562789500
USER	AceptarFiesta	1693	START	1590562789500	1590562789500
USER	DenegarFiesta	1893	START	1590562789501	1590562789501
USER	AceptarFiesta	1694	START	1590562789500	1590562789500
USER	DenegarFiesta	1891	START	1590562789500	1590562789500
REQUEST	1890		Home	1590562789501	1590562789504	OK	 
REQUEST	1695		Home	1590562789501	1590562789504	OK	 
REQUEST	1893		Home	1590562789501	1590562789504	OK	 
REQUEST	1891		Home	1590562789501	1590562789504	OK	 
REQUEST	1694		Home	1590562789501	1590562789504	OK	 
REQUEST	1693		Home	1590562789501	1590562789505	OK	 
REQUEST	1892		Home	1590562789501	1590562789505	OK	 
REQUEST	1696		Home	1590562789501	1590562789505	OK	 
USER	DenegarFiesta	1895	START	1590562789521	1590562789521
USER	AceptarFiesta	1697	START	1590562789521	1590562789521
USER	AceptarFiesta	1698	START	1590562789521	1590562789521
USER	AceptarFiesta	1699	START	1590562789521	1590562789521
USER	DenegarFiesta	1896	START	1590562789521	1590562789521
USER	DenegarFiesta	1894	START	1590562789521	1590562789521
USER	AceptarFiesta	1700	START	1590562789521	1590562789521
USER	DenegarFiesta	1897	START	1590562789521	1590562789521
REQUEST	1896		Home	1590562789521	1590562789525	OK	 
REQUEST	1697		Home	1590562789521	1590562789525	OK	 
REQUEST	1895		Home	1590562789521	1590562789525	OK	 
REQUEST	1700		Home	1590562789521	1590562789525	OK	 
REQUEST	1699		Home	1590562789521	1590562789526	OK	 
REQUEST	1897		Home	1590562789522	1590562789527	OK	 
REQUEST	1894		Home	1590562789521	1590562789527	OK	 
REQUEST	1698		Home	1590562789521	1590562789527	OK	 
USER	DenegarFiesta	1899	START	1590562789541	1590562789541
USER	AceptarFiesta	1704	START	1590562789541	1590562789541
USER	AceptarFiesta	1703	START	1590562789541	1590562789541
USER	DenegarFiesta	1900	START	1590562789541	1590562789541
USER	AceptarFiesta	1701	START	1590562789541	1590562789541
USER	DenegarFiesta	1901	START	1590562789541	1590562789541
USER	AceptarFiesta	1702	START	1590562789541	1590562789541
USER	DenegarFiesta	1898	START	1590562789541	1590562789541
REQUEST	1900		Home	1590562789541	1590562789552	OK	 
REQUEST	1901		Home	1590562789542	1590562789556	OK	 
REQUEST	1701		Home	1590562789541	1590562789556	OK	 
REQUEST	1898		Home	1590562789542	1590562789556	OK	 
REQUEST	1899		Home	1590562789541	1590562789556	OK	 
REQUEST	1704		Home	1590562789541	1590562789557	OK	 
REQUEST	1703		Home	1590562789541	1590562789557	OK	 
REQUEST	1702		Home	1590562789542	1590562789558	OK	 
USER	AceptarFiesta	1706	START	1590562789561	1590562789561
USER	DenegarFiesta	1902	START	1590562789561	1590562789561
USER	DenegarFiesta	1904	START	1590562789562	1590562789562
USER	DenegarFiesta	1905	START	1590562789562	1590562789562
USER	AceptarFiesta	1705	START	1590562789561	1590562789561
USER	DenegarFiesta	1903	START	1590562789561	1590562789561
USER	AceptarFiesta	1708	START	1590562789562	1590562789562
USER	AceptarFiesta	1707	START	1590562789561	1590562789561
REQUEST	1705		Home	1590562789562	1590562789571	OK	 
REQUEST	1902		Home	1590562789562	1590562789574	OK	 
REQUEST	1904		Home	1590562789562	1590562789574	OK	 
REQUEST	1903		Home	1590562789565	1590562789574	OK	 
REQUEST	1707		Home	1590562789562	1590562789576	OK	 
REQUEST	1708		Home	1590562789562	1590562789576	OK	 
REQUEST	1905		Home	1590562789562	1590562789577	OK	 
REQUEST	1706		Home	1590562789562	1590562789577	OK	 
USER	AceptarFiesta	1709	START	1590562789581	1590562789581
USER	DenegarFiesta	1906	START	1590562789582	1590562789582
USER	AceptarFiesta	1711	START	1590562789582	1590562789582
USER	AceptarFiesta	1712	START	1590562789582	1590562789582
USER	DenegarFiesta	1908	START	1590562789582	1590562789582
USER	AceptarFiesta	1710	START	1590562789582	1590562789582
USER	DenegarFiesta	1909	START	1590562789583	1590562789583
USER	DenegarFiesta	1907	START	1590562789582	1590562789582
REQUEST	1908		Home	1590562789583	1590562789587	OK	 
REQUEST	1909		Home	1590562789583	1590562789587	OK	 
REQUEST	1907		Home	1590562789584	1590562789588	OK	 
REQUEST	1709		Home	1590562789582	1590562789589	OK	 
REQUEST	1711		Home	1590562789582	1590562789589	OK	 
REQUEST	1906		Home	1590562789582	1590562789589	OK	 
REQUEST	1712		Home	1590562789582	1590562789590	OK	 
REQUEST	1710		Home	1590562789582	1590562789591	OK	 
USER	AceptarFiesta	1714	START	1590562789602	1590562789602
USER	DenegarFiesta	1910	START	1590562789602	1590562789602
USER	DenegarFiesta	1911	START	1590562789602	1590562789602
USER	AceptarFiesta	1716	START	1590562789602	1590562789602
USER	DenegarFiesta	1912	START	1590562789602	1590562789602
USER	AceptarFiesta	1715	START	1590562789602	1590562789602
USER	AceptarFiesta	1713	START	1590562789602	1590562789602
USER	DenegarFiesta	1913	START	1590562789603	1590562789603
REQUEST	1713		Home	1590562789602	1590562789606	OK	 
REQUEST	1910		Home	1590562789602	1590562789606	OK	 
REQUEST	1715		Home	1590562789602	1590562789606	OK	 
REQUEST	1911		Home	1590562789602	1590562789606	OK	 
REQUEST	1716		Home	1590562789602	1590562789606	OK	 
REQUEST	1714		Home	1590562789602	1590562789608	OK	 
REQUEST	1912		Home	1590562789602	1590562789608	OK	 
REQUEST	1913		Home	1590562789603	1590562789609	OK	 
USER	DenegarFiesta	1914	START	1590562789622	1590562789622
USER	AceptarFiesta	1718	START	1590562789622	1590562789622
USER	DenegarFiesta	1915	START	1590562789622	1590562789622
USER	DenegarFiesta	1916	START	1590562789623	1590562789623
USER	AceptarFiesta	1720	START	1590562789623	1590562789623
USER	AceptarFiesta	1719	START	1590562789623	1590562789623
USER	DenegarFiesta	1917	START	1590562789623	1590562789623
USER	AceptarFiesta	1717	START	1590562789622	1590562789622
REQUEST	1914		Home	1590562789622	1590562789627	OK	 
REQUEST	1916		Home	1590562789623	1590562789627	OK	 
REQUEST	1720		Home	1590562789623	1590562789627	OK	 
USER	DenegarFiesta	1919	START	1590562789628	1590562789628
USER	AceptarFiesta	1721	START	1590562789628	1590562789628
USER	DenegarFiesta	1918	START	1590562789628	1590562789628
USER	AceptarFiesta	1722	START	1590562789628	1590562789628
REQUEST	1718		Home	1590562789623	1590562789630	OK	 
REQUEST	1717		Home	1590562789625	1590562789630	OK	 
REQUEST	1917		Home	1590562789624	1590562789631	OK	 
REQUEST	1915		Home	1590562789623	1590562789633	OK	 
REQUEST	1722		Home	1590562789628	1590562789634	OK	 
REQUEST	1919		Home	1590562789628	1590562789634	OK	 
REQUEST	1918		Home	1590562789628	1590562789635	OK	 
REQUEST	1721		Home	1590562789628	1590562789635	OK	 
REQUEST	1719		Home	1590562789623	1590562789635	OK	 
USER	DenegarFiesta	1920	START	1590562789642	1590562789642
USER	AceptarFiesta	1724	START	1590562789642	1590562789642
USER	AceptarFiesta	1723	START	1590562789642	1590562789642
USER	DenegarFiesta	1921	START	1590562789642	1590562789642
REQUEST	1920		Home	1590562789642	1590562789646	OK	 
REQUEST	1921		Home	1590562789643	1590562789646	OK	 
REQUEST	1723		Home	1590562789643	1590562789646	OK	 
REQUEST	1724		Home	1590562789642	1590562789646	OK	 
USER	DenegarFiesta	1922	START	1590562789647	1590562789647
USER	DenegarFiesta	1923	START	1590562789647	1590562789647
USER	AceptarFiesta	1726	START	1590562789647	1590562789647
USER	AceptarFiesta	1725	START	1590562789647	1590562789647
REQUEST	1923		Home	1590562789647	1590562789651	OK	 
REQUEST	1726		Home	1590562789647	1590562789651	OK	 
REQUEST	1922		Home	1590562789647	1590562789651	OK	 
REQUEST	1725		Home	1590562789647	1590562789651	OK	 
USER	AceptarFiesta	1728	START	1590562789662	1590562789662
USER	DenegarFiesta	1925	START	1590562789662	1590562789662
USER	AceptarFiesta	1727	START	1590562789662	1590562789662
USER	DenegarFiesta	1924	START	1590562789662	1590562789662
REQUEST	1728		Home	1590562789663	1590562789667	OK	 
REQUEST	1727		Home	1590562789663	1590562789667	OK	 
REQUEST	1925		Home	1590562789663	1590562789667	OK	 
REQUEST	1924		Home	1590562789663	1590562789667	OK	 
USER	AceptarFiesta	1729	START	1590562789667	1590562789667
USER	AceptarFiesta	1730	START	1590562789668	1590562789668
USER	DenegarFiesta	1926	START	1590562789668	1590562789668
USER	DenegarFiesta	1927	START	1590562789668	1590562789668
REQUEST	1926		Home	1590562789668	1590562789671	OK	 
REQUEST	1730		Home	1590562789668	1590562789671	OK	 
REQUEST	1927		Home	1590562789668	1590562789671	OK	 
REQUEST	1729		Home	1590562789668	1590562789671	OK	 
USER	AceptarFiesta	1731	START	1590562789682	1590562789682
USER	DenegarFiesta	1928	START	1590562789683	1590562789683
USER	DenegarFiesta	1929	START	1590562789683	1590562789683
USER	AceptarFiesta	1732	START	1590562789682	1590562789682
REQUEST	1732		Home	1590562789683	1590562789686	OK	 
REQUEST	1731		Home	1590562789683	1590562789686	OK	 
REQUEST	1929		Home	1590562789683	1590562789687	OK	 
USER	DenegarFiesta	1930	START	1590562789687	1590562789687
USER	AceptarFiesta	1733	START	1590562789687	1590562789687
USER	DenegarFiesta	1931	START	1590562789687	1590562789687
USER	AceptarFiesta	1734	START	1590562789687	1590562789687
REQUEST	1928		Home	1590562789683	1590562789688	OK	 
REQUEST	1734		Home	1590562789688	1590562789691	OK	 
REQUEST	1931		Home	1590562789688	1590562789691	OK	 
REQUEST	1733		Home	1590562789687	1590562789691	OK	 
REQUEST	1930		Home	1590562789687	1590562789693	OK	 
USER	DenegarFiesta	1932	START	1590562789703	1590562789703
USER	AceptarFiesta	1736	START	1590562789703	1590562789703
USER	AceptarFiesta	1735	START	1590562789703	1590562789703
USER	DenegarFiesta	1933	START	1590562789704	1590562789704
REQUEST	1735		Home	1590562789704	1590562789707	OK	 
REQUEST	1933		Home	1590562789704	1590562789707	OK	 
REQUEST	1736		Home	1590562789704	1590562789707	OK	 
REQUEST	1932		Home	1590562789704	1590562789707	OK	 
USER	DenegarFiesta	1935	START	1590562789707	1590562789707
USER	DenegarFiesta	1934	START	1590562789707	1590562789707
USER	AceptarFiesta	1738	START	1590562789707	1590562789707
USER	AceptarFiesta	1737	START	1590562789707	1590562789707
REQUEST	1738		Home	1590562789708	1590562789711	OK	 
REQUEST	1935		Home	1590562789708	1590562789711	OK	 
REQUEST	1737		Home	1590562789708	1590562789711	OK	 
REQUEST	1934		Home	1590562789708	1590562789711	OK	 
USER	AceptarFiesta	1739	START	1590562789724	1590562789724
USER	AceptarFiesta	1740	START	1590562789724	1590562789724
USER	DenegarFiesta	1936	START	1590562789724	1590562789724
USER	DenegarFiesta	1937	START	1590562789724	1590562789724
REQUEST	1740		Home	1590562789724	1590562789728	OK	 
REQUEST	1936		Home	1590562789724	1590562789728	OK	 
REQUEST	1937		Home	1590562789724	1590562789728	OK	 
REQUEST	1739		Home	1590562789724	1590562789728	OK	 
USER	DenegarFiesta	1938	START	1590562789729	1590562789729
USER	AceptarFiesta	1741	START	1590562789729	1590562789729
USER	AceptarFiesta	1742	START	1590562789729	1590562789729
USER	DenegarFiesta	1939	START	1590562789729	1590562789729
REQUEST	1938		Home	1590562789729	1590562789733	OK	 
REQUEST	1741		Home	1590562789729	1590562789733	OK	 
