ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarLocalTest	aceptarlocaltest	1590257138182	 	3.3.1
REQUEST	3201		Forbidden	1590257281711	1590257297342	OK	 
REQUEST	3235		Forbidden	1590257281711	1590257297346	OK	 
REQUEST	963		LocalAccepted Redirect 1	1590257295157	1590257297354	OK	 
REQUEST	3110		Forbidden	1590257281834	1590257297359	OK	 
REQUEST	3204		Forbidden	1590257281827	1590257297362	OK	 
REQUEST	1939		ShowLocal	1590257279662	1590257297366	OK	 
REQUEST	978		LocalAccepted	1590257276286	1590257297366	OK	 
REQUEST	1775		ShowLocal	1590257276289	1590257297368	OK	 
REQUEST	898		LocalAccepted	1590257276305	1590257297369	OK	 
REQUEST	3080		Forbidden	1590257281853	1590257297370	OK	 
REQUEST	3039		Forbidden	1590257281994	1590257297376	OK	 
REQUEST	3029		Forbidden	1590257281995	1590257297382	OK	 
REQUEST	3266		Forbidden	1590257281994	1590257297388	OK	 
REQUEST	2686		MyLocales	1590257275318	1590257297389	OK	 
REQUEST	3810		RightLogged	1590257279870	1590257297389	OK	 
REQUEST	895		LocalAccepted Redirect 1	1590257296841	1590257297390	OK	 
REQUEST	3737		RightLogged	1590257281995	1590257297391	OK	 
REQUEST	3820		RightLogged	1590257281994	1590257297391	OK	 
REQUEST	3653		RightLogged	1590257277811	1590257297395	OK	 
REQUEST	3119		Forbidden	1590257281995	1590257297396	OK	 
REQUEST	3122		Forbidden	1590257281994	1590257297408	OK	 
REQUEST	3820		RightLogged Redirect 1	1590257297391	1590257297410	OK	 
REQUEST	3603		RightLogged	1590257279848	1590257297422	OK	 
USER	AceptarLocalTestPositivo	27	END	1590257140679	1590257297423
REQUEST	3161		Forbidden	1590257282032	1590257297431	OK	 
REQUEST	3226		Forbidden	1590257281995	1590257297445	OK	 
REQUEST	3026		Forbidden	1590257281994	1590257297445	OK	 
USER	AceptarLocalTestPositivo	10	END	1590257139837	1590257297445
REQUEST	2997		Forbidden	1590257281994	1590257297447	OK	 
REQUEST	3205		Forbidden	1590257282032	1590257297448	OK	 
REQUEST	3071		Forbidden	1590257282032	1590257297454	OK	 
REQUEST	3276		Forbidden	1590257281994	1590257297455	OK	 
REQUEST	524		LocalAccepted Redirect 1	1590257278893	1590257297483	OK	 
REQUEST	1128		LocalAccepted	1590257279917	1590257297484	OK	 
REQUEST	2700		MyLocales	1590257278965	1590257297524	OK	 
REQUEST	3170		RightLogged Redirect 1	1590257280007	1590257297532	OK	 
REQUEST	3287		RightLogged Redirect 1	1590257282133	1590257297533	OK	 
REQUEST	1127		LocalAccepted	1590257280030	1590257297534	OK	 
REQUEST	3816		RightLogged	1590257280030	1590257297534	OK	 
REQUEST	2083		ShowLocal	1590257282136	1590257297540	OK	 
REQUEST	3952		WrongLogged Redirect 1	1590257282145	1590257297545	OK	 
USER	AceptarLocalTestPositivo	20	END	1590257140334	1590257297552
REQUEST	529		LocalAccepted Redirect 1	1590257277444	1590257297594	OK	 
REQUEST	980		LocalAccepted	1590257276752	1590257297596	OK	 
REQUEST	3849		RightLogged	1590257282187	1590257297596	OK	 
REQUEST	1092		LocalAccepted Redirect 1	1590257297130	1590257297629	OK	 
REQUEST	3189		Forbidden	1590257282210	1590257297633	OK	 
REQUEST	3151		Forbidden	1590257282210	1590257297639	OK	 
REQUEST	3280		Forbidden	1590257282241	1590257297644	OK	 
REQUEST	576		LocalAccepted Redirect 1	1590257281350	1590257297717	OK	 
REQUEST	3663		RightLogged Redirect 1	1590257294594	1590257297725	OK	 
USER	AceptarLocalTestNegativo	2840	END	1590257210288	1590257297726
USER	AceptarLocalTestNegativo	2823	END	1590257209428	1590257297728
REQUEST	3238		Forbidden	1590257282241	1590257297731	OK	 
REQUEST	1137		LocalAccepted	1590257282241	1590257297732	OK	 
REQUEST	1898		ShowLocal	1590257280138	1590257297735	OK	 
REQUEST	3203		Forbidden	1590257282241	1590257297738	OK	 
USER	AceptarLocalTestNegativo	2835	END	1590257210029	1590257297739
REQUEST	494		LocalAccepted Redirect 1	1590257277759	1590257297745	OK	 
REQUEST	3655		RightLogged	1590257280168	1590257297750	OK	 
REQUEST	3889		RightLogged	1590257282268	1590257297750	OK	 
USER	AceptarLocalTestNegativo	2873	END	1590257210942	1590257297763
USER	AceptarLocalTestNegativo	2863	END	1590257210438	1590257297764
USER	AceptarLocalTestNegativo	2911	END	1590257211818	1590257297777
USER	AceptarLocalTestNegativo	2872	END	1590257210888	1590257297777
USER	AceptarLocalTestPositivo	7	END	1590257139678	1590257297794
REQUEST	1176		LocalAccepted	1590257282267	1590257297796	OK	 
REQUEST	459		LocalAccepted Redirect 1	1590257281756	1590257297801	OK	 
REQUEST	2692		MyLocales	1590257277888	1590257297829	OK	 
REQUEST	3612		RightLogged	1590257276908	1590257297830	OK	 
REQUEST	2568		MyLocales	1590257272238	1590257297837	OK	 
REQUEST	3242		Forbidden	1590257282350	1590257297848	OK	 
REQUEST	1643		ShowLocal	1590257274604	1590257297850	OK	 
REQUEST	3688		RightLogged	1590257278354	1590257297850	OK	 
REQUEST	3852		RightLogged	1590257282319	1590257297850	OK	 
REQUEST	3194		Forbidden	1590257282381	1590257297860	OK	 
REQUEST	2995		Forbidden	1590257282366	1590257297864	OK	 
REQUEST	3077		Forbidden	1590257282398	1590257297871	OK	 
REQUEST	2998		Forbidden	1590257282338	1590257297871	OK	 
REQUEST	3314		Forbidden	1590257282398	1590257297874	OK	 
REQUEST	2696		MyLocales	1590257276565	1590257297901	OK	 
REQUEST	3270		Forbidden	1590257282415	1590257297940	OK	 
REQUEST	3159		Forbidden	1590257282415	1590257297946	OK	 
REQUEST	3004		Forbidden	1590257282415	1590257297952	OK	 
USER	AceptarLocalTestPositivo	14	END	1590257140028	1590257297958
REQUEST	536		LocalAccepted Redirect 1	1590257277979	1590257298020	OK	 
REQUEST	2614		MyLocales	1590257274369	1590257298031	OK	 
REQUEST	3650		RightLogged	1590257278420	1590257298036	OK	 
REQUEST	3768		RightLogged	1590257282429	1590257298037	OK	 
USER	AceptarLocalTestPositivo	1	END	1590257139370	1590257298038
REQUEST	3650		RightLogged Redirect 1	1590257298036	1590257298038	OK	 
REQUEST	3418		RightLogged	1590257272956	1590257298039	OK	 
USER	AceptarLocalTestNegativo	2903	END	1590257211429	1590257298052
REQUEST	2955		Forbidden	1590257282418	1590257298053	OK	 
REQUEST	1819		ShowLocal	1590257274818	1590257298055	OK	 
REQUEST	1806		ShowLocal	1590257280408	1590257298058	OK	 
REQUEST	3252		RightLogged Redirect 1	1590257277116	1590257298065	OK	 
REQUEST	3620		RightLogged	1590257277072	1590257298065	OK	 
REQUEST	453		LocalAccepted Redirect 1	1590257282195	1590257298065	OK	 
REQUEST	3075		Forbidden	1590257282429	1590257298071	OK	 
REQUEST	1890		ShowLocal	1590257277010	1590257298072	OK	 
REQUEST	3116		Forbidden	1590257282429	1590257298074	OK	 
REQUEST	1096		LocalAccepted	1590257280468	1590257298074	OK	 
REQUEST	1975		ShowLocal	1590257280468	1590257298078	OK	 
REQUEST	3699		RightLogged	1590257278441	1590257298079	OK	 
REQUEST	1086		LocalAccepted	1590257280480	1590257298079	OK	 
REQUEST	3696		RightLogged	1590257278467	1590257298079	OK	 
REQUEST	3202		Forbidden	1590257282538	1590257298084	OK	 
REQUEST	3608		RightLogged	1590257278420	1590257298085	OK	 
REQUEST	3699		RightLogged Redirect 1	1590257298079	1590257298087	OK	 
REQUEST	1930		ShowLocal	1590257282558	1590257298092	OK	 
REQUEST	456		LocalAccepted Redirect 1	1590257282211	1590257298095	OK	 
REQUEST	3269		Forbidden	1590257282506	1590257298106	OK	 
USER	AceptarLocalTestPositivo	130	END	1590257142758	1590257298110
REQUEST	3228		Forbidden	1590257282506	1590257298112	OK	 
REQUEST	3156		Forbidden	1590257282429	1590257298117	OK	 
REQUEST	3190		Forbidden	1590257282444	1590257298126	OK	 
REQUEST	3694		RightLogged	1590257278388	1590257298126	OK	 
USER	AceptarLocalTestPositivo	32	END	1590257140930	1590257298128
REQUEST	3319		Forbidden	1590257282522	1590257298129	OK	 
REQUEST	3236		Forbidden	1590257282491	1590257298130	OK	 
REQUEST	2949		Forbidden	1590257282588	1590257298134	OK	 
REQUEST	3105		Forbidden	1590257282538	1590257298138	OK	 
REQUEST	3207		Forbidden	1590257282491	1590257298139	OK	 
REQUEST	3066		Forbidden	1590257282558	1590257298140	OK	 
REQUEST	3196		Forbidden	1590257282538	1590257298141	OK	 
REQUEST	3198		Forbidden	1590257282588	1590257298143	OK	 
REQUEST	3273		Forbidden	1590257282588	1590257298143	OK	 
REQUEST	3002		Forbidden	1590257282569	1590257298145	OK	 
REQUEST	3315		Forbidden	1590257282762	1590257298151	OK	 
REQUEST	2765		MyLocales	1590257278215	1590257298172	OK	 
REQUEST	3807		RightLogged	1590257280518	1590257298172	OK	 
REQUEST	283		LocalAccepted Redirect 1	1590257282285	1590257298227	OK	 
REQUEST	1059		LocalAccepted	1590257280518	1590257298228	OK	 
REQUEST	3935		RightLogged	1590257282794	1590257298229	OK	 
REQUEST	3935		RightLogged Redirect 1	1590257298229	1590257298264	OK	 
REQUEST	3078		Forbidden	1590257282823	1590257298264	OK	 
REQUEST	1900		ShowLocal	1590257282828	1590257298269	OK	 
REQUEST	3581		RightLogged	1590257277196	1590257298270	OK	 
REQUEST	3157		Forbidden	1590257282838	1590257298275	OK	 
REQUEST	2984		Forbidden	1590257282828	1590257298276	OK	 
REQUEST	1883		ShowLocal	1590257278541	1590257298277	OK	 
REQUEST	1173		LocalAccepted	1590257282850	1590257298278	OK	 
REQUEST	2013		ShowLocal	1590257282850	1590257298281	OK	 
REQUEST	1050		LocalAccepted	1590257282850	1590257298282	OK	 
REQUEST	2101		ShowLocal	1590257280745	1590257298286	OK	 
REQUEST	3284		Forbidden	1590257282850	1590257298289	OK	 
REQUEST	3308		Forbidden	1590257282866	1590257298295	OK	 
REQUEST	1925		ShowLocal	1590257277243	1590257298296	OK	 
REQUEST	3277		Forbidden	1590257282869	1590257298303	OK	 
REQUEST	3264		Forbidden	1590257282869	1590257298310	OK	 
REQUEST	2996		Forbidden	1590257282850	1590257298314	OK	 
REQUEST	2812		MyLocales	1590257280198	1590257298320	OK	 
REQUEST	3065		Forbidden	1590257282881	1590257298322	OK	 
REQUEST	3843		RightLogged	1590257282899	1590257298325	OK	 
REQUEST	3282		Forbidden	1590257282881	1590257298331	OK	 
USER	AceptarLocalTestPositivo	11	END	1590257139884	1590257298332
REQUEST	3147		Forbidden	1590257282918	1590257298343	OK	 
REQUEST	3232		Forbidden	1590257282914	1590257298351	OK	 
REQUEST	3231		Forbidden	1590257282881	1590257298351	OK	 
REQUEST	2768		MyLocales	1590257280228	1590257298363	OK	 
REQUEST	3010		RightLogged Redirect 1	1590257271406	1590257298369	OK	 
REQUEST	3182		RightLogged Redirect 1	1590257278599	1590257298369	OK	 
REQUEST	3118		Forbidden	1590257282961	1590257298374	OK	 
REQUEST	3234		Forbidden	1590257282988	1590257298380	OK	 
REQUEST	3227		Forbidden	1590257282988	1590257298382	OK	 
REQUEST	2855		MyLocales	1590257280228	1590257298382	OK	 
REQUEST	3148		Forbidden	1590257282914	1590257298392	OK	 
REQUEST	1084		LocalAccepted	1590257280808	1590257298392	OK	 
USER	AceptarLocalTestPositivo	23	END	1590257140491	1590257298392
REQUEST	3316		Forbidden	1590257282897	1590257298392	OK	 
REQUEST	3155		Forbidden	1590257283018	1590257298394	OK	 
REQUEST	3279		Forbidden	1590257283032	1590257298403	OK	 
REQUEST	1742		ShowLocal	1590257283018	1590257298405	OK	 
REQUEST	1167		LocalAccepted	1590257280860	1590257298406	OK	 
REQUEST	1780		ShowLocal	1590257280860	1590257298410	OK	 
REQUEST	3659		RightLogged	1590257277290	1590257298411	OK	 
REQUEST	3160		Forbidden	1590257283049	1590257298417	OK	 
REQUEST	3233		Forbidden	1590257283068	1590257298423	OK	 
REQUEST	1088		LocalAccepted	1590257280807	1590257298429	OK	 
REQUEST	655		LocalAccepted Redirect 1	1590257280323	1590257298430	OK	 
REQUEST	1132		LocalAccepted	1590257280876	1590257298431	OK	 
REQUEST	3028		Forbidden	1590257283088	1590257298439	OK	 
REQUEST	3320		Forbidden	1590257283108	1590257298448	OK	 
REQUEST	3112		Forbidden	1590257283103	1590257298453	OK	 
REQUEST	3197		Forbidden	1590257283108	1590257298454	OK	 
REQUEST	2878		Forbidden	1590257283119	1590257298463	OK	 
REQUEST	3154		Forbidden	1590257283119	1590257298463	OK	 
REQUEST	3240		Forbidden	1590257283119	1590257298469	OK	 
USER	AceptarLocalTestPositivo	94	END	1590257141980	1590257298476
REQUEST	578		LocalAccepted Redirect 1	1590257280323	1590257298485	OK	 
REQUEST	3853		RightLogged	1590257280891	1590257298485	OK	 
REQUEST	3727		RightLogged Redirect 1	1590257296776	1590257298498	OK	 
REQUEST	3343		Forbidden	1590257283119	1590257298498	OK	 
REQUEST	3241		Forbidden	1590257283108	1590257298500	OK	 
REQUEST	3268		Forbidden	1590257283138	1590257298506	OK	 
USER	AceptarLocalTestNegativo	2828	END	1590257209682	1590257298538
USER	AceptarLocalTestPositivo	15	END	1590257140089	1590257298553
USER	AceptarLocalTestPositivo	18	END	1590257140238	1590257298558
REQUEST	247		LocalAccepted Redirect 1	1590257271045	1590257298585	OK	 
REQUEST	1022		LocalAccepted Redirect 1	1590257296492	1590257298594	OK	 
REQUEST	3855		RightLogged	1590257280988	1590257298595	OK	 
REQUEST	3925		RightLogged	1590257283138	1590257298596	OK	 
REQUEST	1043		LocalAccepted	1590257277353	1590257298601	OK	 
REQUEST	3771		RightLogged	1590257278965	1590257298610	OK	 
REQUEST	1330		LocalAccepted	1590257283171	1590257298610	OK	 
REQUEST	3773		RightLogged	1590257281056	1590257298610	OK	 
REQUEST	855		LocalAccepted	1590257277353	1590257298610	OK	 
REQUEST	1047		LocalAccepted	1590257279001	1590257298610	OK	 
REQUEST	525		LocalAccepted Redirect 1	1590257280503	1590257298629	OK	 
REQUEST	3774		RightLogged	1590257279080	1590257298630	OK	 
REQUEST	3145		Forbidden	1590257283138	1590257298683	OK	 
USER	AceptarLocalTestPositivo	19	END	1590257140285	1590257298684
USER	AceptarLocalTestNegativo	2868	END	1590257210688	1590257298684
REQUEST	3305		Forbidden	1590257283138	1590257298692	OK	 
REQUEST	3310		Forbidden	1590257283210	1590257298694	OK	 
REQUEST	3188		Forbidden	1590257283171	1590257298697	OK	 
REQUEST	3265		Forbidden	1590257283138	1590257298699	OK	 
REQUEST	3278		Forbidden	1590257283190	1590257298707	OK	 
REQUEST	3206		Forbidden	1590257283138	1590257298707	OK	 
REQUEST	3326		RightLogged	1590257269970	1590257298708	OK	 
REQUEST	3229		Forbidden	1590257283138	1590257298712	OK	 
REQUEST	3321		Forbidden	1590257283171	1590257298714	OK	 
REQUEST	3275		Forbidden	1590257283190	1590257298719	OK	 
REQUEST	3345		Forbidden	1590257283171	1590257298719	OK	 
REQUEST	3312		Forbidden	1590257283220	1590257298720	OK	 
REQUEST	2733		MyLocales	1590257278513	1590257298731	OK	 
REQUEST	3354		Forbidden	1590257283298	1590257298731	OK	 
REQUEST	3239		Forbidden	1590257283328	1590257298739	OK	 
REQUEST	3200		Forbidden	1590257283338	1590257298746	OK	 
REQUEST	3353		Forbidden	1590257283328	1590257298756	OK	 
REQUEST	3306		Forbidden	1590257283338	1590257298763	OK	 
REQUEST	3307		Forbidden	1590257283338	1590257298769	OK	 
REQUEST	3186		Forbidden	1590257283338	1590257298773	OK	 
REQUEST	3318		Forbidden	1590257283328	1590257298781	OK	 
REQUEST	3192		Forbidden	1590257283354	1590257298783	OK	 
REQUEST	3385		Forbidden	1590257283338	1590257298785	OK	 
REQUEST	3267		Forbidden	1590257283354	1590257298788	OK	 
REQUEST	728		LocalAccepted Redirect 1	1590257280791	1590257298788	OK	 
REQUEST	445		LocalAccepted Redirect 1	1590257278660	1590257298813	OK	 
REQUEST	3658		RightLogged	1590257281181	1590257298813	OK	 
REQUEST	3844		RightLogged Redirect 1	1590257297048	1590257298821	OK	 
REQUEST	3569		RightLogged	1590257275598	1590257298821	OK	 
USER	AceptarLocalTestNegativo	2757	END	1590257208114	1590257298835
REQUEST	542		LocalAccepted Redirect 1	1590257278821	1590257298926	OK	 
REQUEST	886		LocalAccepted Redirect 1	1590257296752	1590257298958	OK	 
REQUEST	1805		ShowLocal	1590257279103	1590257298961	OK	 
REQUEST	3847		RightLogged	1590257281222	1590257298962	OK	 
REQUEST	2056		ShowLocal	1590257283510	1590257298966	OK	 
REQUEST	3645		RightLogged	1590257277450	1590257298967	OK	 
REQUEST	3815		RightLogged	1590257283558	1590257298968	OK	 
REQUEST	2009		ShowLocal	1590257281347	1590257298971	OK	 
REQUEST	3897		RightLogged	1590257283573	1590257298972	OK	 
REQUEST	3352		Forbidden	1590257283588	1590257298973	OK	 
REQUEST	3257		RightLogged Redirect 1	1590257281400	1590257298978	OK	 
REQUEST	3932		RightLogged	1590257283558	1590257298978	OK	 
REQUEST	3846		RightLogged	1590257283588	1590257298979	OK	 
REQUEST	3272		Forbidden	1590257283666	1590257298979	OK	 
REQUEST	3346		Forbidden	1590257283698	1590257298982	OK	 
REQUEST	3311		Forbidden	1590257283604	1590257298990	OK	 
REQUEST	3322		Forbidden	1590257283608	1590257298994	OK	 
REQUEST	3350		Forbidden	1590257283608	1590257299000	OK	 
REQUEST	487		LocalAccepted Redirect 1	1590257278824	1590257299012	OK	 
REQUEST	3523		RightLogged	1590257273988	1590257299012	OK	 
REQUEST	1136		LocalAccepted	1590257281523	1590257299013	OK	 
REQUEST	3309		Forbidden	1590257283635	1590257299021	OK	 
REQUEST	1845		ShowLocal	1590257281537	1590257299024	OK	 
REQUEST	1100		LocalAccepted	1590257281685	1590257299024	OK	 
REQUEST	3805		RightLogged	1590257279607	1590257299025	OK	 
REQUEST	3689		RightLogged	1590257281685	1590257299025	OK	 
REQUEST	646		LocalAccepted Redirect 1	1590257278855	1590257299027	OK	 
REQUEST	1659		ShowLocal	1590257279658	1590257299030	OK	 
REQUEST	3230		Forbidden	1590257283608	1590257299032	OK	 
REQUEST	3064		Forbidden	1590257283604	1590257299035	OK	 
REQUEST	3283		Forbidden	1590257283604	1590257299039	OK	 
REQUEST	3397		Forbidden	1590257283698	1590257299046	OK	 
REQUEST	2769		MyLocales	1590257278866	1590257299080	OK	 
REQUEST	1091		LocalAccepted	1590257281729	1590257299081	OK	 
REQUEST	1935		ShowLocal	1590257281772	1590257299090	OK	 
REQUEST	3610		RightLogged	1590257277789	1590257299090	OK	 
REQUEST	3898		RightLogged	1590257281868	1590257299091	OK	 
REQUEST	3313		Forbidden	1590257283698	1590257299099	OK	 
REQUEST	2776		MyLocales	1590257281148	1590257299099	OK	 
REQUEST	3861		RightLogged	1590257281994	1590257299099	OK	 
REQUEST	1061		LocalAccepted	1590257279870	1590257299104	OK	 
REQUEST	1097		LocalAccepted	1590257281995	1590257299105	OK	 
REQUEST	2010		ShowLocal	1590257281900	1590257299105	OK	 
REQUEST	1020		LocalAccepted	1590257279870	1590257299105	OK	 
REQUEST	3862		RightLogged	1590257283588	1590257299107	OK	 
REQUEST	3934		RightLogged	1590257283558	1590257299107	OK	 
REQUEST	1776		ShowLocal	1590257277967	1590257299110	OK	 
REQUEST	3351		Forbidden	1590257283620	1590257299111	OK	 
REQUEST	3399		Forbidden	1590257283792	1590257299117	OK	 
REQUEST	3356		Forbidden	1590257283808	1590257299117	OK	 
REQUEST	617		LocalAccepted Redirect 1	1590257283206	1590257299120	OK	 
REQUEST	3460		RightLogged	1590257276362	1590257299120	OK	 
REQUEST	3974		RightLogged	1590257283980	1590257299124	OK	 
REQUEST	3975		RightLogged	1590257283981	1590257299124	OK	 
REQUEST	3895		RightLogged	1590257283981	1590257299124	OK	 
REQUEST	1179		LocalAccepted	1590257282056	1590257299127	OK	 
REQUEST	3253		RightLogged Redirect 1	1590257284016	1590257299144	OK	 
REQUEST	3969		RightLogged	1590257283808	1590257299148	OK	 
REQUEST	1857		ShowLocal	1590257281994	1590257299149	OK	 
USER	AceptarLocalTestPositivo	24	END	1590257140538	1590257299161
REQUEST	2535		MyLocales	1590257271708	1590257299220	OK	 
REQUEST	1808		ShowLocal	1590257282136	1590257299252	OK	 
REQUEST	3173		RightLogged Redirect 1	1590257284017	1590257299258	OK	 
REQUEST	2777		MyLocales	1590257281148	1590257299258	OK	 
REQUEST	1855		ShowLocal	1590257284018	1590257299262	OK	 
REQUEST	1942		ShowLocal	1590257278088	1590257299267	OK	 
REQUEST	3363		RightLogged Redirect 1	1590257284026	1590257299278	OK	 
USER	AceptarLocalTestPositivo	22	END	1590257140433	1590257299302
USER	AceptarLocalTestNegativo	2869	END	1590257210745	1590257299350
USER	AceptarLocalTestNegativo	2906	END	1590257211575	1590257299361
USER	AceptarLocalTestNegativo	2792	END	1590257208869	1590257299361
USER	AceptarLocalTestNegativo	2950	END	1590257212803	1590257299372
REQUEST	2764		MyLocales	1590257279181	1590257299375	OK	 
REQUEST	3702		RightLogged	1590257278173	1590257299375	OK	 
REQUEST	3723		RightLogged	1590257278185	1590257299376	OK	 
REQUEST	3702		RightLogged Redirect 1	1590257299375	1590257299378	OK	 
REQUEST	3818		RightLogged	1590257284038	1590257299379	OK	 
REQUEST	3979		RightLogged	1590257284038	1590257299379	OK	 
REQUEST	2536		MyLocales	1590257271708	1590257299406	OK	 
REQUEST	3775		RightLogged	1590257280149	1590257299407	OK	 
USER	AceptarLocalTestNegativo	2952	END	1590257212901	1590257299412
USER	AceptarLocalTestNegativo	2914	END	1590257211976	1590257299425
USER	AceptarLocalTestNegativo	2918	END	1590257212172	1590257299425
REQUEST	769		LocalAccepted Redirect 1	1590257293557	1590257299429	OK	 
USER	AceptarLocalTestPositivo	21	END	1590257140380	1590257299441
USER	AceptarLocalTestNegativo	2920	END	1590257212270	1590257299441
REQUEST	694		LocalAccepted Redirect 1	1590257281400	1590257299454	OK	 
REQUEST	3890		RightLogged	1590257282319	1590257299455	OK	 
REQUEST	1142		LocalAccepted	1590257284137	1590257299457	OK	 
REQUEST	3687		RightLogged	1590257282319	1590257299457	OK	 
REQUEST	2091		ShowLocal	1590257280244	1590257299461	OK	 
USER	AceptarLocalTestNegativo	2879	END	1590257211245	1590257299463
REQUEST	3359		Forbidden	1590257284184	1590257299470	OK	 
USER	AceptarLocalTestNegativo	2867	END	1590257210649	1590257299473
REQUEST	3568		RightLogged	1590257280278	1590257299483	OK	 
REQUEST	609		LocalAccepted Redirect 1	1590257277788	1590257299488	OK	 
REQUEST	3222		RightLogged Redirect 1	1590257282406	1590257299496	OK	 
REQUEST	3358		Forbidden	1590257284138	1590257299518	OK	 
USER	AceptarLocalTestPositivo	97	END	1590257142137	1590257299520
USER	AceptarLocalTestNegativo	2838	END	1590257210182	1590257299528
REQUEST	2691		MyLocales	1590257277908	1590257299584	OK	 
REQUEST	3740		RightLogged	1590257280342	1590257299584	OK	 
REQUEST	3740		RightLogged Redirect 1	1590257299584	1590257299594	OK	 
REQUEST	2165		ShowLocal	1590257284320	1590257299599	OK	 
USER	AceptarLocalTestPositivo	8	END	1590257139741	1590257299608
REQUEST	3931		RightLogged	1590257282444	1590257299627	OK	 
REQUEST	1044		LocalAccepted	1590257278420	1590257299629	OK	 
REQUEST	3368		RightLogged Redirect 1	1590257284428	1590257299633	OK	 
REQUEST	3296		RightLogged Redirect 1	1590257284458	1590257299634	OK	 
REQUEST	1130		LocalAccepted	1590257282478	1590257299635	OK	 
REQUEST	3735		RightLogged	1590257278420	1590257299635	OK	 
REQUEST	1215		LocalAccepted	1590257284509	1590257299635	OK	 
REQUEST	3361		Forbidden	1590257284382	1590257299636	OK	 
REQUEST	245		LocalAccepted Redirect 1	1590257284017	1590257299640	OK	 
REQUEST	1889		ShowLocal	1590257278443	1590257299645	OK	 
REQUEST	1179		LocalAccepted Redirect 1	1590257299127	1590257299646	OK	 
REQUEST	613		LocalAccepted Redirect 1	1590257284018	1590257299742	OK	 
REQUEST	3212		RightLogged Redirect 1	1590257275000	1590257299751	OK	 
REQUEST	1052		LocalAccepted	1590257278470	1590257299753	OK	 
REQUEST	1135		LocalAccepted	1590257282569	1590257299755	OK	 
REQUEST	1125		LocalAccepted	1590257282584	1590257299758	OK	 
REQUEST	1250		LocalAccepted	1590257284614	1590257299759	OK	 
REQUEST	1166		LocalAccepted	1590257282600	1590257299760	OK	 
REQUEST	3344		Forbidden	1590257284614	1590257299768	OK	 
REQUEST	3384		Forbidden	1590257284618	1590257299769	OK	 
REQUEST	692		LocalAccepted Redirect 1	1590257284026	1590257299781	OK	 
REQUEST	1931		ShowLocal	1590257282660	1590257299787	OK	 
USER	AceptarLocalTestNegativo	2959	END	1590257213252	1590257299854
USER	AceptarLocalTestNegativo	2956	END	1590257213171	1590257299858
USER	AceptarLocalTestNegativo	2836	END	1590257210087	1590257299858
REQUEST	2772		MyLocales	1590257280196	1590257299874	OK	 
REQUEST	1220		LocalAccepted	1590257282660	1590257299876	OK	 
REQUEST	3894		RightLogged	1590257282661	1590257299877	OK	 
USER	AceptarLocalTestNegativo	3033	END	1590257214950	1590257299888
REQUEST	2767		MyLocales	1590257280196	1590257299899	OK	 
REQUEST	3892		RightLogged	1590257282775	1590257299901	OK	 
REQUEST	3772		RightLogged	1590257282733	1590257299902	OK	 
REQUEST	3258		RightLogged Redirect 1	1590257284744	1590257299908	OK	 
REQUEST	1055		LocalAccepted	1590257278513	1590257299909	OK	 
REQUEST	2770		MyLocales	1590257280182	1590257299909	OK	 
REQUEST	3938		RightLogged	1590257282838	1590257299920	OK	 
REQUEST	3884		RightLogged	1590257284791	1590257299920	OK	 
REQUEST	1966		ShowLocal	1590257282838	1590257299927	OK	 
USER	AceptarLocalTestPositivo	85	END	1590257141528	1590257299940
REQUEST	3433		Forbidden	1590257284825	1590257299940	OK	 
REQUEST	3347		Forbidden	1590257284790	1590257299951	OK	 
REQUEST	3393		Forbidden	1590257284828	1590257299957	OK	 
REQUEST	3348		Forbidden	1590257284790	1590257299957	OK	 
REQUEST	3387		Forbidden	1590257284790	1590257299965	OK	 
REQUEST	3388		Forbidden	1590257284790	1590257299967	OK	 
REQUEST	3392		Forbidden	1590257284828	1590257299970	OK	 
REQUEST	3386		Forbidden	1590257284791	1590257299972	OK	 
REQUEST	3391		Forbidden	1590257284825	1590257299972	OK	 
REQUEST	2782		MyLocales	1590257282418	1590257299979	OK	 
REQUEST	3432		Forbidden	1590257284869	1590257299982	OK	 
REQUEST	2814		MyLocales	1590257282398	1590257299982	OK	 
REQUEST	3941		RightLogged	1590257284869	1590257299982	OK	 
REQUEST	3885		RightLogged	1590257284869	1590257299983	OK	 
REQUEST	1978		ShowLocal	1590257280638	1590257299985	OK	 
REQUEST	1941		ShowLocal	1590257284869	1590257299988	OK	 
REQUEST	3372		RightLogged Redirect 1	1590257284907	1590257299995	OK	 
REQUEST	3970		RightLogged	1590257284929	1590257299995	OK	 
USER	AceptarLocalTestNegativo	2986	END	1590257213535	1590257299998
USER	AceptarLocalTestNegativo	2947	END	1590257212653	1590257300020
USER	AceptarLocalTestNegativo	2905	END	1590257211518	1590257300020
USER	AceptarLocalTestNegativo	2946	END	1590257212608	1590257300032
REQUEST	3430		Forbidden	1590257284791	1590257300040	OK	 
REQUEST	854		LocalAccepted Redirect 1	1590257292829	1590257300093	OK	 
REQUEST	1301		LocalAccepted	1590257283001	1590257300094	OK	 
REQUEST	3967		RightLogged	1590257284929	1590257300097	OK	 
REQUEST	3923		RightLogged	1590257283033	1590257300097	OK	 
